,band_singer,singer_url,active_years
0,['Percy Faith'],['/wiki/Percy_Faith'],
1,['Jim Reeves'],['/wiki/Jim_Reeves'],1948 1964
2,['The Everly Brothers'],['/wiki/The_Everly_Brothers'],1951 1973 1983 2005
3,['Johnny Preston'],['/wiki/Johnny_Preston'],1959 2009
4,['Mark Dinning'],['/wiki/Mark_Dinning'],
5,['Brenda Lee'],['/wiki/Brenda_Lee'],
6,['Elvis Presley'],['/wiki/Elvis_Presley'],1953 1977
7,['Jimmy Jones'],['/wiki/Jimmy_Jones_(singer)'],1954 2012
8,['Elvis Presley'],['/wiki/Elvis_Presley'],1953 1977
9,['Chubby Checker'],['/wiki/Chubby_Checker'],1958
10,['Connie Francis'],['/wiki/Connie_Francis'],1943 2018
11,['Bobby Rydell'],['/wiki/Bobby_Rydell'],
12,['The Brothers Four'],['/wiki/The_Brothers_Four'],1957
13,['Jack Scott'],['/wiki/Jack_Scott_(singer)'],1957 2019
14,['Marty Robbins'],['/wiki/Marty_Robbins'],1960 1974
15,['The Hollywood Argyles'],['/wiki/The_Hollywood_Argyles'],
16,['Connie Francis'],['/wiki/Connie_Francis'],1943 2018
17,['Brenda Lee'],['/wiki/Brenda_Lee'],
18,['Brian Hyland'],['/wiki/Brian_Hyland'],1959
19,['Roy Orbison'],['/wiki/Roy_Orbison'],1953 1988
20,['Dion and the Belmonts'],['/wiki/Dion_and_the_Belmonts'],1957–1960 1966 1972 1973
21,['Connie Stevens'],['/wiki/Connie_Stevens'],
22,['Paul Anka'],['/wiki/Paul_Anka'],
23,['Frankie Avalon'],['/wiki/Frankie_Avalon'],
24,['The Ventures'],['/wiki/The_Ventures'],1958
25,['The Drifters'],['/wiki/The_Drifters'],1953
26,"['Dinah Washington', 'Brook Benton']","['/wiki/Dinah_Washington', '/wiki/Brook_Benton']",1941 1948 1988
27,['Johnny Horton'],['/wiki/Johnny_Horton'],1950 1960
28,['Sam Cooke'],['/wiki/Sam_Cooke'],1951 1964
29,['The Everly Brothers'],['/wiki/The_Everly_Brothers'],1951 1973 1983 2005
30,['Jimmy Jones'],['/wiki/Jimmy_Jones_(singer)'],1954 2012
31,['Bobby Darin'],['/wiki/Bobby_Darin'],
32,['Jimmy Clanton'],['/wiki/Jimmy_Clanton'],1956
33,['Jackie Wilson'],['/wiki/Jackie_Wilson'],1953 1975
34,['Jack Scott'],['/wiki/Jack_Scott_(singer)'],1957 2019
35,['Toni Fisher'],['/wiki/Toni_Fisher'],
36,['Duane Eddy'],['/wiki/Duane_Eddy'],1954
37,['Conway Twitty'],['/wiki/Conway_Twitty'],1955 1993
38,['Steve Lawrence'],['/wiki/Steve_Lawrence'],1953 2019
39,['Freddy Cannon'],['/wiki/Freddy_Cannon'],1956
40,['Anita Bryant'],['/wiki/Anita_Bryant'],
41,['Larry Verne'],['/wiki/Larry_Verne'],1960 1963
42,['Brenda Lee'],['/wiki/Brenda_Lee'],
43,['The Fendermen'],['/wiki/The_Fendermen'],1959-1963
44,['Johnny Preston'],['/wiki/Johnny_Preston'],1959 2009
45,['Marv Johnson'],['/wiki/Marv_Johnson'],1956 1993
46,['Hank Locklin'],['/wiki/Hank_Locklin'],
47,['Ron Holden'],['/wiki/Ron_Holden'],1958 1997
48,"['Hank Ballard', 'The Midnighters']","['/wiki/Hank_Ballard', '/wiki/The_Midnighters']",1951 2003
49,['The Platters'],['/wiki/The_Platters'],1952
50,['Billy Bland'],['/wiki/Billy_Bland'],1948 1965
51,['Jeanne Black'],['/wiki/Jeanne_Black'],1956 1960
52,['Ferrante & Teicher'],['/wiki/Ferrante_%26_Teicher'],1947 1989
53,['Bobby Rydell'],['/wiki/Bobby_Rydell'],
54,['Jimmy Charles'],['/wiki/Jimmy_Charles'],
55,['Andy Williams'],['/wiki/Andy_Williams'],1938 2012
56,"[""Bill Black's Combo""]",['/wiki/Bill_Black%27s_Combo'],1954
57,['The Browns'],['/wiki/The_Browns'],1954 1968
58,['Bobby Vee'],['/wiki/Bobby_Vee'],1959 2014
59,['The Four Preps'],['/wiki/The_Four_Preps'],1956
60,[],[],
61,['The Safaris'],['/wiki/The_Safaris'],1959 1963
62,['Brook Benton'],['/wiki/Brook_Benton'],1948 1988
63,['Donnie Brooks'],['/wiki/Donnie_Brooks'],
64,['Marv Johnson'],['/wiki/Marv_Johnson'],1956 1993
65,['Paul Anka'],['/wiki/Paul_Anka'],
66,['Ray Peterson'],['/wiki/Ray_Peterson'],1958 2004
67,['Connie Francis'],['/wiki/Connie_Francis'],1943 2018
68,['Steve Lawrence'],['/wiki/Steve_Lawrence'],1953 2019
69,['The Everly Brothers'],['/wiki/The_Everly_Brothers'],1951 1973 1983 2005
70,['Brenda Lee'],['/wiki/Brenda_Lee'],
71,['Fats Domino'],['/wiki/Fats_Domino'],
72,['Connie Francis'],['/wiki/Connie_Francis'],1943 2018
73,['Bobby Rydell'],['/wiki/Bobby_Rydell'],
74,"['Dinah Washington', 'Brook Benton']","['/wiki/Dinah_Washington', '/wiki/Brook_Benton']",1941 1948 1988
75,['Neil Sedaka'],['/wiki/Neil_Sedaka'],1957
76,['Paul Anka'],['/wiki/Paul_Anka'],
77,['Ray Charles'],['/wiki/Ray_Charles'],
78,['Skip and Flip'],['/wiki/Skip_and_Flip'],
79,['Sam Cooke'],['/wiki/Sam_Cooke'],1951 1964
80,['Spencer Ross'],['/wiki/Robert_Mersey'],
81,['Lloyd Price'],['/wiki/Lloyd_Price'],1952 2019
82,['The Crests'],['/wiki/The_Crests'],1954 1978 1980
83,['Paul Evans'],['/wiki/Paul_Evans_(musician)'],1953
84,['Ricky Nelson'],['/wiki/Ricky_Nelson'],1949 1985
85,['Johnny Burnette'],['/wiki/Johnny_Burnette'],1952 1964
86,['Johnny Tillotson'],['/wiki/Johnny_Tillotson'],1957
87,['Annette Funicello'],['/wiki/Annette_Funicello'],
88,['Joe Jones'],['/wiki/Joe_Jones_(singer)'],
89,['Johnny and the Hurricanes'],['/wiki/Johnny_and_the_Hurricanes'],1957 1957 2005 2005
90,['The Everly Brothers'],['/wiki/The_Everly_Brothers'],1951 1973 1983 2005
91,['Bob Luman'],['/wiki/Bob_Luman'],1956 1978
92,['Guy Mitchell'],['/wiki/Guy_Mitchell'],1947 1999
93,['Anita Bryant'],['/wiki/Anita_Bryant'],
94,['Jackie Wilson'],['/wiki/Jackie_Wilson'],1953 1975
95,['Bobby Rydell'],['/wiki/Bobby_Rydell'],
96,['Barrett Strong'],['/wiki/Barrett_Strong'],1959 2023
97,['Maurice Williams and the Zodiacs'],['/wiki/Maurice_Williams_and_the_Zodiacs'],
98,['Charlie Rich'],['/wiki/Charlie_Rich'],1958 1995
99,['Larry Hall'],['/wiki/Larry_Hall'],
