,band_singer,singer_url,active_years
28,['Brian Hyland'],['/wiki/Brian_Hyland'],1959–present
29,['Jay and the Americans'],['/wiki/Jay_and_the_Americans'],1960–1973 2006–present
30,['Connie Francis'],['/wiki/Connie_Francis'],1943–2018
31,['Gary U.S. Bonds'],['/wiki/Gary_U.S._Bonds'],1956–present
32,['Sue Thompson'],['/wiki/Sue_Thompson'],1950
33,['Ketty Lester'],['/wiki/Ketty_Lester'],1957–present
34,['Claudine Clark'],['/wiki/Claudine_Clark'],
35,['The Highwaymen'],['/wiki/The_Highwaymen_(folk_band)'],
36,['Bent Fabric'],['/wiki/Bent_Fabric'],
37,['The Isley Brothers'],['/wiki/The_Isley_Brothers'],1954–present
38,['Richard Chamberlain'],['/wiki/Richard_Chamberlain'],1958–present
39,['Ace Cannon'],['/wiki/Ace_Cannon'],
40,['Clyde McPhatter'],['/wiki/Clyde_McPhatter'],1950–1972
41,['Barbara George'],['/wiki/Barbara_George'],1961
42,['Ricky Nelson'],['/wiki/Ricky_Nelson'],1949–1985
43,['The Shirelles'],['/wiki/The_Shirelles'],1957–1982
44,['Pat Boone'],['/wiki/Pat_Boone'],1954–present
45,['Burl Ives'],['/wiki/Burl_Ives'],1929–1993
46,['The Everly Brothers'],['/wiki/The_Everly_Brothers'],1951–1973 1983–2005
47,['Emilio Pericoli'],['/wiki/Emilio_Pericoli'],
48,['Ernie Maresca'],['/wiki/Ernie_Maresca'],1957–1968
49,['Don and Juan'],['/wiki/Don_and_Juan'],
50,['The Corsairs'],['/wiki/The_Corsairs'],
51,['Sam Cooke'],['/wiki/Sam_Cooke'],1951–1964
52,"[""Booker T. & the M.G.'s""]",['/wiki/Booker_T._%26_the_M.G.%27s'],1962–1971 1973–1977 1992–2012
53,['Ray Charles'],['/wiki/Ray_Charles'],1947–2004
54,['The Four Seasons'],['/wiki/The_Four_Seasons_(band)'],1960–1977 1979–present
55,['Joanie Sommers'],['/wiki/Joanie_Sommers'],1959
56,['Elvis Presley'],['/wiki/Elvis_Presley'],1953–1977
57,['Joey Dee and the Starliters'],['/wiki/Joey_Dee_and_the_Starliters'],1958–present
58,"['Dave ""Baby"" Cortez']",['/wiki/Dave_%22Baby%22_Cortez'],1956-present
59,['Henry Mancini'],['/wiki/Henry_Mancini'],1946–1994
60,['Ray Stevens'],['/wiki/Ray_Stevens'],1957–present
61,['Bobby Darin'],['/wiki/Bobby_Darin'],1956–1973
62,['Gene Pitney'],['/wiki/Gene_Pitney'],1958–2006
63,['The Duprees'],['/wiki/The_Duprees'],
64,['Roy Orbison'],['/wiki/Roy_Orbison'],1953–1988
65,['Joe Henderson'],['/wiki/Joe_Henderson_(gospel_singer)'],
66,['Dion'],['/wiki/Dion_DiMucci'],1957–present
67,['Chris Montez'],['/wiki/Chris_Montez'],1962–present
68,['Johnny Crawford'],['/wiki/Johnny_Crawford'],1955–1999 2019
69,['Mary Wells'],['/wiki/Mary_Wells'],1960–1990
70,['Barbara Lynn'],['/wiki/Barbara_Lynn'],1962–present
71,['The Crystals'],['/wiki/The_Crystals'],1960
72,['Brenda Lee'],['/wiki/Brenda_Lee'],1951–present
73,['Dickey Lee'],['/wiki/Dickey_Lee'],1957–present
74,['Jimmy Clanton'],['/wiki/Jimmy_Clanton'],1956–present
75,['Paul Anka'],['/wiki/Paul_Anka'],1955–present
76,['Rick Nelson'],['/wiki/Ricky_Nelson'],1949–1985
77,['Patsy Cline'],['/wiki/Patsy_Cline'],1948–1963
78,['Larry Finnegan'],['/wiki/Larry_Finnegan'],
79,['James Darren'],['/wiki/James_Darren'],1956–present
80,['Walter Brennan'],['/wiki/Walter_Brennan'],1925–1972
81,['Burl Ives'],['/wiki/Burl_Ives'],1929–1993
82,['Billy Vaughn'],['/wiki/Billy_Vaughn'],1952–1972
83,['Dick and Dee Dee'],['/wiki/Dick_and_Dee_Dee'],1960–1969
84,['Jimmy Dean'],['/wiki/Jimmy_Dean'],1953–2010
85,['Dion'],['/wiki/Dion_DiMucci'],1957–present
86,['Billy Joe and the Checkmates'],['/wiki/Lew_Bedell'],
87,['Gary U.S. Bonds'],['/wiki/Gary_U.S._Bonds'],1956–present
88,['Jimmy Soul'],['/wiki/Jimmy_Soul'],
89,['Dee Dee Sharp'],['/wiki/Dee_Dee_Sharp'],1961–present
90,['Jimmy Smith'],['/wiki/Jimmy_Smith_(musician)'],1956–2005
91,['King Curtis'],['/wiki/King_Curtis'],1950–1971
92,['Bobby Rydell'],['/wiki/Bobby_Rydell'],1950–2022
93,['The Ikettes'],['/wiki/The_Ikettes'],1960–1976 1988
94,['The Kingston Trio'],['/wiki/The_Kingston_Trio'],1957
95,['Eddie Hodges'],['/wiki/Eddie_Hodges'],1953–1969
96,['Gene Pitney'],['/wiki/Gene_Pitney'],1958–2006
97,"['Peter, Paul and Mary']","['/wiki/Peter,_Paul_and_Mary']",1961 1961 1970 1970 1978 1978 2009 2009
98,['Ronnie & the Hi-Lites'],['/wiki/Ronnie_%26_the_Hi-Lites'],
99,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961–present
