,band_singer,singer_url,active_years
0,"['Lil Nas X', 'Billy Ray Cyrus']","['/wiki/Lil_Nas_X', '/wiki/Billy_Ray_Cyrus']",2015–present 1989–present
1,"['Post Malone', 'Swae Lee']","['/wiki/Post_Malone', '/wiki/Swae_Lee']",2011–present 2010–present
2,['Halsey'],['/wiki/Halsey_(singer)'],2012–present
3,['Billie Eilish'],['/wiki/Billie_Eilish'],2015–present
4,['Post Malone'],['/wiki/Post_Malone'],2011–present
5,"['Marshmello', 'Bastille']","['/wiki/Marshmello', '/wiki/Bastille_(band)']",2015–present 2010–present
6,['Ariana Grande'],['/wiki/Ariana_Grande'],2008–present
7,['Khalid'],['/wiki/Khalid_(singer)'],2016–present
8,['Travis Scott'],['/wiki/Travis_Scott'],2008–present
9,['Jonas Brothers'],['/wiki/Jonas_Brothers'],2005
10,['Panic! at the Disco'],['/wiki/Panic!_at_the_Disco'],2004–2023
11,['Ariana Grande'],['/wiki/Ariana_Grande'],2008–present
12,['Lizzo'],['/wiki/Lizzo'],2011–present
13,"['Sam Smith', 'Normani']","['/wiki/Sam_Smith', '/wiki/Normani']",2008–present 2012–present
14,"['Shawn Mendes', 'Camila Cabello']","['/wiki/Shawn_Mendes', '/wiki/Camila_Cabello']",2013–present 2012–present
15,"['Ed Sheeran', 'Justin Bieber']","['/wiki/Ed_Sheeran', '/wiki/Justin_Bieber']",2004–present 2007–present
16,"['Benny Blanco', 'Halsey', 'Khalid']","['/wiki/Benny_Blanco', '/wiki/Halsey_(singer)', '/wiki/Khalid_(singer)']",2007–present 2012–present 2016–present
17,"['Meek Mill', 'Drake']","['/wiki/Meek_Mill', '/wiki/Drake_(musician)']",2003–present 2001–present
18,"['Lady Gaga', 'Bradley Cooper']","['/wiki/Lady_Gaga', '/wiki/Bradley_Cooper']",2001–present 1999–present
19,['Khalid'],['/wiki/Khalid_(singer)'],2016–present
20,"['Chris Brown', 'Drake']","['/wiki/Chris_Brown', '/wiki/Drake_(musician)']",2002–present 2001–present
21,"['Maroon 5', 'Cardi B']","['/wiki/Maroon_5', '/wiki/Cardi_B']",1994–present 2015–present
22,['Ava Max'],['/wiki/Ava_Max'],2013–present
23,['DaBaby'],['/wiki/DaBaby'],2014–present
24,['J. Cole'],['/wiki/J._Cole'],2007–present
25,"['Lil Baby', 'Gunna']","['/wiki/Lil_Baby', '/wiki/Gunna_(rapper)']",2015–present 2013–present
26,['Lewis Capaldi'],['/wiki/Lewis_Capaldi'],2013–present
27,['Lil Tecca'],['/wiki/Lil_Tecca'],2017–present
28,['Shawn Mendes'],['/wiki/Shawn_Mendes'],2013–present
29,"['Post Malone', 'Young Thug']","['/wiki/Post_Malone', '/wiki/Young_Thug']",2011–present 2010–present
30,"['Kodak Black', 'Travis Scott', 'Offset']","['/wiki/Kodak_Black', '/wiki/Travis_Scott', '/wiki/Offset_(rapper)']",2009–present 2008–present 2002–present
31,['Post Malone'],['/wiki/Post_Malone'],2011–present
32,['5 Seconds of Summer'],['/wiki/5_Seconds_of_Summer'],2011–present
33,"['Drake', 'Rick Ross']","['/wiki/Drake_(musician)', '/wiki/Rick_Ross']",2001–present 2000–present
34,['Dan + Shay'],['/wiki/Dan_%2B_Shay'],2013–present
35,['Ariana Grande'],['/wiki/Ariana_Grande'],2008–present
36,"['Cardi B', 'Bruno Mars']","['/wiki/Cardi_B', '/wiki/Bruno_Mars']",2015–present 2004–present
37,['Cardi B'],['/wiki/Cardi_B'],2015–present
38,['Taylor Swift'],['/wiki/Taylor_Swift'],2004–present
39,['Lil Nas X'],['/wiki/Lil_Nas_X'],2015–present
40,['A Boogie wit da Hoodie'],['/wiki/A_Boogie_wit_da_Hoodie'],2015–present
41,['21 Savage'],['/wiki/21_Savage'],2013–present
42,"['Taylor Swift', 'Brendon Urie']","['/wiki/Taylor_Swift', '/wiki/Brendon_Urie']",2004–present 2004–present
43,"['Bad Bunny', 'Drake']","['/wiki/Bad_Bunny', '/wiki/Drake_(musician)']",2013–present 2001–present
44,"['Polo G', 'Lil Tjay']","['/wiki/Polo_G', '/wiki/Lil_Tjay']",2017–present 2016–present
45,['Luke Combs'],['/wiki/Luke_Combs'],2014–present
46,['Blueface'],['/wiki/Blueface'],2017–present
47,['Juice Wrld'],['/wiki/Juice_Wrld'],2015–2019
48,['Sheck Wes'],['/wiki/Sheck_Wes'],2017–present
49,"['Ed Sheeran', 'Khalid']","['/wiki/Ed_Sheeran', '/wiki/Khalid_(singer)']",2004–present 2016–present
50,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']","['/wiki/Gucci_Mane', '/wiki/Bruno_Mars', '/wiki/Kodak_Black']",2001–present 2004–present 2009–present
51,['Morgan Wallen'],['/wiki/Morgan_Wallen'],2014–present
52,['Blake Shelton'],['/wiki/Blake_Shelton'],2001–present
53,['Dean Lewis'],['/wiki/Dean_Lewis'],2016–present
54,"['Mustard', 'Migos']","['/wiki/Mustard_(record_producer)', '/wiki/Migos']",2009–present 2008–present
55,['Blanco Brown'],['/wiki/Blanco_Brown'],2015–present
56,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']","['/wiki/DJ_Snake', '/wiki/Selena_Gomez', '/wiki/Ozuna', '/wiki/Cardi_B']",2000–present 2002–present 2012–present 2015–present
57,"['Ellie Goulding', 'Diplo', 'Swae Lee']","['/wiki/Ellie_Goulding', '/wiki/Diplo', '/wiki/Swae_Lee']",2009–present 1997–present 2010–present
58,['Calboy'],['/wiki/Calboy'],2014-present
59,['Lauren Daigle'],['/wiki/Lauren_Daigle'],2010–present
60,['Panic! at the Disco'],['/wiki/Panic!_at_the_Disco'],2004–2023
61,['Post Malone'],['/wiki/Post_Malone'],2011–present
62,['Luke Combs'],['/wiki/Luke_Combs'],2014–present
63,"['Young Thug', 'J. Cole', 'Travis Scott']","['/wiki/Young_Thug', '/wiki/J._Cole', '/wiki/Travis_Scott']",2010–present 2007–present 2008–present
64,"['Daddy Yankee', 'Katy Perry', 'Snow']","['/wiki/Daddy_Yankee', '/wiki/Katy_Perry', '/wiki/Snow_(musician)']",1994–2023 2001–present 1989–present
65,['YNW Melly'],['/wiki/YNW_Melly'],2016–2019
66,['Billie Eilish'],['/wiki/Billie_Eilish'],2015–present
67,['City Girls'],['/wiki/City_Girls'],2017–present
68,"['Cardi B', 'Bad Bunny', 'J Balvin']","['/wiki/Cardi_B', '/wiki/Bad_Bunny', '/wiki/J_Balvin']",2015–present 2013–present 2004–present
69,['Shaed'],['/wiki/Shaed'],2011–present
70,['Flipp Dinero'],['/wiki/Flipp_Dinero'],2016–present
71,['Ariana Grande'],['/wiki/Ariana_Grande'],2008–present
72,['Billie Eilish'],['/wiki/Billie_Eilish'],2015–present
73,['Lil Baby'],['/wiki/Lil_Baby'],2015–present
74,['Pinkfong'],['/wiki/Pinkfong'],
75,['Saweetie'],['/wiki/Saweetie'],2014–present
76,['YK Osiris'],['/wiki/YK_Osiris'],2017–present
77,['Jonas Brothers'],['/wiki/Jonas_Brothers'],2005
78,['Luke Bryan'],['/wiki/Luke_Bryan'],1996–present
79,['Ella Mai'],['/wiki/Ella_Mai'],2014–present
80,['Lee Brice'],['/wiki/Lee_Brice'],2007–present
81,"['A Boogie wit da Hoodie', '6ix9ine']","['/wiki/A_Boogie_wit_da_Hoodie', '/wiki/6ix9ine']",2015–present 2012–2018 2020–present
82,['Sam Smith'],['/wiki/Sam_Smith_(singer)'],2008–present
83,"['Lil Baby', 'DaBaby']","['/wiki/Lil_Baby', '/wiki/DaBaby']",2015–present 2014–present
84,['Thomas Rhett'],['/wiki/Thomas_Rhett'],2010–present
85,['Kane Brown'],['/wiki/Kane_Brown'],2014–present
86,"['Offset', 'Cardi B']","['/wiki/Offset_(rapper)', '/wiki/Cardi_B']",2002–present 2015–present
87,"['Khalid', 'Normani']","['/wiki/Khalid_(singer)', '/wiki/Normani']",2016–present 2012–present
88,"['Marshmello', 'Kane Brown']","['/wiki/Marshmello', '/wiki/Kane_Brown']",2015–present 2014–present
89,"['Megan Thee Stallion', 'DaBaby']","['/wiki/Megan_Thee_Stallion', '/wiki/DaBaby']",2016–present 2014–present
90,['Dan + Shay'],['/wiki/Dan_%2B_Shay'],2013–present
91,['NLE Choppa'],['/wiki/NLE_Choppa'],2018–present
92,"['Megan Thee Stallion', 'Nicki Minaj', 'Ty Dolla Sign']","['/wiki/Megan_Thee_Stallion', '/wiki/Nicki_Minaj', '/wiki/Ty_Dolla_Sign']",2016–present 2004–present 2004–present
93,['Florida Georgia Line'],['/wiki/Florida_Georgia_Line'],2010
94,"['Bazzi', 'Camila Cabello']","['/wiki/Bazzi_(singer)', '/wiki/Camila_Cabello']",2013–present 2012–present
95,['Chase Rice'],['/wiki/Chase_Rice'],2010–present
96,['Dan + Shay'],['/wiki/Dan_%2B_Shay'],2013–present
97,"['Ariana Grande', 'Social House']","['/wiki/Ariana_Grande', '/wiki/Social_House']",2008–present 2015–present 2015–present
98,['Pink'],['/wiki/Pink_(singer)'],1995–present
99,['Juice Wrld'],['/wiki/Juice_Wrld'],2015–2019
