,band_singer,singer_url,active_years
65,['Bobby Darin'],['/wiki/Bobby_Darin'],
66,['The Marvelettes'],['/wiki/The_Marvelettes'],1960 1971
67,['Neil Diamond'],['/wiki/Neil_Diamond'],
68,['Dionne Warwick'],['/wiki/Dionne_Warwick'],
69,['Lou Rawls'],['/wiki/Lou_Rawls'],
70,['The Shadows of Knight'],['/wiki/The_Shadows_of_Knight'],1964 2022
71,['The Supremes'],['/wiki/The_Supremes'],1959–1977 1983 2000
72,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961
73,['Bob Dylan'],['/wiki/Bob_Dylan'],
74,['The Sandpipers'],['/wiki/The_Sandpipers'],1966 1975
75,['James & Bobby Purify'],['/wiki/James_%26_Bobby_Purify'],1965 1971 1974 1980
76,['Wilson Pickett'],['/wiki/Wilson_Pickett'],1955 2006
77,['The Shades of Blue'],['/wiki/The_Shades_of_Blue'],
78,['Peter and Gordon'],['/wiki/Peter_and_Gordon'],1962 1968 2005 2009
79,['The Turtles'],['/wiki/The_Turtles'],"1965–19701983–present (""featuring Flo & Eddie"")"
80,['The Chiffons'],['/wiki/The_Chiffons'],1960
81,['The Vogues'],['/wiki/The_Vogues'],1963
82,['Los Bravos'],['/wiki/Los_Bravos'],1965 1971 1970
83,['The Beatles'],['/wiki/The_Beatles'],1960 1970
84,"[""Herman's Hermits""]",['/wiki/Herman%27s_Hermits'],1964
85,['Slim Harpo'],['/wiki/Slim_Harpo'],1950 1970
86,['Gary Lewis & The Playboys'],['/wiki/Gary_Lewis_%26_The_Playboys'],1964 1970
87,['Chris Montez'],['/wiki/Chris_Montez'],1962
88,['Bobby Fuller Four'],['/wiki/Bobby_Fuller'],1958 1966
89,['The Beatles'],['/wiki/The_Beatles'],1960 1970
90,['Paul Revere & the Raiders'],['/wiki/Paul_Revere_%26_the_Raiders'],1958 1976 1978 2014
91,['Herb Alpert and the Tijuana Brass'],['/wiki/Herb_Alpert_and_the_Tijuana_Brass'],1956
92,['The Yardbirds'],['/wiki/The_Yardbirds'],1963–1968 1992–present
93,['The Association'],['/wiki/The_Association'],1965 1978 1979
94,['Wilson Pickett'],['/wiki/Wilson_Pickett'],1955 2006
95,['Mitch Ryder & the Detroit Wheels'],['/wiki/Mitch_Ryder'],1962
96,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961
97,['The Isley Brothers'],['/wiki/The_Isley_Brothers'],1954
98,['Gary Lewis & The Playboys'],['/wiki/Gary_Lewis_%26_The_Playboys'],1964 1970
99,['The Kinks'],['/wiki/The_Kinks'],1963–1996
