,band_singer,singer_url,active_years
29,['Peter and Gordon'],['/wiki/Peter_and_Gordon'],1962–1968 2005–2009
30,['The Honeycombs'],['/wiki/The_Honeycombs'],1963
31,['The Serendipity Singers'],['/wiki/The_Serendipity_Singers'],
32,['The Supremes'],['/wiki/The_Supremes'],1959
33,"['Betty Everett', 'Jerry Butler']","['/wiki/Betty_Everett', '/wiki/Jerry_Butler']",1957–2000 1958–present 1985–2018
34,['Dusty Springfield'],['/wiki/Dusty_Springfield'],1958–1995
35,['Lesley Gore'],['/wiki/Lesley_Gore'],1963–2014
36,['Dionne Warwick'],['/wiki/Dionne_Warwick'],1955–present
37,['The Animals'],['/wiki/The_Animals'],1963
38,['Ronny & the Daytonas'],['/wiki/Ronny_%26_the_Daytonas'],1964–1967 1980 1995 2000 2002 2015
39,['The Beatles'],['/wiki/The_Beatles'],1960–1970
40,['Johnny Rivers'],['/wiki/Johnny_Rivers'],1956–present
41,['Danny Williams'],['/wiki/Danny_Williams_(singer)'],1959–2005
42,['The Rip Chords'],['/wiki/Bruce_%26_Terry'],1963–1965
43,['Betty Everett'],['/wiki/Betty_Everett'],1957–2000
44,['The Dave Clark Five'],['/wiki/The_Dave_Clark_Five'],1958–1973
45,['Millie Small'],['/wiki/Millie_Small'],1962–1972
46,['Major Lance'],['/wiki/Major_Lance'],1959–1994
47,['Jan and Dean'],['/wiki/Jan_and_Dean'],1958–1968 1973 1976–2004
48,['Gerry and the Pacemakers'],['/wiki/Gerry_and_the_Pacemakers'],1956–1966 1972–present
49,['Chad & Jeremy'],['/wiki/Chad_%26_Jeremy'],1962 1983 2003–2016
50,"['Stan Getz', 'Astrud Gilberto']","['/wiki/Stan_Getz', '/wiki/Astrud_Gilberto']",1943–1991 1963–present
51,['The Beatles'],['/wiki/The_Beatles'],1960–1970
52,['The Shangri-Las'],['/wiki/The_Shangri-Las'],1963–1968 1977 1989
53,['Bobby Freeman'],['/wiki/Bobby_Freeman'],1956–2016
54,['The Beatles'],['/wiki/The_Beatles'],1960–1970
55,['The Impressions'],['/wiki/The_Impressions'],1958–2018
56,['Four Tops'],['/wiki/Four_Tops'],1953–present
57,['Diane Renay'],['/wiki/Diane_Renay'],
58,['The Bachelors'],['/wiki/The_Bachelors'],1957–present
59,['The Marketts'],['/wiki/The_Marketts'],
60,['The Hondells'],['/wiki/The_Hondells'],1964–1970
61,['Roger Miller'],['/wiki/Roger_Miller'],1957–1992
62,['Bobby Goldsboro'],['/wiki/Bobby_Goldsboro'],1962–present
63,['The Dave Clark Five'],['/wiki/The_Dave_Clark_Five'],1958–1973
64,['The Reflections'],['/wiki/The_Reflections_(Detroit_band)'],
65,['Rick Nelson'],['/wiki/Rick_Nelson'],1949–1985
66,['The New Christy Minstrels'],['/wiki/The_New_Christy_Minstrels'],1961–1971 1976–present
67,['The Dave Clark Five'],['/wiki/The_Dave_Clark_Five'],1958–1973
68,['The Shangri-Las'],['/wiki/The_Shangri-Las'],1963–1968 1977 1989
69,['Joe Hinton'],['/wiki/Joe_Hinton'],1968
70,['The Temptations'],['/wiki/The_Temptations'],1960–present
71,['Dionne Warwick'],['/wiki/Dionne_Warwick'],1955–present
72,['Al Martino'],['/wiki/Al_Martino'],1948–2009
73,['Roy Orbison'],['/wiki/Roy_Orbison'],1953–1988
74,['The Four Seasons'],['/wiki/The_Four_Seasons_(band)'],1960–1977 1979–present
75,['The Trashmen'],['/wiki/The_Trashmen'],1962–1967 1982–2016
76,['The Tams'],['/wiki/The_Tams'],1960–present
77,['Dean Martin'],['/wiki/Dean_Martin'],1932–1995
78,['The Kinks'],['/wiki/The_Kinks'],1963–1996
79,['Sammy Davis Jr.'],['/wiki/Sammy_Davis_Jr.'],1928–1990
80,['The Impressions'],['/wiki/The_Impressions'],1958–2018
81,['The Jelly Beans'],['/wiki/The_Jelly_Beans'],
82,['Roger Miller'],['/wiki/Roger_Miller'],1957–1992
83,['Al Hirt'],['/wiki/Al_Hirt'],
84,['Nancy Wilson'],['/wiki/Nancy_Wilson_(jazz_singer)'],1956–2011
85,['The Kingsmen'],['/wiki/The_Kingsmen'],1959–present
86,['The Searchers'],['/wiki/The_Searchers_(band)'],1959–2019 2023
87,['Tommy Tucker'],['/wiki/Tommy_Tucker_(singer)'],
88,['Gerry and the Pacemakers'],['/wiki/Gerry_and_the_Pacemakers'],1956–1966 1972–present
89,['The Ventures'],['/wiki/The_Ventures'],1958–present
90,['The Dave Clark Five'],['/wiki/The_Dave_Clark_Five'],1958–1973
91,['Robert Maxwell'],['/wiki/Robert_Maxwell_(songwriter)'],
92,"[""Jumpin' Gene Simmons""]",['/wiki/Jumpin%27_Gene_Simmons'],1956–2006
93,['Jimmy Hughes'],['/wiki/Jimmy_Hughes_(singer)'],1962–1970
94,['The Beatles'],['/wiki/The_Beatles'],1960–1970
95,['Andy Williams'],['/wiki/Andy_Williams'],1938–2012
96,"['Billy J. Kramer', 'The Dakotas']","['/wiki/Billy_J._Kramer', '/wiki/The_Dakotas_(band)']",1963–present 1962–present
97,['Bobby Vinton'],['/wiki/Bobby_Vinton'],1958–2015
98,['The Kingsmen'],['/wiki/The_Kingsmen'],1959–present
99,['The Searchers'],['/wiki/The_Searchers_(band)'],1959–2019 2023
