,band_singer,singer_url,active_years
0,['Next'],['/wiki/Next_(American_group)'],1992
1,"['Brandy', 'Monica']","['/wiki/Brandy_Norwood', '/wiki/Monica_(entertainer)']",
2,['Shania Twain'],['/wiki/Shania_Twain'],
3,['Savage Garden'],['/wiki/Savage_Garden'],1993 1993 2001 2001
4,['LeAnn Rimes'],['/wiki/LeAnn_Rimes'],1990
5,['Janet'],['/wiki/Janet_Jackson'],
6,['K-Ci & JoJo'],['/wiki/K-Ci_%26_JoJo'],1996
7,['Elton John'],['/wiki/Elton_John'],
8,['Usher'],['/wiki/Usher_(musician)'],
9,['Paula Cole'],['/wiki/Paula_Cole'],1992
10,['Third Eye Blind'],['/wiki/Third_Eye_Blind'],1993
11,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990 2006
12,['Celine Dion'],['/wiki/Celine_Dion'],
13,['Will Smith'],['/wiki/Will_Smith'],
14,['Usher'],['/wiki/Usher_(musician)'],
15,['Usher'],['/wiki/Usher_(musician)'],
16,['Mariah Carey'],['/wiki/Mariah_Carey'],
17,['Monica'],['/wiki/Monica_(entertainer)'],
18,"['Puff Daddy', 'The Notorious B.I.G.', 'Mase']","['/wiki/Sean_Combs', '/wiki/The_Notorious_B.I.G.', '/wiki/Mase']",1993 1999 2003 2006 2009
19,['Sarah McLachlan'],['/wiki/Sarah_McLachlan'],1987
20,['Jennifer Paige'],['/wiki/Jennifer_Paige'],1995
21,['Backstreet Boys'],['/wiki/Backstreet_Boys'],1993
22,['Aerosmith'],['/wiki/Aerosmith'],1970
23,['Public Announcement'],['/wiki/Public_Announcement'],1991
24,['Faith Hill'],['/wiki/Faith_Hill'],
25,['Uncle Sam'],['/wiki/Uncle_Sam_(singer)'],
26,"['Montell Jordan', 'Master P', 'Silkk the Shocker']","['/wiki/Montell_Jordan', '/wiki/Master_P', '/wiki/Silkk_the_Shocker']",1991 1989
27,['Marcy Playground'],['/wiki/Marcy_Playground'],1994
28,['Robyn'],['/wiki/Robyn'],
29,['Boyz II Men'],['/wiki/Boyz_II_Men'],1985
30,"['Mase', 'Total']","['/wiki/Mase', '/wiki/Total_(group)']",1993 1999 2003 2006 2009 1994 2001 2014
31,['Madonna'],['/wiki/Madonna'],
32,['Wyclef Jean'],['/wiki/Wyclef_Jean'],
33,['LSG'],['/wiki/LSG_(band)'],1996 2003 2013
34,['Chumbawamba'],['/wiki/Chumbawamba'],1982 2012
35,['Lord Tariq and Peter Gunz'],['/wiki/Lord_Tariq_and_Peter_Gunz'],1996 1999
36,"[""'N Sync""]",['/wiki/%27N_Sync'],1995 2002
37,['Five'],['/wiki/Five_(band)'],1997–2001 2006–2007 2013–present
38,['Jon B.'],['/wiki/Jon_B.'],1994
39,"['Master P', 'Fiend', 'Silkk the Shocker', 'Mia X', 'Mystikal']","['/wiki/Master_P', '/wiki/Fiend_(rapper)', '/wiki/Silkk_the_Shocker', '/wiki/Mia_X', '/wiki/Mystikal']",1994 1989 1984 1999 2008 1991–2004 2010–present
40,"['Nicole', 'Missy Elliott']","['/wiki/Nicole_Wray', '/wiki/Missy_Elliott']",1997
41,['All Saints'],['/wiki/All_Saints_(group)'],1993–2001 2006–2008 2013–present
42,"['Janet', 'Blackstreet']","['/wiki/Janet_Jackson', '/wiki/Blackstreet']",1991 2003 2014
43,['Mase'],['/wiki/Mase'],1993 1999 2003 2006 2009
44,['Voices of Theory'],['/wiki/Voices_of_Theory'],1990
45,['Billie Myers'],['/wiki/Billie_Myers'],1997
46,"['Puff Daddy', 'Jimmy Page']","['/wiki/Sean_Combs', '/wiki/Jimmy_Page']",
47,['Sylk-E. Fyne'],['/wiki/Sylk-E._Fyne'],1994
48,"['Mýa', 'Sisqo']","['/wiki/M%C3%BDa', '/wiki/Sisqo']",1996 1995
49,['Hanson'],['/wiki/Hanson_(band)'],1992
50,['Barenaked Ladies'],['/wiki/Barenaked_Ladies'],1988
51,['K. P. & Envyi'],['/wiki/K._P._%26_Envyi'],
