,band_singer,singer_url,active_years
52,['Xscape'],['/wiki/Xscape_(band)'],1991–1998 2001–2006 2017–present
53,"[""Somethin' for the People"", 'Trina & Tamara']","['/wiki/Somethin%27_for_the_People', '/wiki/Trina_%26_Tamara']",1990 2000 1990
54,['Tatyana Ali'],['/wiki/Tatyana_Ali'],
55,['Dru Hill'],['/wiki/Dru_Hill'],1992
56,['Third Eye Blind'],['/wiki/Third_Eye_Blind'],1993
57,['Lisa Loeb'],['/wiki/Lisa_Loeb'],1989
58,"['Mase', 'Puff Daddy']","['/wiki/Mase', '/wiki/Sean_Combs']",1993 1999 2003 2006 2009
59,['LeAnn Rimes'],['/wiki/LeAnn_Rimes'],1990
60,['Divine'],['/wiki/Divine_(band)'],1996 2000
61,['Backstreet Boys'],['/wiki/Backstreet_Boys'],1993
62,['Next'],['/wiki/Next_(American_group)'],1992
63,['INOJ'],['/wiki/INOJ'],1996
64,['Jimmy Ray'],['/wiki/Jimmy_Ray'],1994
65,['Ace of Base'],['/wiki/Ace_of_Base'],1987
66,"['Master P', 'Sons of Funk']","['/wiki/Master_P', '/wiki/Sons_of_Funk']",1997 1999 2014
67,"['Puff Daddy', 'The Notorious B.I.G.', 'Busta Rhymes']","['/wiki/Sean_Combs', '/wiki/The_Notorious_B.I.G.', '/wiki/Busta_Rhymes']",1994 2014
68,['Spice Girls'],['/wiki/Spice_Girls'],1994–2000 2007–2008 2012 2018–present
69,"['Pras Michel', ""Ol' Dirty Bastard"", 'Mýa']","['/wiki/Pras', '/wiki/Ol%27_Dirty_Bastard', '/wiki/M%C3%BDa']",1989 1996
70,"['Dru Hill', 'Redman']","['/wiki/Dru_Hill', '/wiki/Redman_(rapper)']",1992 1989
71,['Kelly Price'],['/wiki/Kelly_Price'],1992
72,['Busta Rhymes'],['/wiki/Busta_Rhymes'],1994 2014
73,['Edwin McCain'],['/wiki/Edwin_McCain'],1991
74,['Madonna'],['/wiki/Madonna'],
75,['Sister Hazel'],['/wiki/Sister_Hazel'],1993
76,['Monifah'],['/wiki/Monifah'],1995
77,"['The Lox', 'DMX', ""Lil' Kim""]","['/wiki/The_Lox', '/wiki/DMX_(rapper)', '/wiki/Lil%27_Kim']",1994
78,['The Verve'],['/wiki/The_Verve'],1990–1995 1996–1999 2007–2009
79,['Busta Rhymes'],['/wiki/Busta_Rhymes'],1994 2014
80,['Spice Girls'],['/wiki/Spice_Girls'],1994–2000 2007–2008 2012 2018–present
81,['98 Degrees'],['/wiki/98_Degrees'],"1996–2002, 2012–present"
82,['Loreena McKennitt'],['/wiki/Loreena_McKennitt'],1985 1998 2006
83,"['Allure', '112']","['/wiki/Allure_(group)', '/wiki/112_(band)']",1996 1993 1993
84,"['Big Punisher', 'Joe']","['/wiki/Big_Pun', '/wiki/Joe_(singer)']",1992 2000 1992
85,['Aaliyah'],['/wiki/Aaliyah'],
86,['Jewel'],['/wiki/Jewel_(singer)'],
87,['INOJ'],['/wiki/INOJ'],1996
88,['2Pac'],['/wiki/Tupac_Shakur'],
89,"['Luke', 'No Good But So Good']","['/wiki/Luther_Campbell', '/wiki/No_Good_But_So_Good']",1992 2005
90,['Nu Flavor'],['/wiki/Nu_Flavor'],1994
91,"['JD', 'Da Brat']","['/wiki/Jermaine_Dupri', '/wiki/Da_Brat']",
92,"['Missy Elliott', 'Da Brat']","['/wiki/Missy_Elliott', '/wiki/Da_Brat']",
93,['Next'],['/wiki/Next_(American_group)'],1992
94,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
95,['Boyz II Men'],['/wiki/Boyz_II_Men'],1985
96,['LL Cool J'],['/wiki/LL_Cool_J'],
97,['Gerald Levert'],['/wiki/Gerald_Levert'],1983 2006
98,['Deborah Cox'],['/wiki/Deborah_Cox'],1987
99,['TQ'],['/wiki/TQ_(singer)'],1990
