,band_singer,singer_url,active_years
0,['Barbra Streisand'],['/wiki/Barbra_Streisand'],1960
1,['Terry Jacks'],['/wiki/Terry_Jacks'],1962
2,['Love Unlimited Orchestra'],['/wiki/Love_Unlimited_Orchestra'],1972 1983
3,['Redbone'],['/wiki/Redbone_(band)'],1969 1977 1997
4,['The Jackson 5'],['/wiki/The_Jackson_5'],1964 1989 2001 2012
5,['Grand Funk Railroad'],['/wiki/Grand_Funk_Railroad'],1969–1976 1981–1983 1996–1998 2000–present
6,['MFSB'],['/wiki/MFSB'],1971 1985
7,['Ray Stevens'],['/wiki/Ray_Stevens'],1957
8,['Elton John'],['/wiki/Elton_John'],
9,['Mac Davis'],['/wiki/Mac_Davis'],1962 2020
10,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
11,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
12,['Maria Muldaur'],['/wiki/Maria_Muldaur'],1963
13,['The Stylistics'],['/wiki/The_Stylistics'],1968
14,['Al Wilson'],['/wiki/Al_Wilson_(singer)'],1966 2008
15,['Jim Stafford'],['/wiki/Jim_Stafford'],1974
16,['David Essex'],['/wiki/David_Essex'],1963
17,['John Denver'],['/wiki/John_Denver'],
18,['Blue Magic'],['/wiki/Blue_Magic_(band)'],1972
19,['Blue Swede'],['/wiki/Blue_Swede'],1973 1979
20,['Bo Donaldson and The Heywoods'],['/wiki/Bo_Donaldson_and_The_Heywoods'],1965 1980 1996
21,['Paul McCartney and Wings'],['/wiki/Paul_McCartney_and_Wings'],1971 1981
22,['Charlie Rich'],['/wiki/Charlie_Rich'],1958 1995
23,['Jim Croce'],['/wiki/Jim_Croce'],1964 1973
24,['John Denver'],['/wiki/John_Denver'],
25,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],
26,['Gordon Lightfoot'],['/wiki/Gordon_Lightfoot'],1958 2023
27,['Paul Anka'],['/wiki/Paul_Anka'],
28,['Andy Kim'],['/wiki/Andy_Kim_(singer)'],1963
29,['Eddie Kendricks'],['/wiki/Eddie_Kendricks'],1955 1992
30,['Ringo Starr'],['/wiki/Ringo_Starr'],
31,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],
32,['Cher'],['/wiki/Cher'],
33,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952 1989
34,['Roberta Flack'],['/wiki/Roberta_Flack'],1968 2022
35,['The Main Ingredient'],['/wiki/The_Main_Ingredient_(band)'],1964 1977 1979 1981 1986 1991 1999 2020
36,['Billy Preston'],['/wiki/Billy_Preston'],1956 2005
37,['George McCrae'],['/wiki/George_McCrae'],1963
38,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
39,['Steve Miller Band'],['/wiki/Steve_Miller_Band'],1966
40,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952 1989
41,['Three Dog Night'],['/wiki/Three_Dog_Night'],1967 1976 1981
42,['The Hues Corporation'],['/wiki/The_Hues_Corporation'],1969 1980 1990
43,['Brownsville Station'],['/wiki/Brownsville_Station_(band)'],1969 1979 2012
44,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
45,"['Dionne Warwick', 'The Spinners']","['/wiki/Dionne_Warwick', '/wiki/The_Spinners_(American_band)']",1954
46,['Paper Lace'],['/wiki/Paper_Lace'],1967
47,['Marvin Hamlisch'],['/wiki/Marvin_Hamlisch'],1965 2012
48,['ABBA'],['/wiki/ABBA'],1972–1982 2016–present
49,['The Hollies'],['/wiki/The_Hollies'],1962 1962
50,['Steely Dan'],['/wiki/Steely_Dan'],1971 1981 1993
51,"['Carly Simon', 'James Taylor']","['/wiki/Carly_Simon', '/wiki/James_Taylor']",
52,['Joni Mitchell'],['/wiki/Joni_Mitchell'],1964–2002 2006–2007 2013 2022–present
53,['Anne Murray'],['/wiki/Anne_Murray'],1967 2008
54,['Barry White'],['/wiki/Barry_White'],1958 2003
55,"['Rufus', 'Chaka Khan']","['/wiki/Rufus_(band)', '/wiki/Chaka_Khan']",1970 1983 2008 1970
56,['Helen Reddy'],['/wiki/Helen_Reddy'],
57,['The Righteous Brothers'],['/wiki/The_Righteous_Brothers'],1962 1971 1974 1976 1981 2003 2016
58,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
59,['William DeVaughn'],['/wiki/William_DeVaughn'],1972
60,['Johnny Bristol'],['/wiki/Johnny_Bristol'],1959 1993
61,['Mocedades'],['/wiki/Mocedades'],1969
62,['Bachman-Turner Overdrive'],['/wiki/Bachman-Turner_Overdrive'],1973 1980 1983 2005 2009 2018
63,['Golden Earring'],['/wiki/Golden_Earring'],1961 2021
64,['Dave Loggins'],['/wiki/Dave_Loggins'],
65,['Wet Willie'],['/wiki/Wet_Willie'],1970 1970 1980 1990
66,['Bobby Womack'],['/wiki/Bobby_Womack'],1952 2014
67,"[""The O'Jays""]",['/wiki/The_O%27Jays'],1958
68,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952 1989
69,['Cat Stevens'],['/wiki/Cat_Stevens'],1965–1980 (as Cat Stevens) 1995–present (as Yusuf Islam or Yusuf) 2017–present (as Yusuf / Cat Stevens)
70,['Helen Reddy'],['/wiki/Helen_Reddy'],
71,['Elton John'],['/wiki/Elton_John'],
72,['Chicago'],['/wiki/Chicago_(band)'],1967
73,['Ringo Starr'],['/wiki/Ringo_Starr'],
74,"[""The O'Jays""]",['/wiki/The_O%27Jays'],1958
75,['Eric Clapton'],['/wiki/Eric_Clapton'],
76,['Paul McCartney and Wings'],['/wiki/Paul_McCartney_and_Wings'],1971 1981
77,['Elton John'],['/wiki/Elton_John'],
78,['Mike Oldfield'],['/wiki/Mike_Oldfield'],1967 2018
79,['Anne Murray'],['/wiki/Anne_Murray'],1967 2008
80,"['Donny', 'Marie Osmond']","['/wiki/Donny_Osmond', '/wiki/Marie_Osmond']",1963
81,['Todd Rundgren'],['/wiki/Todd_Rundgren'],1966
82,['Tom T. Hall'],['/wiki/Tom_T._Hall'],1963 2011
83,"['The Guess Who', 'Wolfman Jack']","['/wiki/The_Guess_Who', '/wiki/Wolfman_Jack']",1965 (1965)–1975 (1975) 1977 (1977)–present
84,['Jim Croce'],['/wiki/Jim_Croce'],1964 1973
85,['Sister Janet Mead'],['/wiki/Sister_Janet_Mead'],
86,['Lamont Dozier'],['/wiki/Lamont_Dozier'],1962 2022
87,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
88,['Charlie Rich'],['/wiki/Charlie_Rich'],1958 1995
89,['Jim Stafford'],['/wiki/Jim_Stafford'],1974
90,['Paul McCartney and Wings'],['/wiki/Paul_McCartney_and_Wings'],1971 1981
91,"['Diana Ross', 'Marvin Gaye']","['/wiki/Diana_Ross', '/wiki/Marvin_Gaye']",
92,['Jim Stafford'],['/wiki/Jim_Stafford'],1974
93,['The First Class'],['/wiki/The_First_Class'],1974 1976
94,['War'],['/wiki/War_(American_band)'],1969
95,['The Stylistics'],['/wiki/The_Stylistics'],1968
96,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],
97,['Chicago'],['/wiki/Chicago_(band)'],1967
98,['Fancy'],['/wiki/Fancy_(band)'],1973 1975
99,['The Spinners'],['/wiki/The_Spinners_(American_band)'],1954
