,band_singer,singer_url,active_years
87,"['Big Sean', 'Drake', 'Kanye West']","['/wiki/Big_Sean', '/wiki/Drake_(musician)', '/wiki/Kanye_West']",2007–present 2001–present 1996–present
88,['George Ezra'],['/wiki/George_Ezra'],2013–present
89,['Sia'],['/wiki/Sia'],1995–present
90,['Kelly Clarkson'],['/wiki/Kelly_Clarkson'],2000–present
91,['Ed Sheeran'],['/wiki/Ed_Sheeran'],2004–present
92,['Ella Henderson'],['/wiki/Ella_Henderson'],2012–present
93,['Alessia Cara'],['/wiki/Alessia_Cara'],2014–present
94,['Mr Probz'],['/wiki/Mr_Probz'],1999–present
95,"['Nicky Jam', 'Enrique Iglesias']","['/wiki/Nicky_Jam', '/wiki/Enrique_Iglesias']",1995–present 1995–present
96,"['Ne-Yo', 'Juicy J']","['/wiki/Ne-Yo', '/wiki/Juicy_J']",1998–present 1987–present
97,['One Direction'],['/wiki/One_Direction'],2010–2016
98,['Drake'],['/wiki/Drake_(rapper)'],2001–present
99,"['Calvin Harris', 'Disciples']","['/wiki/Calvin_Harris', '/wiki/Disciples_(production_team)']",2002–present 2013–present
