,band_singer,singer_url,active_years
37,"['Tweet', 'Missy Elliott']","['/wiki/Tweet_(singer)', '/wiki/Missy_Elliott']",1992–present 1991–present
38,['Kelly Clarkson'],['/wiki/Kelly_Clarkson'],2000–present
39,"['Truth Hurts', 'Rakim']","['/wiki/Truth_Hurts_(singer)', '/wiki/Rakim']",1997–present
40,['Ashanti'],['/wiki/Ashanti_(singer)'],2001–present
41,['John Mayer'],['/wiki/John_Mayer'],1998–present
42,['Pink'],['/wiki/Pink_(singer)'],1995–present
43,"['Ja Rule', 'Ashanti', 'Charli Baltimore']","['/wiki/Ja_Rule', '/wiki/Ashanti_(singer)', '/wiki/Charli_Baltimore']",1994 1994 2001–present 1995–present
44,['Kylie Minogue'],['/wiki/Kylie_Minogue'],1979–present
45,['Five for Fighting'],['/wiki/Five_for_Fighting'],1988–present
46,['Eminem'],['/wiki/Eminem'],1988–present
47,['Musiq Soulchild'],['/wiki/Musiq_Soulchild'],1995–present
48,['Mr. Cheeks'],['/wiki/Mr._Cheeks'],1991–present
49,['Big Tymers'],['/wiki/Big_Tymers'],1997–2005 2018
50,['Alicia Keys'],['/wiki/Alicia_Keys'],1993–present
51,['Craig David'],['/wiki/Craig_David'],1997–present
52,"[""Cam'ron"", 'Juelz Santana', 'Freekey Zekey']","['/wiki/Cam%27ron', '/wiki/Juelz_Santana', '/wiki/Freekey_Zekey']",1993–present 1994–present 1996–present
53,['Missy Elliott'],['/wiki/Missy_Elliott'],1991–present
54,"['Ludacris', 'Mystikal', 'I-20']","['/wiki/Ludacris', '/wiki/Mystikal', '/wiki/I-20_(rapper)']",1998–present 1991–2004 2010–present 1996–present
55,['LeAnn Rimes'],['/wiki/LeAnn_Rimes'],1990–present
56,['Enrique Iglesias'],['/wiki/Enrique_Iglesias'],1995–present
57,['Aaliyah'],['/wiki/Aaliyah'],1989–2001
58,['No Doubt'],['/wiki/No_Doubt'],1986–2004 2008–2015
59,['Faith Evans'],['/wiki/Faith_Evans'],1994–present
60,['Daniel Bedingfield'],['/wiki/Daniel_Bedingfield'],2000–present
61,"['Busta Rhymes', 'P. Diddy', 'Pharrell']","['/wiki/Busta_Rhymes', '/wiki/Sean_Combs', '/wiki/Pharrell_Williams']",1986–present 1990–present 1990–present
62,['Eminem'],['/wiki/Eminem'],1988–present
63,['Michael Jackson'],['/wiki/Michael_Jackson'],1964–2009
64,['Brandy'],['/wiki/Brandy_Norwood'],1993–present
65,['Shakira'],['/wiki/Shakira'],1990–present
66,"['Mary J. Blige', 'Ja Rule']","['/wiki/Mary_J._Blige', '/wiki/Ja_Rule']",1988–present 1994 1994
67,['Ginuwine'],['/wiki/Ginuwine'],1991–present
68,"['Angie Martinez', ""Lil' Mo"", 'Sacario']","['/wiki/Angie_Martinez', '/wiki/Lil%27_Mo', '/wiki/Sacario']",1992–present 1998–present 2001
69,"['Outkast', 'Killer Mike']","['/wiki/Outkast', '/wiki/Killer_Mike']",1992 1995–present
70,"['No Doubt', 'Lady Saw']","['/wiki/No_Doubt', '/wiki/Lady_Saw']",1986–2004 2008–2015 1987–2020
71,"['City High', 'Eve']","['/wiki/City_High', '/wiki/Eve_(entertainer)']",1999–2003 1996–present
72,['LL Cool J'],['/wiki/LL_Cool_J'],1984–present
73,['Sean Paul'],['/wiki/Sean_Paul'],1994–present
74,['NSYNC'],['/wiki/NSYNC'],1995–2002
75,"['Ja Rule', 'Case']","['/wiki/Ja_Rule', '/wiki/Case_(singer)']",1994 1994 1992–present
76,['Ludacris'],['/wiki/Ludacris'],1998–present
77,['Goo Goo Dolls'],['/wiki/Goo_Goo_Dolls'],1986–present
78,['Mary J. Blige'],['/wiki/Mary_J._Blige'],1988–present
79,['Dirty Vegas'],['/wiki/Dirty_Vegas'],2001–2005 2008–present
80,['Ashanti'],['/wiki/Ashanti_(singer)'],2001–present
81,['Kenny Chesney'],['/wiki/Kenny_Chesney'],1988–present
82,"['Fat Joe', 'R. Kelly']","['/wiki/Fat_Joe', '/wiki/R._Kelly']",1992–present 1989–2019
83,['Steve Holy'],['/wiki/Steve_Holy'],1999–present
84,['Aaliyah'],['/wiki/Aaliyah'],1989–2001
85,['Alan Jackson'],['/wiki/Alan_Jackson'],1983–present
86,['Jewel'],['/wiki/Jewel_(singer)'],1994–present
87,"['Jaheim', 'Next']","['/wiki/Jaheim', '/wiki/Next_(American_group)']",1996–present 1992–present
88,['Brandy'],['/wiki/Brandy_Norwood'],1993–present
89,['B2K'],['/wiki/B2K'],1998–2004 2018–2019
90,['Celine Dion'],['/wiki/Celine_Dion'],1980–present
91,['Nelly Furtado'],['/wiki/Nelly_Furtado'],1996–present
92,['George Strait'],['/wiki/George_Strait'],1976–present
93,['Toby Keith'],['/wiki/Toby_Keith'],1993–present
94,['Alanis Morissette'],['/wiki/Alanis_Morissette'],1986–present
95,['Avril Lavigne'],['/wiki/Avril_Lavigne'],1999–present
96,['Dixie Chicks'],['/wiki/Dixie_Chicks'],1989–present
97,['Alan Jackson'],['/wiki/Alan_Jackson'],1983–present
98,['Justin Timberlake'],['/wiki/Justin_Timberlake'],1992–present
99,['Toya'],['/wiki/Toya_(singer)'],2000-present
