,band_singer,singer_url,active_years
0,['The Beatles'],['/wiki/The_Beatles'],1960 1970
1,['Paul Mauriat'],['/wiki/Paul_Mauriat'],1943 1998
2,['Bobby Goldsboro'],['/wiki/Bobby_Goldsboro'],1962
3,['Otis Redding'],['/wiki/Otis_Redding'],1958 1967
4,['The Rascals'],['/wiki/The_Rascals'],1965–1972 1988 2010 2012–2013
5,['Cream'],['/wiki/Cream_(band)'],1966 (1966)–1968 1993 2005
6,['Herb Alpert'],['/wiki/Herb_Alpert'],1956
7,['Hugo Montenegro'],['/wiki/Hugo_Montenegro'],
8,['Simon & Garfunkel'],['/wiki/Simon_%26_Garfunkel'],1956–1958 1963–1970 1972 1975–1977 1981–1984 1990 1993 2003–2005 2007–2010
9,['Archie Bell & the Drells'],['/wiki/Archie_Bell_%26_the_Drells'],1966 1980
10,['Jeannie C. Riley'],['/wiki/Jeannie_C._Riley'],1967
11,['O. C. Smith'],['/wiki/O._C._Smith'],1955 2001
12,['Tommy James and the Shondells'],['/wiki/Tommy_James_and_the_Shondells'],1964 1964
13,['The Doors'],['/wiki/The_Doors'],1965 (1965)–1973 (1973) 1978
14,['Gary Puckett & The Union Gap'],['/wiki/Gary_Puckett_%26_The_Union_Gap'],1967 1971
15,['The Box Tops'],['/wiki/The_Box_Tops'],1967 1970 1996 2010 2015
16,['The 5th Dimension'],['/wiki/The_5th_Dimension'],1966 1975
17,['Hugh Masekela'],['/wiki/Hugh_Masekela'],
18,['The Grass Roots'],['/wiki/The_Grass_Roots'],1965
19,['Sly & the Family Stone'],['/wiki/Sly_%26_the_Family_Stone'],1966 1983
20,['Cliff Nobles'],['/wiki/Cliff_Nobles'],
21,['The Temptations'],['/wiki/The_Temptations'],1960
22,['The Delfonics'],['/wiki/The_Delfonics'],1965 2022
23,['The Vogues'],['/wiki/The_Vogues'],1963
24,['John Fred & His Playboy Band'],['/wiki/John_Fred'],1956 2002
25,['Classics IV'],['/wiki/Classics_IV'],1965–1975 2001–present
26,['The Supremes'],['/wiki/The_Supremes'],1959–1977 1983 2000
27,['Merrilee Rush'],['/wiki/Merrilee_Rush'],
28,['Georgie Fame'],['/wiki/Georgie_Fame'],1959
29,['Mary Hopkin'],['/wiki/Mary_Hopkin'],1968
30,['Steppenwolf'],['/wiki/Steppenwolf_(band)'],1967–1972 1974–1976 1980–2018
31,['The Intruders'],['/wiki/The_Intruders_(music_group)'],1960 1985
32,['1910 Fruitgum Company'],['/wiki/1910_Fruitgum_Company'],1965 1970 1999
33,['Gary Puckett & The Union Gap'],['/wiki/Gary_Puckett_%26_The_Union_Gap'],1967 1971
34,['The Rascals'],['/wiki/The_Rascals'],1965–1972 1988 2010 2012–2013
35,['Sérgio Mendes'],['/wiki/S%C3%A9rgio_Mendes'],1961
36,['Johnny Nash'],['/wiki/Johnny_Nash'],1956 2020
37,['Ohio Express'],['/wiki/Ohio_Express'],1967 1967
38,['The Crazy World of Arthur Brown'],['/wiki/The_Crazy_World_of_Arthur_Brown'],1967–1970 2000–present
39,['The Troggs'],['/wiki/The_Troggs'],1964 1964
40,['Gene & Debbe'],['/wiki/Gene_%26_Debbe'],
41,['Dionne Warwick'],['/wiki/Dionne_Warwick'],
42,['Mason Williams'],['/wiki/Mason_Williams'],1958
43,['Clarence Carter'],['/wiki/Clarence_Carter'],1962
44,"[""The O'Kaysions""]",['/wiki/The_O%27Kaysions'],
45,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
46,['The Lemon Pipers'],['/wiki/The_Lemon_Pipers'],1966 1969
47,['1910 Fruitgum Company'],['/wiki/1910_Fruitgum_Company'],1965 1970 1999
48,['Friend & Lover'],['/wiki/Friend_%26_Lover'],
49,['The Rolling Stones'],['/wiki/The_Rolling_Stones'],1962
50,['Richard Harris'],['/wiki/Richard_Harris'],
51,['José Feliciano'],['/wiki/Jos%C3%A9_Feliciano'],1962
52,['People!'],['/wiki/People!'],1965 1971 1974 2006 2007 2018
53,['Percy Sledge'],['/wiki/Percy_Sledge'],1960 2014
54,['Status Quo'],['/wiki/Status_Quo_(band)'],1962–1984 1985–present
55,['Blue Cheer'],['/wiki/Blue_Cheer'],1966 2009
56,"['Marvin Gaye', 'Tammi Terrell']","['/wiki/Marvin_Gaye', '/wiki/Tammi_Terrell']",
57,['James Brown'],['/wiki/James_Brown'],
58,['The Bee Gees'],['/wiki/Bee_Gees'],1958–1969 1970–2003 2006 2009–2012
59,['The Beatles'],['/wiki/The_Beatles'],1960 1970
60,['Donovan'],['/wiki/Donovan'],
61,['Steppenwolf'],['/wiki/Steppenwolf_(band)'],1967–1972 1974–1976 1980–2018
62,['The Fireballs'],['/wiki/The_Fireballs'],1957 1969
63,['The Dells'],['/wiki/The_Dells'],1953 2012
64,['Willie Mitchell'],['/wiki/Willie_Mitchell_(musician)'],
65,['Tom Jones'],['/wiki/Tom_Jones_(singer)'],
66,['The Human Beinz'],['/wiki/The_Human_Beinz'],1964 1969 2007
67,['Sam & Dave'],['/wiki/Sam_%26_Dave'],1961 1970 1971 1981
68,['Sérgio Mendes'],['/wiki/S%C3%A9rgio_Mendes'],1961
69,['The Animals'],['/wiki/The_Animals'],1963–1969 1975–1976 1983 1992–present
70,['The Cowsills'],['/wiki/The_Cowsills'],1965 1972 1980
71,['Tommy Boyce & Bobby Hart'],['/wiki/Boyce_and_Hart'],
