,band_singer,singer_url,active_years
72,['Gary Puckett & The Union Gap'],['/wiki/Gary_Puckett_%26_The_Union_Gap'],1967 1971
73,['The Lettermen'],['/wiki/The_Lettermen'],1959
74,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
75,['The Irish Rovers'],['/wiki/The_Irish_Rovers'],1963
76,['Vanilla Fudge'],['/wiki/Vanilla_Fudge'],1967–1970 1982–1984 1987–1988 1991 1999–present
77,['The Beatles'],['/wiki/The_Beatles'],1960 1970
78,['Gary Puckett & The Union Gap'],['/wiki/Gary_Puckett_%26_The_Union_Gap'],1967 1971
79,['The Turtles'],['/wiki/The_Turtles'],"1965–19701983–present (""featuring Flo & Eddie"")"
80,['Cream'],['/wiki/Cream_(band)'],1966 (1966)–1968 1993 2005
81,"['Marvin Gaye', 'Tammi Terrell']","['/wiki/Marvin_Gaye', '/wiki/Tammi_Terrell']",
82,['The Foundations'],['/wiki/The_Foundations'],1966 1971
83,['The Sweet Inspirations'],['/wiki/The_Sweet_Inspirations'],1959 1979 1994
84,['Smokey Robinson and the Miracles'],['/wiki/The_Miracles'],1955 1983 1993 2011
85,['The Mills Brothers'],['/wiki/The_Mills_Brothers'],1928 1982
86,['The Chambers Brothers'],['/wiki/The_Chambers_Brothers'],1954 1972 1974
87,['Dionne Warwick'],['/wiki/Dionne_Warwick'],
88,['Simon & Garfunkel'],['/wiki/Simon_%26_Garfunkel'],1956–1958 1963–1970 1972 1975–1977 1981–1984 1990 1993 2003–2005 2007–2010
89,['James Brown'],['/wiki/James_Brown'],
90,['Manfred Mann'],['/wiki/Manfred_Mann'],1962 1969
91,['Shorty Long'],['/wiki/Shorty_Long'],
92,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
93,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
94,['Gary Lewis and the Playboys'],['/wiki/Gary_Lewis_and_the_Playboys'],1964 1970
95,['Big Brother and the Holding Company'],['/wiki/Big_Brother_and_the_Holding_Company'],1965 1968 1969 1972 1987
96,['Creedence Clearwater Revival'],['/wiki/Creedence_Clearwater_Revival'],1959 (1959)–1972 (1972) 
97,['The American Breed'],['/wiki/The_American_Breed'],1961 1970
98,[],[],
99,['Jerry Butler'],['/wiki/Jerry_Butler'],1958 1985 2018
