,band_singer,singer_url,active_years
72,"['Carly Pearce', 'Lee Brice']","['/wiki/Carly_Pearce', '/wiki/Lee_Brice']",2007
73,['Lil Baby'],['/wiki/Lil_Baby'],2015
74,"['YNW Melly', 'Juice Wrld']","['/wiki/YNW_Melly', '/wiki/Juice_Wrld']",2016 2019 2015 2019
75,['Lil Baby'],['/wiki/Lil_Baby'],2015
76,['Jonas Brothers'],['/wiki/Jonas_Brothers'],2005–2013 2019–present
77,"['Pop Smoke', '50 Cent', 'Roddy Ricch']","['/wiki/Pop_Smoke', '/wiki/50_Cent', '/wiki/Roddy_Ricch']",
78,['Lil Baby'],['/wiki/Lil_Baby'],2015
79,"['Ariana Grande', 'Justin Bieber']","['/wiki/Ariana_Grande', '/wiki/Justin_Bieber']",
80,"['Pop Smoke', 'Lil Tjay']","['/wiki/Pop_Smoke', '/wiki/Lil_Tjay']",2016
81,['Halsey'],['/wiki/Halsey_(singer)'],
82,['Pop Smoke'],['/wiki/Pop_Smoke'],
83,"['Benee', 'Gus Dapperton']","['/wiki/Benee', '/wiki/Gus_Dapperton']",2017 2015
84,['Luke Combs'],['/wiki/Luke_Combs'],2014
85,"['Travis Scott', 'Kid Cudi']","['/wiki/Travis_Scott', '/wiki/Kid_Cudi']",
86,"['Doja Cat', 'Tyga']","['/wiki/Doja_Cat', '/wiki/Tyga']",2012
87,"['Kane Brown', 'Swae Lee', 'Khalid']","['/wiki/Kane_Brown', '/wiki/Swae_Lee', '/wiki/Khalid_(singer)']",2014 2010 2016
88,['Kane Brown'],['/wiki/Kane_Brown'],2014
89,['Rod Wave'],['/wiki/Rod_Wave'],2016
90,['Miranda Lambert'],['/wiki/Miranda_Lambert'],
91,['Juice Wrld'],['/wiki/Juice_Wrld'],2015 2019
92,"['Luke Combs', 'Eric Church']","['/wiki/Luke_Combs', '/wiki/Eric_Church']",2014 2005
93,['Jhené Aiko'],['/wiki/Jhen%C3%A9_Aiko'],2002
94,['Surf Mesa'],['/wiki/Surf_Mesa'],2019
95,['Morgan Wallen'],['/wiki/Morgan_Wallen'],
96,['Luke Combs'],['/wiki/Luke_Combs'],2014
97,['Moneybagg Yo'],['/wiki/Moneybagg_Yo'],2010
98,"['H.E.R.', 'YG']","['/wiki/H.E.R.', '/wiki/YG_(rapper)']",2011 2008
99,"['NLE Choppa', 'Roddy Ricch']","['/wiki/NLE_Choppa', '/wiki/Roddy_Ricch']",2018
