,band_singer,singer_url,active_years
51,['Bob Dylan'],['/wiki/Bob_Dylan'],
52,['Donovan'],['/wiki/Donovan'],
53,['Classics IV'],['/wiki/Classics_IV'],1965–1975 2001–present
54,"['""Mama"" Cass Elliot']",['/wiki/Cass_Elliot'],1959 1974
55,['Jay and the Americans'],['/wiki/Jay_and_the_Americans'],1960 1973 2006
56,['The Temptations'],['/wiki/The_Temptations'],1960
57,['The Ventures'],['/wiki/The_Ventures'],1958
58,['Glen Campbell'],['/wiki/Glen_Campbell'],
59,['Lou Christie'],['/wiki/Lou_Christie'],1962
60,['Ray Stevens'],['/wiki/Ray_Stevens'],1957
61,['Tyrone Davis'],['/wiki/Tyrone_Davis'],1968 2003
62,"[""Booker T. & the M.G.'s""]",['/wiki/Booker_T._%26_the_M.G.%27s'],1962 1971 1973 1977 1992 2012
63,['Dionne Warwick'],['/wiki/Dionne_Warwick'],
64,['The Winstons'],['/wiki/The_Winstons'],
65,"['Checkmates, Ltd.']","['/wiki/Checkmates,_Ltd.']",
66,['1910 Fruitgum Company'],['/wiki/1910_Fruitgum_Company'],1965 1970 1999
67,['James Brown'],['/wiki/James_Brown'],
68,['Edwin Starr'],['/wiki/Edwin_Starr'],1962 2003
69,['New Colony Six'],['/wiki/New_Colony_Six'],
70,['Motherlode'],['/wiki/Motherlode_(band)'],1969 1970 1976 1989 1990
71,['Marvin Gaye'],['/wiki/Marvin_Gaye'],
72,['Harry Nilsson'],['/wiki/Harry_Nilsson'],1958 1992
73,['The Brooklyn Bridge'],['/wiki/The_Brooklyn_Bridge_(band)'],1968
74,['Joe Simon'],['/wiki/Joe_Simon'],
75,['The Flying Machine'],['/wiki/The_Flying_Machine_(band)'],1969 1971
76,['Tony Joe White'],['/wiki/Tony_Joe_White'],1967 2018
77,['Kenny Rogers and The First Edition'],['/wiki/Kenny_Rogers_and_The_First_Edition'],1967–1976 2010 2014–2015
78,['Joe South'],['/wiki/Joe_South'],1958 2012
79,['The Turtles'],['/wiki/The_Turtles'],"1965–19701983–present (""featuring Flo & Eddie"")"
80,['The Cuff Links'],['/wiki/The_Cuff_Links'],
81,['The Dells'],['/wiki/The_Dells'],1953 2012
82,['The Beatles'],['/wiki/The_Beatles'],1960 1970
83,['Gary Puckett & The Union Gap'],['/wiki/Gary_Puckett_%26_The_Union_Gap'],1967 1971
84,['The Beatles'],['/wiki/The_Beatles'],1960 1970
85,['Bob Seger System'],['/wiki/Bob_Seger'],1961–1996 2000–present
86,"['The Supremes', 'The Temptations']","['/wiki/The_Supremes', '/wiki/The_Temptations']",1959–1977 1983 2000 1960
87,['Marvin Gaye'],['/wiki/Marvin_Gaye'],
88,['Crazy Elephant'],['/wiki/Crazy_Elephant'],1967 1970
89,"[""Booker T. & the M.G.'s""]",['/wiki/Booker_T._%26_the_M.G.%27s'],1962 1971 1973 1977 1992 2012
90,['Lou Rawls'],['/wiki/Lou_Rawls'],
91,['The Originals'],['/wiki/The_Originals_(band)'],1966 1982 1989
92,['Edwin Hawkins Singers'],['/wiki/Edwin_Hawkins'],1960 1990
93,['Tom Jones'],['/wiki/Tom_Jones_(singer)'],
94,['Paul Revere & the Raiders'],['/wiki/Paul_Revere_%26_the_Raiders'],1958 1976 1978 2014
95,['The Guess Who'],['/wiki/The_Guess_Who'],1965 (1965)–1975 (1975) 1977 (1977)–present
96,['David Ruffin'],['/wiki/David_Ruffin'],1956 1991
97,['The Box Tops'],['/wiki/The_Box_Tops'],1967 1970 1996 2010 2015
98,['B.J. Thomas'],['/wiki/B.J._Thomas'],1966 2021
99,['The Box Tops'],['/wiki/The_Box_Tops'],1967 1970 1996 2010 2015
100,['Paul Revere & the Raiders'],['/wiki/Paul_Revere_%26_the_Raiders'],1958 1976 1978 2014
