,band_singer,singer_url,active_years
0,['Whitney Houston'],['/wiki/Whitney_Houston'],
1,['Tag Team'],['/wiki/Tag_Team_(group)'],1990
2,['UB40'],['/wiki/UB40'],1978
3,['Janet Jackson'],['/wiki/Janet_Jackson'],
4,['Silk'],['/wiki/Silk_(group)'],1989
5,['SWV'],['/wiki/SWV'],1988 1998
6,['Shai'],['/wiki/Shai_(band)'],1991
7,['Mariah Carey'],['/wiki/Mariah_Carey'],
8,['Wreckx-n-Effect'],['/wiki/Wreckx-n-Effect'],1988 1996 2014
9,['Snow'],['/wiki/Snow_(musician)'],1989
10,['Dr. Dre'],['/wiki/Dr._Dre'],
11,['Boyz II Men'],['/wiki/Boyz_II_Men'],1985
12,['Jade'],['/wiki/Jade_(R%26B_group)'],1991–1997 2014 2021–present
13,['H-Town'],['/wiki/H-Town_(band)'],1990
14,['Jodeci'],['/wiki/Jodeci'],1989 1996 2014
15,['Duice'],['/wiki/Duice'],1992 1995
16,['Robin S.'],['/wiki/Robin_S.'],1990
17,"['Peabo Bryson', 'Regina Belle']","['/wiki/Peabo_Bryson', '/wiki/Regina_Belle']",1965
18,['Janet Jackson'],['/wiki/Janet_Jackson'],
19,['SWV'],['/wiki/SWV'],1988 1998
20,"['Vanessa Williams', 'Brian McKnight']","['/wiki/Vanessa_L._Williams', '/wiki/Brian_McKnight']",
21,['Soul Asylum'],['/wiki/Soul_Asylum'],1981
22,['Exposé'],['/wiki/Expos%C3%A9_(group)'],1984–1996 2003–present
23,['Paperboy'],['/wiki/Paperboy_(rapper)'],
24,['Snap!'],['/wiki/Snap!'],1989 1996 2000
25,['Billy Joel'],['/wiki/Billy_Joel'],
26,['The Proclaimers'],['/wiki/The_Proclaimers'],1983
27,['Spin Doctors'],['/wiki/Spin_Doctors'],1988–1999 2001–present
28,['SWV'],['/wiki/SWV'],1988 1998
29,['Whitney Houston'],['/wiki/Whitney_Houston'],
30,['Arrested Development'],['/wiki/Arrested_Development_(group)'],1988 1996 2000
31,['Rod Stewart'],['/wiki/Rod_Stewart'],
32,['Shanice'],['/wiki/Shanice'],1984
33,['Duran Duran'],['/wiki/Duran_Duran'],1978
34,['Tony! Toni! Toné!'],['/wiki/Tony!_Toni!_Ton%C3%A9!'],1986 1997
35,['Meat Loaf'],['/wiki/Meat_Loaf'],1968 2021
36,['Onyx'],['/wiki/Onyx_(hip_hop_group)'],1988 1988
37,['P.M. Dawn'],['/wiki/P.M._Dawn'],1988
38,['Whitney Houston'],['/wiki/Whitney_Houston'],
39,['Shai'],['/wiki/Shai_(band)'],1991
40,['Duran Duran'],['/wiki/Duran_Duran'],1978
41,['Tina Turner'],['/wiki/Tina_Turner'],
42,['P.M. Dawn'],['/wiki/P.M._Dawn'],1988
43,['95 South'],['/wiki/95_South'],1993
44,['Naughty by Nature'],['/wiki/Naughty_by_Nature'],1986 2002 2006
45,['Toni Braxton'],['/wiki/Toni_Braxton'],
46,['Michael Jackson'],['/wiki/Michael_Jackson'],1964 2009
47,['Shai'],['/wiki/Shai_(band)'],1991
48,['Bobby Brown'],['/wiki/Bobby_Brown'],
49,['4 Non Blondes'],['/wiki/4_Non_Blondes'],1989 1994 2014
50,['Ace of Base'],['/wiki/Ace_of_Base'],1987
51,"['Prince', 'The New Power Generation']","['/wiki/Prince_(musician)', '/wiki/The_New_Power_Generation']",1990 2013 2015 2017
52,['Dr. Dre'],['/wiki/Dr._Dre'],
53,['Brian McKnight'],['/wiki/Brian_McKnight'],
54,['Xscape'],['/wiki/Xscape_(band)'],1991–1998 2001–2006 2017–present
55,['2Pac'],['/wiki/Tupac_Shakur'],
56,['Bon Jovi'],['/wiki/Bon_Jovi'],1983
57,['Mary J. Blige'],['/wiki/Mary_J._Blige'],
58,['Portrait'],['/wiki/Portrait_(band)'],1991 1996 2000 2005 2018
59,['Aerosmith'],['/wiki/Aerosmith'],1970
60,['Ugly Kid Joe'],['/wiki/Ugly_Kid_Joe'],1987–1997 2010–present
61,['TLC'],['/wiki/TLC_(group)'],1990–present
62,['Positive K'],['/wiki/Positive_K'],1985
63,['Zhané'],['/wiki/Zhan%C3%A9'],1993 1999
64,['Cypress Hill'],['/wiki/Cypress_Hill'],1988
65,['Madonna'],['/wiki/Madonna'],
66,['Madonna'],['/wiki/Madonna'],
67,['Jeremy Jordan'],"['/wiki/Jeremy_Jordan_(singer,_born_1973)']",1992 2010
68,['Inner Circle'],['/wiki/Inner_Circle_(reggae_band)'],1968 1980 1981-1982 1986
69,['Boy Krazy'],['/wiki/Boy_Krazy'],1991 1993
70,['Jon Secada'],['/wiki/Jon_Secada'],
71,['Jon Secada'],['/wiki/Jon_Secada'],
72,['Kenny G'],['/wiki/Kenny_G'],
73,['Janet Jackson'],['/wiki/Janet_Jackson'],
74,['DJ Jazzy Jeff & The Fresh Prince'],['/wiki/DJ_Jazzy_Jeff_%26_The_Fresh_Prince'],1984 1994
75,['Restless Heart'],['/wiki/Restless_Heart'],1984–1994 1998 2002–present
76,['Inner Circle'],['/wiki/Inner_Circle_(reggae_band)'],1968 1980 1981-1982 1986
77,['Ice Cube'],['/wiki/Ice_Cube'],
78,['Captain Hollywood Project'],['/wiki/Captain_Hollywood_Project'],1992 1996 2008
79,['The Heights'],['/wiki/The_Heights_(American_TV_series)'],
80,['Digable Planets'],['/wiki/Digable_Planets'],1987 1995 2005 2011 2015
81,['Haddaway'],['/wiki/Haddaway'],1987
82,['Michael Bolton'],['/wiki/Michael_Bolton'],1975
83,['En Vogue'],['/wiki/En_Vogue'],1989
84,"['Kris Kross', 'Super Cat']","['/wiki/Kris_Kross', '/wiki/Super_Cat']",1991–2001 2007–2013 1981
85,"['Ice Cube', 'Das EFX']","['/wiki/Ice_Cube', '/wiki/Das_EFX']",1988
86,['Sting'],['/wiki/Sting_(musician)'],
87,['Dino'],['/wiki/Dino_(American_singer)'],1987 1993
88,['Go West'],['/wiki/Go_West_(band)'],1982
89,['Rod Stewart'],['/wiki/Rod_Stewart'],
90,['Tears for Fears'],['/wiki/Tears_for_Fears'],1981
91,['Joey Lawrence'],['/wiki/Joey_Lawrence'],
92,['Green Jellÿ'],['/wiki/Green_Jell%C3%BF'],1981 1995 2008
93,['Aerosmith'],['/wiki/Aerosmith'],1970
94,['Gin Blossoms'],['/wiki/Gin_Blossoms'],1987–1997 2001–present
95,['Sting'],['/wiki/Sting_(musician)'],
96,['Tony! Toni! Toné!'],['/wiki/Tony!_Toni!_Ton%C3%A9!'],1986 1997
97,['Jade'],['/wiki/Jade_(American_band)'],1991–1997 2014 2021–present
98,['Taylor Dayne'],['/wiki/Taylor_Dayne'],1985
99,['Def Leppard'],['/wiki/Def_Leppard'],1976
