,band_singer,singer_url,active_years
0,['George Michael'],['/wiki/George_Michael'],
1,['Madonna'],['/wiki/Madonna'],
2,[],[],
3,['Foreigner'],['/wiki/Foreigner_(band)'],1976 1976
4,['Chaka Khan'],['/wiki/Chaka_Khan'],1970
5,['Daryl Hall & John Oates'],['/wiki/Hall_%26_Oates'],1970
6,['Tears for Fears'],['/wiki/Tears_for_Fears'],1981
7,['Dire Straits'],['/wiki/Dire_Straits'],1977 (1977)–1988 (1988) 1990 (1990)–1995 (1995)
8,[],[],
9,['a-ha'],['/wiki/A-ha'],1982–1994 1998–2010 2011 2015–present
10,['Paul Young'],['/wiki/Paul_Young_(singer_and_guitarist)'],
11,"['Philip Bailey', 'Phil Collins']","['/wiki/Philip_Bailey', '/wiki/Phil_Collins']",1970
12,['REO Speedwagon'],['/wiki/REO_Speedwagon'],1966 1966
13,['Starship'],['/wiki/Starship_(band)'],1984
14,['Huey Lewis and the News'],['/wiki/Huey_Lewis_and_the_News'],1979
15,['Simple Minds'],['/wiki/Simple_Minds'],1977
16,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
17,['John Parr'],['/wiki/John_Parr'],1964
18,['Glenn Frey'],['/wiki/Glenn_Frey'],
19,['USA for Africa'],['/wiki/USA_for_Africa'],1985
20,[],[],
21,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
22,['Whitney Houston'],['/wiki/Whitney_Houston'],
23,['Bryan Adams'],['/wiki/Bryan_Adams'],1975
24,[],[],
25,['New Edition'],['/wiki/New_Edition'],1978 1990 1996 1997 2002
26,['Jan Hammer'],['/wiki/Jan_Hammer'],1968
27,['Billy Ocean'],['/wiki/Billy_Ocean'],1969
28,['Teena Marie'],['/wiki/Teena_Marie'],1964 2010
29,[],[],
30,['Ready for the World'],['/wiki/Ready_for_the_World'],1982 1991 2004
31,['DeBarge'],['/wiki/DeBarge'],1979 1989
32,[],[],
33,['The Honeydrippers'],['/wiki/The_Honeydrippers'],1981 1985 2006
34,['Duran Duran'],['/wiki/Duran_Duran'],1978
35,[],[],
36,['Chicago'],['/wiki/Chicago_(band)'],1967
37,['The Pointer Sisters'],['/wiki/The_Pointer_Sisters'],1970
38,['Pat Benatar'],['/wiki/Pat_Benatar'],1972
39,['Commodores'],['/wiki/Commodores'],1968
40,['Howard Jones'],['/wiki/Howard_Jones_(musician)'],1982
41,['Jack Wagner'],['/wiki/Jack_Wagner_(actor)'],
42,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
43,['Corey Hart'],['/wiki/Corey_Hart_(singer)'],1980
44,[],[],
45,['Sheena Easton'],['/wiki/Sheena_Easton'],1978
46,[],[],
47,['Survivor'],['/wiki/Survivor_(band)'],1978 1988 1993
48,['Diana Ross'],['/wiki/Diana_Ross'],
49,['Marilyn Martin'],['/wiki/Marilyn_Martin'],1970
50,"['Prince', 'the Revolution']","['/wiki/Prince_(musician)', '/wiki/The_Revolution_(band)']",1979 1986 2012 2016
51,[],[],
52,['Don Henley'],['/wiki/Don_Henley'],1970
53,['Murray Head'],['/wiki/Murray_Head'],1966
54,['Sting'],['/wiki/Sting_(musician)'],
55,['Animotion'],['/wiki/Animotion'],1983 1990 2001
56,['Tina Turner'],['/wiki/Tina_Turner'],
57,[],[],
58,[],[],
59,[],[],
60,['Harold Faltermeyer'],['/wiki/Harold_Faltermeyer'],1978
61,['Sade'],['/wiki/Sade_(band)'],1982
62,['Mary Jane Girls'],['/wiki/Mary_Jane_Girls'],1983 1987
63,[],[],
64,['Cyndi Lauper'],['/wiki/Cyndi_Lauper'],
65,[],[],
66,['Bruce Springsteen'],['/wiki/Bruce_Springsteen'],1964
67,"[""'Til Tuesday""]",['/wiki/%27Til_Tuesday'],1982 1989
68,[],[],
69,['Eurythmics'],['/wiki/Eurythmics'],1980–1990 1999–2005
70,['ABC'],['/wiki/ABC_(band)'],1980–1991 1997–present
71,['Paul McCartney'],['/wiki/Paul_McCartney'],
72,[],[],
73,[],[],
74,['Katrina and the Waves'],['/wiki/Katrina_and_the_Waves'],1981 1999
75,[],[],
76,['Julian Lennon'],['/wiki/Julian_Lennon'],1974
77,['Julian Lennon'],['/wiki/Julian_Lennon'],1974
78,['The Power Station'],['/wiki/Power_Station_(band)'],1984 1985 1995 1997
79,['Ashford & Simpson'],['/wiki/Ashford_%26_Simpson'],1964 2011
80,[],[],
81,[],[],
82,[],[],
83,['Thompson Twins'],['/wiki/Thompson_Twins'],1977 1993
84,['DeBarge'],['/wiki/DeBarge'],1979 1989
85,['John Cougar Mellencamp'],['/wiki/John_Mellencamp'],1976
86,['Heart'],['/wiki/Heart_(band)'],1973 1998 2002 2016 2019
87,['David Lee Roth'],['/wiki/David_Lee_Roth'],1972
88,[],[],
89,['Jermaine Jackson'],['/wiki/Jermaine_Jackson'],
90,['The Time'],['/wiki/The_Time_(band)'],1981 1985 1990 1991 1995
91,[],[],
92,[],[],
93,[],[],
94,[],[],
95,['Lionel Richie'],['/wiki/Lionel_Richie'],
96,[],[],
97,[],[],
98,['Night Ranger'],['/wiki/Night_Ranger'],1979 1989 1991
99,[],[],
