,band_singer,singer_url,active_years
0,['Kesha'],['/wiki/Kesha'],2005–present
1,['Lady Antebellum'],['/wiki/Lady_Antebellum'],2006–present
2,['Train'],['/wiki/Train_(band)'],1993–present
3,"['Katy Perry', 'Snoop Dogg']","['/wiki/Katy_Perry', '/wiki/Snoop_Dogg']",2001–present 1992–present
4,"['Usher', 'will.i.am']","['/wiki/Usher_(musician)', '/wiki/Will.i.am']",1993–present 1988–present
5,"['B.o.B', 'Hayley Williams']","['/wiki/B.o.B', '/wiki/Hayley_Williams']",2006–present 2003–present
6,"['Eminem', 'Rihanna']","['/wiki/Eminem', '/wiki/Rihanna']",1988–present 2003–present
7,['Lady Gaga'],['/wiki/Lady_Gaga'],2001–present
8,['Taio Cruz'],['/wiki/Taio_Cruz'],2003–present
9,"['Taio Cruz', 'Ludacris']","['/wiki/Taio_Cruz', '/wiki/Ludacris']",2003–present 1998–present
10,"['B.o.B', 'Bruno Mars']","['/wiki/B.o.B', '/wiki/Bruno_Mars']",2006–present 2004–present
11,"['Enrique Iglesias', 'Pitbull']","['/wiki/Enrique_Iglesias', '/wiki/Pitbull_(rapper)']",1995–present 2000–present
12,"['Young Money', 'Lloyd']","['/wiki/Young_Money', '/wiki/Lloyd_(singer)']",2003–present
13,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
14,['Rihanna'],['/wiki/Rihanna'],2003–present
15,"['Lady Gaga', 'Beyoncé']","['/wiki/Lady_Gaga', '/wiki/Beyonc%C3%A9']",2001–present 1997–present
16,['Katy Perry'],['/wiki/Katy_Perry'],2001–present
17,['Bruno Mars'],['/wiki/Bruno_Mars'],2004–present
18,['Mike Posner'],['/wiki/Mike_Posner'],2007–present
19,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
20,"['Jay-Z', 'Alicia Keys']","['/wiki/Jay-Z', '/wiki/Alicia_Keys']",1986–present 1993–present
21,"['Usher', 'Pitbull']","['/wiki/Usher_(musician)', '/wiki/Pitbull_(rapper)']",1993–present 2000–present
22,"['Travie McCoy', 'Bruno Mars']","['/wiki/Travie_McCoy', '/wiki/Bruno_Mars']",1997–present 2004–present
23,['Eminem'],['/wiki/Eminem'],1988–present
24,['Iyaz'],['/wiki/Iyaz'],2009–present
25,"['David Guetta', 'Akon']","['/wiki/David_Guetta', '/wiki/Akon']",1986–present 1996–present
26,['The Script'],['/wiki/The_Script'],2001–present
27,['Kesha'],['/wiki/Kesha'],2005–present
28,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
29,['Owl City'],['/wiki/Owl_City'],2007–present
30,"['Trey Songz', 'Fabolous']","['/wiki/Trey_Songz', '/wiki/Fabolous']",2003–present 1997–present
31,['Drake'],['/wiki/Drake_(rapper)'],2001–present
32,['Lady Gaga'],['/wiki/Lady_Gaga'],2001–present
33,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
34,['Nelly'],['/wiki/Nelly'],1993–present
35,['Ludacris'],['/wiki/Ludacris'],1998–present
36,"['Far East Movement', 'The Cataracs', 'Dev']","['/wiki/Far_East_Movement', '/wiki/The_Cataracs', '/wiki/Dev_(singer)']",2003–present 2003–2014 2009–present
37,"['Timbaland', 'Justin Timberlake']","['/wiki/Timbaland', '/wiki/Justin_Timberlake']",1986–present 1992–present
38,['Michael Bublé'],['/wiki/Michael_Bubl%C3%A9'],1994–present
39,"['Flo Rida', 'David Guetta']","['/wiki/Flo_Rida', '/wiki/David_Guetta']",2000–present 1986–present
40,"['Jay Sean', 'Lil Wayne']","['/wiki/Jay_Sean', '/wiki/Lil_Wayne']",2002–present 1995–present
41,['La Roux'],['/wiki/La_Roux'],2008 2008
42,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
43,"['Justin Bieber', 'Ludacris']","['/wiki/Justin_Bieber', '/wiki/Ludacris']",2007–present 1998–present
44,['Adam Lambert'],['/wiki/Adam_Lambert'],2001–present
45,['Taylor Swift'],['/wiki/Taylor_Swift'],2004–present
46,['Rihanna'],['/wiki/Rihanna'],2003–present
47,['Kris Allen'],['/wiki/Kris_Allen'],2007–present
48,"['Rihanna', 'Jeezy']","['/wiki/Rihanna', '/wiki/Jeezy']",2003–present 1997–present
49,"['Jay-Z', 'Mr Hudson']","['/wiki/Jay-Z', '/wiki/Mr_Hudson']",1986–present 2006–present
50,"['Kesha', '3OH!3']","['/wiki/Kesha', '/wiki/3OH!3']",2005–present 2004–present
51,"['Trey Songz', 'Nicki Minaj']","['/wiki/Trey_Songz', '/wiki/Nicki_Minaj']",2003–present 2004–present
52,"['Jay Sean', 'Sean Paul', 'Lil Jon']","['/wiki/Jay_Sean', '/wiki/Sean_Paul', '/wiki/Lil_Jon']",2002–present 1994–present 1991–present
53,['OneRepublic'],['/wiki/OneRepublic'],2002–present
54,['Orianthi'],['/wiki/Orianthi'],2000–present
