,band_singer,singer_url,active_years
74,['The Beginning of the End'],['/wiki/The_Beginning_of_the_End_(band)'],1969–1975
75,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],1963–2022
76,['King Floyd'],['/wiki/King_Floyd'],1964–2000
77,['Bobby Goldsboro'],['/wiki/Bobby_Goldsboro'],1962–present
78,['Matthews Southern Comfort'],['/wiki/Matthews_Southern_Comfort'],
79,['Judy Collins'],['/wiki/Judy_Collins'],1959–present
80,['Dave Edmunds'],['/wiki/Dave_Edmunds'],1968–2017
81,['Bee Gees'],['/wiki/Bee_Gees'],1958–1969 1970–2003 2006 2009–2012
82,['The Fortunes'],['/wiki/The_Fortunes'],1961–present
83,['The Who'],['/wiki/The_Who'],1964–1983 1985 1988–1991 1996–1997 1999–present
84,['Denise LaSalle'],['/wiki/Denise_LaSalle'],1967–2018
85,['The Jackson 5'],['/wiki/The_Jackson_5'],1964–1989 2001 2012–present
86,['The Buoys'],['/wiki/The_Buoys_(American_band)'],
87,['The Partridge Family'],['/wiki/The_Partridge_Family'],
88,['Isaac Hayes'],['/wiki/Isaac_Hayes'],2008
89,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952–1989
90,['Neil Diamond'],['/wiki/Neil_Diamond'],1962–present
91,['Paul Stookey'],['/wiki/Paul_Stookey'],
92,['Wilson Pickett'],['/wiki/Wilson_Pickett'],1955–2006
93,['The Doors'],['/wiki/The_Doors'],1965 1965 1973 1973 1978
94,['Richie Havens'],['/wiki/Richie_Havens'],1965–2012
95,['Wadsworth Mansion'],['/wiki/Wadsworth_Mansion_(band)'],
96,['Brenda & the Tabulations'],['/wiki/Brenda_%26_the_Tabulations'],
97,['The 5th Dimension'],['/wiki/The_5th_Dimension'],1966–present 1975
98,['The Doors'],['/wiki/The_Doors'],1965 1965 1973 1973 1978
99,['Perry Como'],['/wiki/Perry_Como'],1932–1997
