,band_singer,singer_url,active_years
56,"['Crosby, Stills & Nash']","['/wiki/Crosby,_Stills,_Nash_%26_Young']",1968–1970 1973–1974 1976–2015[5]
57,['Eddie Money'],['/wiki/Eddie_Money'],
58,['Donna Summer'],['/wiki/Donna_Summer'],1968 2012
59,['Karla Bonoff'],['/wiki/Karla_Bonoff'],
60,"['Quincy Jones', 'James Ingram']","['/wiki/Quincy_Jones', '/wiki/James_Ingram']",
61,['Elton John'],['/wiki/Elton_John'],
62,"[""The Go-Go's""]",['/wiki/The_Go-Go%27s'],1978–1985 1990 1994 1999–2023
63,['Sheena Easton'],['/wiki/Sheena_Easton'],1978
64,['America'],['/wiki/America_(band)'],1970
65,['Hall & Oates'],['/wiki/Hall_%26_Oates'],1970
66,['A Flock of Seagulls'],['/wiki/A_Flock_of_Seagulls'],1979–1986 1988–present
67,['Jackson Browne'],['/wiki/Jackson_Browne'],1966
68,['Commodores'],['/wiki/Commodores'],1968
69,['Paul McCartney'],['/wiki/Paul_McCartney'],
70,['Deniece Williams'],['/wiki/Deniece_Williams'],1968
71,['Kenny Rogers'],['/wiki/Kenny_Rogers'],1956 2017
72,['Journey'],['/wiki/Journey_(band)'],1973–1987 1991 1995–present
73,['Barbra Streisand'],['/wiki/Barbra_Streisand'],1960
74,['Laura Branigan'],['/wiki/Laura_Branigan'],1970 1996 2001 2004
75,['Elton John'],['/wiki/Elton_John'],
76,['Neil Diamond'],['/wiki/Neil_Diamond'],
77,['Joan Jett & The Blackhearts'],['/wiki/Joan_Jett'],1975
78,['The Police'],['/wiki/The_Police'],1977–1986 2003 2007–2008
79,['Air Supply'],['/wiki/Air_Supply'],1975
80,['Michael McDonald'],['/wiki/Michael_McDonald_(singer)'],1973
81,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
82,['Ronnie Milsap'],['/wiki/Ronnie_Milsap'],1963
83,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],
84,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
85,['Diana Ross'],['/wiki/Diana_Ross'],
86,"[""The Go-Go's""]",['/wiki/The_Go-Go%27s'],1978–1985 1990 1994 1999–2023
87,['Van Halen'],['/wiki/Van_Halen'],1973 2020
88,['The Pointer Sisters'],['/wiki/The_Pointer_Sisters'],1970
89,['Billy Idol'],['/wiki/Billy_Idol'],1976
90,['Kim Wilde'],['/wiki/Kim_Wilde'],1981
91,['Little River Band'],['/wiki/Little_River_Band'],1975 1975
92,['Michael Murphey'],['/wiki/Michael_Martin_Murphey'],1964
93,['The Rolling Stones'],['/wiki/The_Rolling_Stones'],1962
94,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
95,['Loverboy'],['/wiki/Loverboy'],1979–1988 1989 1991–present
96,['Greg Guidry'],['/wiki/Greg_Guidry'],1975 2003
97,['Christopher Cross'],['/wiki/Christopher_Cross'],1971
98,['Kenny Rogers'],['/wiki/Kenny_Rogers'],1956 2017
99,['Stevie Nicks'],['/wiki/Stevie_Nicks'],
