,band_singer,singer_url,active_years
58,"['Earth, Wind & Fire']","['/wiki/Earth,_Wind_%26_Fire']",1969–present
59,['Tavares'],['/wiki/Tavares_(band)'],1959–present
60,['The Brothers Johnson'],['/wiki/The_Brothers_Johnson'],1975–1982 1984–2015
61,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961–present
62,['Captain & Tennille'],['/wiki/Captain_%26_Tennille'],1972–2013
63,['Bay City Rollers'],['/wiki/Bay_City_Rollers'],1964–1981 1982–1987 1990 1996 1999–2000 2015–2016 2018–present
64,['Elton John'],['/wiki/Elton_John'],1962–present
65,['The Staple Singers'],['/wiki/The_Staple_Singers'],1948–1994 1999
66,['Wings'],['/wiki/Paul_McCartney_and_Wings'],1971–1981
67,['Wing and a Prayer Fife and Drum Corps'],['/wiki/Wing_and_a_Prayer_Fife_and_Drum_Corps'],1975–1978
68,['George Benson'],['/wiki/George_Benson'],1964–present
69,['Electric Light Orchestra'],['/wiki/Electric_Light_Orchestra'],1970
70,['Silver'],['/wiki/Silver_(band)'],1971–1978
71,['Keith Carradine'],['/wiki/Keith_Carradine'],1969–present
72,['Harold Melvin & the Blue Notes'],['/wiki/Harold_Melvin_%26_the_Blue_Notes'],1954–1996 2003 2013 2015 2017
73,['War'],['/wiki/War_(U.S._band)'],1969–present
74,['John Travolta'],['/wiki/John_Travolta'],1972–present
75,['Sweet'],['/wiki/The_Sweet'],1968 1968 1982 1982 1985 1985
76,['Fleetwood Mac'],['/wiki/Fleetwood_Mac'],1967 1967 1995 1995 1997 1997
77,['The Beatles'],['/wiki/The_Beatles'],1960–1970
78,['Bee Gees'],['/wiki/Bee_Gees'],1958–1969 1970–2003 2006 2009–2012
79,"['Earth, Wind & Fire']","['/wiki/Earth,_Wind_%26_Fire']",1969–present
80,['Hall & Oates'],['/wiki/Hall_%26_Oates'],1970–present
81,['Orleans'],['/wiki/Orleans_(band)'],1972–present
82,['Queen'],['/wiki/Queen_(band)'],1970–present
83,['Jefferson Starship'],['/wiki/Jefferson_Starship'],1974–1984 1992–present
84,['Foghat'],['/wiki/Foghat'],1971–1984 1993–present
85,['Ohio Players'],['/wiki/Ohio_Players'],1959 1959
86,['Thin Lizzy'],['/wiki/Thin_Lizzy'],1969–1983 1994–present
87,['David Ruffin'],['/wiki/David_Ruffin'],1956–1991
88,['Peter Frampton'],['/wiki/Peter_Frampton'],1966–present
89,['Candi Staton'],['/wiki/Candi_Staton'],1953–present
90,['Neil Sedaka'],['/wiki/Neil_Sedaka'],1957–present
91,['Bay City Rollers'],['/wiki/Bay_City_Rollers'],1964–1981 1982–1987 1990 1996 1999–2000 2015–2016 2018–present
92,['Parliament'],['/wiki/Parliament_(band)'],1968–1970 1974–1980 2018
93,['Larry Groce'],['/wiki/Larry_Groce'],1971–present
94,['Barry Manilow'],['/wiki/Barry_Manilow'],1964–present
95,['Kiss'],['/wiki/Kiss_(band)'],1973–present
96,['Rick Dees'],['/wiki/Rick_Dees'],
97,['Steve Miller Band'],['/wiki/Steve_Miller_Band'],1966–present
98,['The Who'],['/wiki/The_Who'],1964–1983 1985 1988–1991 1996–1997 1999–present
99,['Glen Campbell'],['/wiki/Glen_Campbell'],1958–2013
