,band_singer,singer_url,active_years
0,['Wings'],['/wiki/Paul_McCartney_and_Wings'],1971–1981
1,"['Elton John', 'Kiki Dee']","['/wiki/Elton_John', '/wiki/Kiki_Dee']",1962–present 1960–present
2,['Johnnie Taylor'],['/wiki/Johnnie_Taylor'],1953–2000
3,['The Four Seasons'],['/wiki/The_Four_Seasons_(group)'],1960–1977 1979–present
4,['Wild Cherry'],['/wiki/Wild_Cherry_(band)'],1970–1979
5,['The Manhattans'],['/wiki/The_Manhattans'],1962–present
6,['The Miracles'],['/wiki/The_Miracles'],1955–1983 1993–2011
7,['Paul Simon'],['/wiki/Paul_Simon'],1956–present
8,['Gary Wright'],['/wiki/Gary_Wright'],1960–present
9,['Walter Murphy'],['/wiki/Walter_Murphy'],1970–present
10,['Hall & Oates'],['/wiki/Hall_%26_Oates'],1970–present
11,['Starland Vocal Band'],['/wiki/Starland_Vocal_Band'],1976–1981 1998 2007
12,['Barry Manilow'],['/wiki/Barry_Manilow'],1964–present
13,['Silver Convention'],['/wiki/Silver_Convention'],1974–1979
14,['Diana Ross'],['/wiki/Diana_Ross'],1959–present
15,['Seals and Crofts'],['/wiki/Seals_and_Crofts'],1969–1980 1991–1992 2004
16,['Andrea True Connection'],['/wiki/Andrea_True'],1972–1995
17,['Queen'],['/wiki/Queen_(band)'],1970–present
18,['Dorothy Moore'],['/wiki/Dorothy_Moore'],1965–present
19,['The Sylvers'],['/wiki/The_Sylvers'],1958 1958 1985
20,['England Dan & John Ford Coley'],['/wiki/England_Dan_%26_John_Ford_Coley'],1970–1980
21,['Hot Chocolate'],['/wiki/Hot_Chocolate_(band)'],1968–1986 1988 1992–present
22,['Nazareth'],['/wiki/Nazareth_(band)'],1968–present
23,['Silver Convention'],['/wiki/Silver_Convention'],1974–1979
24,['Eagles'],['/wiki/Eagles_(band)'],1971
25,['KC and the Sunshine Band'],['/wiki/KC_and_the_Sunshine_Band'],1973
26,['Commodores'],['/wiki/Commodores'],1968–present
27,['Maxine Nightingale'],['/wiki/Maxine_Nightingale'],1968–present
28,['Rhythm Heritage'],['/wiki/Rhythm_Heritage'],
29,['Ohio Players'],['/wiki/Ohio_Players'],1959 1959
30,['Bee Gees'],['/wiki/Bee_Gees'],1958–1969 1970–2003 2006 2009–2012
31,['Lou Rawls'],['/wiki/Lou_Rawls'],1941–2006
32,['David Bowie'],['/wiki/David_Bowie'],1962–2016
33,['Starbuck'],['/wiki/Starbuck_(band)'],1974–1980 2013–2014 2016
34,['Dr. Hook'],['/wiki/Dr._Hook'],1968–1985 1988-2015 2019-present
35,['The Bellamy Brothers'],['/wiki/The_Bellamy_Brothers'],1968–present
36,['Gary Wright'],['/wiki/Gary_Wright'],1960–present
37,['Vicki Sue Robinson'],['/wiki/Vicki_Sue_Robinson'],1970–2000
38,['Captain & Tennille'],['/wiki/Captain_%26_Tennille'],1972–2013
39,['Eric Carmen'],['/wiki/Eric_Carmen'],1967–present
40,['Donna Summer'],['/wiki/Donna_Summer'],1968–2012
41,"['Donny', 'Marie Osmond']","['/wiki/Donny_Osmond', '/wiki/Marie_Osmond']",1963–present 1973–present
42,['Diana Ross'],['/wiki/Diana_Ross'],1959–present
43,['Rufus'],['/wiki/Rufus_(band)'],1970–1983 2008–present
44,['KC and the Sunshine Band'],['/wiki/KC_and_the_Sunshine_Band'],1973
45,['Dr. Hook'],['/wiki/Dr._Hook'],1968–1985 1988-2015 2019-present
46,['Henry Gross'],['/wiki/Henry_Gross'],1964–present
47,['Chicago'],['/wiki/Chicago_(band)'],1967–present
48,['Boz Scaggs'],['/wiki/Boz_Scaggs'],1963–present
49,['Peter Frampton'],['/wiki/Peter_Frampton'],1966–present
50,['Aerosmith'],['/wiki/Aerosmith'],1970–present
51,"[""The O'Jays""]",['/wiki/The_O%27Jays'],1958–present
52,['Fleetwood Mac'],['/wiki/Fleetwood_Mac'],1967 1967 1995 1995 1997 1997
53,['Paul Anka'],['/wiki/Paul_Anka'],1955–present
54,['Cliff Richard'],['/wiki/Cliff_Richard'],1958–present
55,['Elvin Bishop'],['/wiki/Elvin_Bishop'],1963–present
56,['C. W. McCall'],['/wiki/C._W._McCall'],1944–2003
57,['John Sebastian'],['/wiki/John_Sebastian'],1964–present
