,band_singer,singer_url,active_years
0,['Tony Orlando and Dawn'],['/wiki/Tony_Orlando_and_Dawn'],1970 1977 1988 1993 2005 2015 2016 2018
1,['Jim Croce'],['/wiki/Jim_Croce'],1964 1973
2,['Roberta Flack'],['/wiki/Roberta_Flack'],1968 2022
3,['Marvin Gaye'],['/wiki/Marvin_Gaye'],
4,['Paul McCartney & Wings'],['/wiki/Paul_McCartney_and_Wings'],1971 1981
5,['Kris Kristofferson'],['/wiki/Kris_Kristofferson'],
6,['Elton John'],['/wiki/Elton_John'],
7,['Billy Preston'],['/wiki/Billy_Preston'],1956 2005
8,['Carly Simon'],['/wiki/Carly_Simon'],
9,['Diana Ross'],['/wiki/Diana_Ross'],
10,['Vicki Lawrence'],['/wiki/Vicki_Lawrence'],
11,['Clint Holmes'],['/wiki/Clint_Holmes'],
12,['Stories'],['/wiki/Stories_(band)'],1972 1974
13,['Helen Reddy'],['/wiki/Helen_Reddy'],
14,['Billy Paul'],['/wiki/Billy_Paul'],1952 2016
15,['The Edgar Winter Group'],['/wiki/Edgar_Winter'],1969
16,['Dobie Gray'],['/wiki/Dobie_Gray'],1960 2011
17,['Sweet'],['/wiki/The_Sweet'],1968 (1968)–1982 (1982) 1985 (1985)–present
18,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
19,['Cher'],['/wiki/Cher'],
20,['The Isley Brothers'],['/wiki/The_Isley_Brothers'],1954
21,['Sylvia Robinson'],['/wiki/Sylvia_Robinson'],1950 2011
22,['Grand Funk Railroad'],['/wiki/Grand_Funk_Railroad'],1969–1976 1981–1983 1996–1998 2000–present
23,['Dr. John'],['/wiki/Dr._John'],1950 2019
24,['Skylark'],['/wiki/Skylark_(Canadian_band)'],1971 1973
25,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
26,['Paul Simon'],['/wiki/Paul_Simon'],1956
27,['Maureen McGovern'],['/wiki/Maureen_McGovern'],1967 2022
28,['John Denver'],['/wiki/John_Denver'],
29,['Stealers Wheel'],['/wiki/Stealers_Wheel'],1972 1975 2008
30,['Three Dog Night'],['/wiki/Three_Dog_Night'],1967 1976 1981
31,"[""The O'Jays""]",['/wiki/The_O%27Jays'],1958
32,['Barry White'],['/wiki/Barry_White'],1958 2003
33,['Tony Orlando and Dawn'],['/wiki/Tony_Orlando_and_Dawn'],1970 1977 1988 1993 2005 2015 2016 2018
34,['Eddie Kendricks'],['/wiki/Eddie_Kendricks'],1955 1992
35,['Anne Murray'],['/wiki/Anne_Murray'],1967 2008
36,['King Harvest'],['/wiki/King_Harvest'],1969 1976 2012 2016
37,"[""Bobby 'Boris' Pickett""]",['/wiki/Bobby_%27Boris%27_Pickett'],1959 2007
38,['Bloodstone'],['/wiki/Bloodstone_(band)'],1962
39,['Seals and Crofts'],['/wiki/Seals_and_Crofts'],1969 1980 1991 1992 2004
40,['The Doobie Brothers'],['/wiki/The_Doobie_Brothers'],1970 (1970)–1982 (1982) 1987 (1987)–present
41,['George Harrison'],['/wiki/George_Harrison'],
42,['Sly & the Family Stone'],['/wiki/Sly_%26_the_Family_Stone'],1966 1983
43,['Jermaine Jackson'],['/wiki/Jermaine_Jackson'],
44,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952 1989
45,['New York City'],['/wiki/New_York_City_(band)'],1972 1975
46,['The Spinners'],['/wiki/The_Spinners_(American_band)'],1954
47,['Elton John'],['/wiki/Elton_John'],
48,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952 1989
49,['Deep Purple'],['/wiki/Deep_Purple'],1968–1976 1984–present
50,['Dr. Hook & The Medicine Show'],['/wiki/Dr._Hook_%26_The_Medicine_Show'],1968 1985 1988-2015 2019
51,['Charlie Rich'],['/wiki/Charlie_Rich'],1958 1995
52,['Loggins and Messina'],['/wiki/Loggins_and_Messina'],1971–1976 2005 2009
53,['Chicago'],['/wiki/Chicago_(band)'],1967
54,['War'],['/wiki/War_(U.S._band)'],1969
55,['Paul McCartney & Wings'],['/wiki/Paul_McCartney_and_Wings'],1971 1981
56,['Hurricane Smith'],['/wiki/Norman_Smith_(record_producer)'],
57,['Johnnie Taylor'],['/wiki/Johnnie_Taylor'],1953 2000
58,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
