,band_singer,singer_url,active_years
59,['The Four Tops'],['/wiki/The_Four_Tops'],1953
60,"['Eric Weissberg', 'Steve Mandell']","['/wiki/Eric_Weissberg', '/wiki/Steve_Mandell']",1958 2020
61,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
62,['Al Green'],['/wiki/Al_Green'],1955
63,['B.W. Stevenson'],['/wiki/B.W._Stevenson'],1972 1988
64,['Curtis Mayfield'],['/wiki/Curtis_Mayfield'],1956 1999
65,['Edward Bear'],['/wiki/Edward_Bear'],
66,"[""Gilbert O'Sullivan""]",['/wiki/Gilbert_O%27Sullivan'],1967
67,['Steely Dan'],['/wiki/Steely_Dan'],1971 1981 1993
68,['Focus'],['/wiki/Focus_(band)'],1969–1978 1990 1997–1999 2002–present
69,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
70,['Bette Midler'],['/wiki/Bette_Midler'],
71,"[""Gilbert O'Sullivan""]",['/wiki/Gilbert_O%27Sullivan'],1967
72,['Steely Dan'],['/wiki/Steely_Dan'],1971 1981 1993
73,['Paul Simon'],['/wiki/Paul_Simon'],1956
74,['Timmy Thomas'],['/wiki/Timmy_Thomas'],1960 1990
75,['Bette Midler'],['/wiki/Bette_Midler'],
76,['Tower of Power'],['/wiki/Tower_of_Power'],1968
77,['Johnny Rivers'],['/wiki/Johnny_Rivers'],1956
78,['The Allman Brothers Band'],['/wiki/The_Allman_Brothers_Band'],1969–1976 1978–1982 1989–2014
79,['The Temptations'],['/wiki/The_Temptations'],1960
80,['Helen Reddy'],['/wiki/Helen_Reddy'],
81,['The Spinners'],['/wiki/The_Spinners_(American_band)'],1954
82,['Donna Fargo'],['/wiki/Donna_Fargo'],1967
83,['Ohio Players'],['/wiki/Ohio_Players'],1959 1959
84,['The Rolling Stones'],['/wiki/The_Rolling_Stones'],1962
85,['Blue Ridge Rangers'],['/wiki/John_Fogerty'],1959
86,['Lobo'],['/wiki/Lobo_(musician)'],1961
87,['The Stylistics'],['/wiki/The_Stylistics'],1968
88,['Jud Strunk'],['/wiki/Jud_Strunk'],1973 1976
89,['Deodato'],['/wiki/Eumir_Deodato'],1959
90,['Johnny Nash'],['/wiki/Johnny_Nash'],1956 2020
91,['Pink Floyd'],['/wiki/Pink_Floyd'],1965–1994 2005 2007 2013–2014 2022
92,['War'],['/wiki/War_(American_band)'],1969
93,['War'],['/wiki/War_(American_band)'],1969
94,['The Pointer Sisters'],['/wiki/The_Pointer_Sisters'],1970
95,['The Edgar Winter Group'],['/wiki/Edgar_Winter'],1969
96,['David Bowie'],['/wiki/David_Bowie'],
97,['Albert Hammond'],['/wiki/Albert_Hammond'],1960
98,['Donny Osmond'],['/wiki/Donny_Osmond'],1963
99,['The Temptations'],['/wiki/The_Temptations'],1960
