,band_singer,singer_url,active_years
0,"['Usher', 'Lil Jon', 'Ludacris']","['/wiki/Usher_(musician)', '/wiki/Lil_Jon', '/wiki/Ludacris']",1991
1,['Usher'],['/wiki/Usher_(musician)'],
2,['Alicia Keys'],['/wiki/Alicia_Keys'],
3,['Maroon 5'],['/wiki/Maroon_5'],1994
4,"['OutKast', 'Sleepy Brown']","['/wiki/OutKast', '/wiki/Sleepy_Brown']",1992–2007 2014 1992
5,['Hoobastank'],['/wiki/Hoobastank'],1994
6,"['Mario Winans', 'Enya', 'P. Diddy']","['/wiki/Mario_Winans', '/wiki/Enya', '/wiki/Sean_Combs']",1988 1980
7,['OutKast'],['/wiki/OutKast'],1992–2007 2014
8,"['Ciara', 'Petey Pablo']","['/wiki/Ciara', '/wiki/Petey_Pablo']",1998
9,"['Terror Squad', 'Fat Joe', 'Remy Ma']","['/wiki/Terror_Squad_(group)', '/wiki/Fat_Joe', '/wiki/Remy_Ma']",1998 2006 1992 2000
10,['J-Kwon'],['/wiki/J-Kwon'],2003 2013
11,['Usher'],['/wiki/Usher_(musician)'],
12,"['Juvenile', 'Soulja Slim']","['/wiki/Juvenile_(rapper)', '/wiki/Soulja_Slim']",1991 1993 2003
13,['Petey Pablo'],['/wiki/Petey_Pablo'],1998
14,['3 Doors Down'],['/wiki/3_Doors_Down'],1996
15,"['Twista', 'Kanye West', 'Jamie Foxx']","['/wiki/Twista', '/wiki/Kanye_West', '/wiki/Jamie_Foxx']",1989
16,['Nickelback'],['/wiki/Nickelback'],1995 1995
17,['Beyoncé'],['/wiki/Beyonc%C3%A9_Knowles'],
18,['Evanescence'],['/wiki/Evanescence'],1995
19,"[""Lil' Flip""]",['/wiki/Lil%27_Flip'],1999
20,['Jay-Z'],['/wiki/Jay-Z'],
21,['Nina Sky'],['/wiki/Nina_Sky'],2003 2003
22,['Christina Milian'],['/wiki/Christina_Milian'],
23,"['Usher', 'Alicia Keys']","['/wiki/Usher_(musician)', '/wiki/Alicia_Keys']",
24,"['Chingy', 'J-Weav']","['/wiki/Chingy', '/wiki/Jason_Weaver']",2000
25,['Beyoncé'],['/wiki/Beyonc%C3%A9_Knowles'],
26,"['Kevin Lyttle', 'Spragga Benz']","['/wiki/Kevin_Lyttle', '/wiki/Spragga_Benz']",2001 1991
27,['Sheryl Crow'],['/wiki/Sheryl_Crow'],1987
28,['Alicia Keys'],['/wiki/Alicia_Keys'],
29,"['Nelly', 'Jaheim']","['/wiki/Nelly', '/wiki/Jaheim']",1996
30,['Twista'],['/wiki/Twista'],1989
31,"['Cassidy', 'R. Kelly']","['/wiki/Cassidy_(rapper)', '/wiki/R._Kelly']",2001
32,['Linkin Park'],['/wiki/Linkin_Park'],1996 2017
33,"['Alicia Keys', 'Tony! Toni! Toné!']","['/wiki/Alicia_Keys', '/wiki/Tony!_Toni!_Ton%C3%A9!']",1986 1997
34,['Maroon 5'],['/wiki/Maroon_5'],1994
35,['Dido'],['/wiki/Dido_(singer)'],1995
36,['Los Lonely Boys'],['/wiki/Los_Lonely_Boys'],1996 2019 2022
37,['No Doubt'],['/wiki/No_Doubt'],1986–2004 2008–2015 (on hiatus)
38,['Ashlee Simpson'],['/wiki/Ashlee_Simpson'],
39,['JoJo'],['/wiki/JoJo_(singer)'],1998
40,['Kelis'],['/wiki/Kelis'],
41,['Ludacris'],['/wiki/Ludacris'],
42,['Kanye West'],['/wiki/Kanye_West'],
43,"['Akon', 'Styles P']","['/wiki/Akon', '/wiki/Styles_P']",1994
44,"['Ludacris', 'Shawnna']","['/wiki/Ludacris', '/wiki/Shawnna']",1996
45,"['Baby Bash', 'Frankie J']","['/wiki/Baby_Bash', '/wiki/Frankie_J']",1996 1993
46,"['Kanye West', 'Syleena Johnson']","['/wiki/Kanye_West', '/wiki/Syleena_Johnson']",
47,['Britney Spears'],['/wiki/Britney_Spears'],
48,"['Ying Yang Twins', 'Lil Jon & the East Side Boyz']","['/wiki/Ying_Yang_Twins', '/wiki/Lil_Jon']",1999 1991
49,['Jessica Simpson'],['/wiki/Jessica_Simpson'],
50,['Switchfoot'],['/wiki/Switchfoot'],1996–present
51,"['Houston', 'Chingy', 'Nate Dogg', 'I-20']","['/wiki/Houston_(singer)', '/wiki/Chingy', '/wiki/Nate_Dogg', '/wiki/I-20_(rapper)']",2003 2005 2000 1990 2008 1996
52,['Ruben Studdard'],['/wiki/Ruben_Studdard'],2002
53,['Avril Lavigne'],['/wiki/Avril_Lavigne'],
54,['Lloyd Banks'],['/wiki/Lloyd_Banks'],2001
55,['OutKast'],['/wiki/OutKast'],1992–2007 2014
56,['Jagged Edge'],['/wiki/Jagged_Edge_(American_group)'],1995
57,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990 2006
58,['D12'],['/wiki/D12'],1996–2006 2008–present
59,"['Sean Paul', 'Sasha']","['/wiki/Sean_Paul', '/wiki/Sasha_(deejay)']",1992
60,['Kanye West'],['/wiki/Kanye_West'],
61,"['Jadakiss', 'Anthony Hamilton']","['/wiki/Jadakiss', '/wiki/Anthony_Hamilton_(musician)']",1994 1992
62,['Eamon'],['/wiki/Eamon_(singer)'],2003
63,['Avant'],['/wiki/Avant_(singer)'],1999
64,"[""Lil' Flip""]",['/wiki/Lil%27_Flip'],1999
65,['Finger Eleven'],['/wiki/Finger_Eleven'],1990
66,['LL Cool J'],['/wiki/LL_Cool_J'],
67,"['YoungBloodZ', 'Lil Jon']","['/wiki/YoungBloodZ', '/wiki/Lil_Jon']",1997 2008 2014 1991
68,"['Beyoncé', 'Sean Paul']","['/wiki/Beyonc%C3%A9_Knowles', '/wiki/Sean_Paul']",
69,"['Lil Jon & the East Side Boyz', 'Ying Yang Twins']","['/wiki/Lil_Jon', '/wiki/Ying_Yang_Twins']",1991 1999
70,"['Snoop Dogg', 'Pharrell']","['/wiki/Snoop_Dogg', '/wiki/Pharrell_Williams']",
71,['Monica'],['/wiki/Monica_(singer)'],
72,['Ryan Cabrera'],['/wiki/Ryan_Cabrera'],2001
73,['Kelly Clarkson'],['/wiki/Kelly_Clarkson'],
74,"['Santana', 'Alex Band', 'Chad Kroeger']","['/wiki/Santana_(band)', '/wiki/Alex_Band', '/wiki/Chad_Kroeger']",1966 1999 1995
75,['Jet'],['/wiki/Jet_(band)'],2001–2012 2016–2019
76,['Five for Fighting'],['/wiki/Five_for_Fighting'],1988
77,['R. Kelly'],['/wiki/R._Kelly'],
78,['Linkin Park'],['/wiki/Linkin_Park'],1996 2017
79,"['Nick Cannon', 'R. Kelly']","['/wiki/Nick_Cannon', '/wiki/R._Kelly']",
80,['Tim McGraw'],['/wiki/Tim_McGraw'],
81,['Alan Jackson'],['/wiki/Alan_Jackson'],1983
82,['Britney Spears'],['/wiki/Britney_Spears'],
83,"['Lloyd', 'Ashanti']","['/wiki/Lloyd_(singer)', '/wiki/Ashanti_(singer)']",2003 2001
84,"['Beenie Man', 'Ms. Thing']","['/wiki/Beenie_Man', '/wiki/Ms._Thing_(singer)']",2002 2014
85,"['G-Unit', 'Joe']","['/wiki/G-Unit', '/wiki/Joe_(singer)']",2001 2022 1992
86,"['Chingy', 'Ludacris', 'Snoop Dogg']","['/wiki/Chingy', '/wiki/Ludacris', '/wiki/Snoop_Dogg']",2000
87,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
88,"['Kenny Chesney', 'Uncle Kracker']","['/wiki/Kenny_Chesney', '/wiki/Uncle_Kracker']",1988 1987
89,['Toby Keith'],['/wiki/Toby_Keith'],1993
90,['Jay-Z'],['/wiki/Jay-Z'],
91,['Avril Lavigne'],['/wiki/Avril_Lavigne'],
92,['Keith Urban'],['/wiki/Keith_Urban'],
93,['R. Kelly'],['/wiki/R._Kelly'],
94,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
95,"['Nelly', 'Tim McGraw']","['/wiki/Nelly', '/wiki/Tim_McGraw']",
96,['Gretchen Wilson'],['/wiki/Gretchen_Wilson'],2003
97,['Eminem'],['/wiki/Eminem'],
98,['John Michael Montgomery'],['/wiki/John_Michael_Montgomery'],1991
99,['Kenny Chesney'],['/wiki/Kenny_Chesney'],1988
