,band_singer,singer_url,active_years
57,['Five Americans'],['/wiki/Five_Americans'],1965 1965 1969 1969
58,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
59,['The Monkees'],['/wiki/The_Monkees'],1966–1970 1986–1989 1996–1997 2001–2002 2010–2021
60,['Lesley Gore'],['/wiki/Lesley_Gore'],
61,['The Mamas & the Papas'],['/wiki/The_Mamas_%26_the_Papas'],1965 1968 1971 1998
62,['The Young Rascals'],['/wiki/The_Rascals'],1965–1972 1988 2010 2012–2013
63,['The Hollies'],['/wiki/The_Hollies'],1962 1962
64,['Blues Magoos'],['/wiki/Blues_Magoos'],1964 1970 2008
65,['The Easybeats'],['/wiki/The_Easybeats'],1964 1969 1986
66,['The Bar-Kays'],['/wiki/The_Bar-Kays'],1964 1989 1991
67,['The Spencer Davis Group'],['/wiki/The_Spencer_Davis_Group'],1963–1969 1973–1974 2006–2020
68,['The Hombres'],['/wiki/The_Hombres'],1966 1969
69,['The Grass Roots'],['/wiki/The_Grass_Roots'],1965
70,['Peaches & Herb'],['/wiki/Peaches_%26_Herb'],1966
71,['Booker T & the M.G.s'],['/wiki/Booker_T_%26_the_M.G.s'],1962 1971 1973 1977 1992 2012
72,['Wilson Pickett'],['/wiki/Wilson_Pickett'],1955 2006
73,['The Monkees'],['/wiki/The_Monkees'],1966–1970 1986–1989 1996–1997 2001–2002 2010–2021
74,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
75,['Aaron Neville'],['/wiki/Aaron_Neville'],1960
76,['James Brown'],['/wiki/James_Brown'],
77,['The Turtles'],['/wiki/The_Turtles'],"1965–19701983–present (""featuring Flo & Eddie"")"
78,['Keith'],['/wiki/Keith_(singer)'],1966
79,['Ray Charles'],['/wiki/Ray_Charles'],
80,['Jefferson Airplane'],['/wiki/Jefferson_Airplane'],1965 1973 1989 1996
81,['Four Tops'],['/wiki/Four_Tops'],1953
82,['Sonny & Cher'],['/wiki/Sonny_%26_Cher'],1964 1977
83,['The Royal Guardsmen'],['/wiki/The_Royal_Guardsmen'],1966
84,['Janis Ian'],['/wiki/Janis_Ian'],1965
85,['Neil Diamond'],['/wiki/Neil_Diamond'],
86,"['Marvin Gaye', 'Tammi Terrell']","['/wiki/Marvin_Gaye', '/wiki/Tammi_Terrell']",
87,['Sandy Posey'],['/wiki/Sandy_Posey'],1965
88,['The Tremeloes'],['/wiki/The_Tremeloes'],1958
89,['Robert Knight'],['/wiki/Robert_Knight_(musician)'],1961 2017
90,"['Peter, Paul and Mary']","['/wiki/Peter,_Paul_and_Mary']",1961 (1961)–1970 (1970)1978 (1978)–2009 (2009)
91,['Bill Cosby'],['/wiki/Bill_Cosby'],
92,['The Electric Prunes'],['/wiki/The_Electric_Prunes'],1965 1970 1999
93,['The Monkees'],['/wiki/The_Monkees'],1966–1970 1986–1989 1996–1997 2001–2002 2010–2021
94,['Johnny Rivers'],['/wiki/Johnny_Rivers'],1956
95,['Tommy James and the Shondells'],['/wiki/Tommy_James_and_the_Shondells'],1964 1964
96,['Tom Jones'],['/wiki/Tom_Jones_(singer)'],
97,['The Who'],['/wiki/The_Who'],1964–1983 1985 1988–1991 1996–1997 1999–present
98,['Petula Clark'],['/wiki/Petula_Clark'],1940
99,['Neil Diamond'],['/wiki/Neil_Diamond'],
