,band_singer,singer_url,active_years
0,['Simon & Garfunkel'],['/wiki/Simon_%26_Garfunkel'],1956–1958 1963–1970 1972 1975–1977 1981–1984 1990 1993 2003–2005 2007–2010
1,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
2,['The Guess Who'],['/wiki/The_Guess_Who'],1965 (1965)–1975 (1975) 1977 (1977)–present
3,['B.J. Thomas'],['/wiki/B.J._Thomas'],1966 2021
4,['Edwin Starr'],['/wiki/Edwin_Starr'],1962 2003
5,['Diana Ross'],['/wiki/Diana_Ross'],
6,['The Jackson 5'],['/wiki/The_Jackson_5'],1964 1989 2001 2012
7,['Rare Earth'],['/wiki/Rare_Earth_(band)'],1968 1968
8,['The Beatles'],['/wiki/The_Beatles'],1960 1970
9,['Freda Payne'],['/wiki/Freda_Payne'],
10,['Three Dog Night'],['/wiki/Three_Dog_Night'],1967 1976 1981
11,['Ray Stevens'],['/wiki/Ray_Stevens'],1957
12,['Bread'],['/wiki/Bread_(band)'],1968–1973 1976–1978 1996–1997
13,['Vanity Fare'],['/wiki/Vanity_Fare'],1966
14,['The Jackson 5'],['/wiki/The_Jackson_5'],1964 1989 2001 2012
15,['The Jackson 5'],['/wiki/The_Jackson_5'],1964 1989 2001 2012
16,['Neil Diamond'],['/wiki/Neil_Diamond'],
17,['Dawn'],['/wiki/Tony_Orlando_and_Dawn'],1970 1977 1988 1993 2005 2015 2016 2018
18,['Sly & the Family Stone'],['/wiki/Sly_%26_the_Family_Stone'],1966 1983
19,"['Eric Burdon', 'War']","['/wiki/Eric_Burdon', '/wiki/War_(U.S._band)']",1960 1969
20,['Five Stairsteps'],['/wiki/Five_Stairsteps'],1965 1976 1981
21,['Norman Greenbaum'],['/wiki/Norman_Greenbaum'],1965
22,['Melanie'],['/wiki/Melanie_Safka'],1967
23,['The Temptations'],['/wiki/The_Temptations'],1960
24,['The Moments'],"['/wiki/Ray,_Goodman_%26_Brown']",1965 1978 1978
25,['The Poppy Family'],['/wiki/The_Poppy_Family'],1968 1972 2017
26,['Free'],['/wiki/Free_(band)'],1968 1968 1973
27,['The Jackson 5'],['/wiki/The_Jackson_5'],1964 1989 2001 2012
28,['Bobby Sherman'],['/wiki/Bobby_Sherman'],1962 1997
29,['Sugarloaf'],['/wiki/Sugarloaf_(band)'],1968 1978 1985 1989 1991 2012
30,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
31,['Blues Image'],['/wiki/Blues_Image'],1966 1966 1970 1970
32,['Shocking Blue'],['/wiki/Shocking_Blue'],1967 1967 1974 1974 1979 1980 1984
33,['John Lennon'],['/wiki/John_Lennon'],
34,['Clarence Carter'],['/wiki/Clarence_Carter'],1962
35,['Creedence Clearwater Revival'],['/wiki/Creedence_Clearwater_Revival'],1959 (1959)–1972 (1972) 
36,['Brook Benton'],['/wiki/Brook_Benton'],1948 1988
37,"['Kenny Rogers', 'The First Edition']","['/wiki/Kenny_Rogers', '/wiki/The_First_Edition_(band)']",1956 2017 1967–1976 2010 2014–2015
38,['Chairmen of the Board'],['/wiki/Chairmen_of_the_Board'],1967
39,['Edison Lighthouse'],['/wiki/Edison_Lighthouse'],1969 1969 1972 1972 1974 1974
40,['The Beatles'],['/wiki/The_Beatles'],1960 1970
