,band_singer,singer_url,active_years
41,['Anne Murray'],['/wiki/Anne_Murray'],1967 2008
42,['Marmalade'],['/wiki/Marmalade_(band)'],1966
43,['Eddie Holman'],['/wiki/Eddie_Holman'],1956
44,['The Jaggerz'],['/wiki/The_Jaggerz'],1964 1977
45,['The Hollies'],['/wiki/The_Hollies'],1962 1962
46,"[""Alive N Kickin'""]",['/wiki/Alive_N_Kickin%27'],1968-1971 1976-present
47,['Badfinger'],['/wiki/Badfinger'],1961–1975 1978–1990
48,['Simon & Garfunkel'],['/wiki/Simon_%26_Garfunkel'],1956–1958 1963–1970 1972 1975–1977 1981–1984 1990 1993 2003–2005 2007–2010
49,['Charles Wright & the Watts 103rd Street Rhythm Band'],['/wiki/Charles_Wright_%26_the_Watts_103rd_Street_Rhythm_Band'],1962
50,['Tyrone Davis'],['/wiki/Tyrone_Davis'],1968 2003
51,['The Kinks'],['/wiki/The_Kinks'],1963–1996
52,['Mungo Jerry'],['/wiki/Mungo_Jerry'],1970
53,['R. Dean Taylor'],['/wiki/R._Dean_Taylor'],1961 1980
54,['Rare Earth'],['/wiki/Rare_Earth_(band)'],1968 1968
55,['Bobby Sherman'],['/wiki/Bobby_Sherman'],1962 1997
56,['Charles Wright & the Watts 103rd Street Rhythm Band'],['/wiki/Charles_Wright_%26_the_Watts_103rd_Street_Rhythm_Band'],1962
57,['The Four Tops'],['/wiki/The_Four_Tops'],1953
58,['Chicago'],['/wiki/Chicago_(band)'],1967
59,['Frijid Pink'],['/wiki/Frijid_Pink'],1967–1975 2007–present
60,['Chicago'],['/wiki/Chicago_(band)'],1967
61,['White Plains'],['/wiki/White_Plains_(band)'],1969-1976 1978 2004-2006
62,['The Friends of Distinction'],['/wiki/The_Friends_of_Distinction'],1968 1975
63,['The Brotherhood of Man'],['/wiki/The_Brotherhood_of_Man'],1969
64,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
65,['Mark Lindsay'],['/wiki/Mark_Lindsay'],1958
66,['James Taylor'],['/wiki/James_Taylor'],
67,['Gene Chandler'],['/wiki/Gene_Chandler'],
68,['Santana'],['/wiki/Santana_(band)'],1966
69,['The Guess Who'],['/wiki/The_Guess_Who'],1965 (1965)–1975 (1975) 1977 (1977)–present
70,['The Delfonics'],['/wiki/The_Delfonics'],1965 2022
71,['Elvis Presley'],['/wiki/Elvis_Presley'],1953 1977
72,['Creedence Clearwater Revival'],['/wiki/Creedence_Clearwater_Revival'],1959 (1959)–1972 (1972) 
73,['Ronnie Dyson'],['/wiki/Ronnie_Dyson'],1968 1990
74,['B.J. Thomas'],['/wiki/B.J._Thomas'],1966 2021
75,['The Spinners'],['/wiki/The_Spinners_(American_band)'],1954
76,['Bobbi Martin'],['/wiki/Bobbi_Martin'],1960 1990
77,['Mountain'],['/wiki/Mountain_(band)'],1969–1974 1981–1985 1992–1998 2001–2010
78,['Ike & Tina Turner'],['/wiki/Ike_%26_Tina_Turner'],1960 1976
79,['Joe Cocker'],['/wiki/Joe_Cocker'],1961 2014
80,['Tee-Set'],['/wiki/Tee-Set'],1965 1979
81,['The Originals'],['/wiki/The_Originals_(band)'],1966 1982 1989
82,['Christie'],['/wiki/Christie_(band)'],1965 1976 1990
83,['100 Proof (Aged in Soul)'],['/wiki/100_Proof_(Aged_in_Soul)'],
84,['The Ides of March'],['/wiki/The_Ides_of_March_(band)'],1966–1973 1990–present
85,['The Pipkins'],['/wiki/The_Pipkins'],1970
86,['Robin McNamara'],['/wiki/Robin_McNamara'],
87,['The Supremes'],['/wiki/The_Supremes'],1959–1977 1983 2000
88,['Creedence Clearwater Revival'],['/wiki/Creedence_Clearwater_Revival'],1959 (1959)–1972 (1972) 
89,['The Sandpipers'],['/wiki/The_Sandpipers'],1966 1975
90,['The Temptations'],['/wiki/The_Temptations'],1960
91,['Tom Jones'],['/wiki/Tom_Jones_(singer)'],
92,['Pacific Gas & Electric'],['/wiki/Pacific_Gas_%26_Electric_(band)'],1967 1967 1973 1973
93,"['Crosby, Stills, Nash & Young']","['/wiki/Crosby,_Stills,_Nash_%26_Young']",1968–1970 1973–1974 1976–2015[5]
94,['Dionne Warwick'],['/wiki/Dionne_Warwick'],
95,['The New Seekers'],['/wiki/The_New_Seekers'],1969 1974 1976 2010
96,['Joe South'],['/wiki/Joe_South'],1958 2012
97,['B.B. King'],['/wiki/B.B._King'],1942 2014
98,['Glen Campbell'],['/wiki/Glen_Campbell'],
99,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
