,band_singer,singer_url,active_years
0,['Los del Río'],['/wiki/Los_del_R%C3%ADo'],1962–present
1,"['Mariah Carey', 'Boyz II Men']","['/wiki/Mariah_Carey', '/wiki/Boyz_II_Men']",1988–present 1985–present
2,['Celine Dion'],['/wiki/Celine_Dion'],1980–present
3,['The Tony Rich Project'],['/wiki/Tony_Rich'],1993–present
4,['Mariah Carey'],['/wiki/Mariah_Carey'],1988–present
5,['Tracy Chapman'],['/wiki/Tracy_Chapman'],1986–present
6,['Bone Thugs-n-Harmony'],['/wiki/Bone_Thugs-n-Harmony'],1991–present
7,['Donna Lewis'],['/wiki/Donna_Lewis'],
8,['Toni Braxton'],['/wiki/Toni_Braxton'],1989–present
9,['Keith Sweat'],['/wiki/Keith_Sweat'],1975–present
10,"[""Quad City DJ's""]",['/wiki/Quad_City_DJ%27s'],1988–1997 2012–present
11,['Everything but the Girl'],['/wiki/Everything_but_the_Girl'],1982–2000 2021–present
12,['Alanis Morissette'],['/wiki/Alanis_Morissette'],1986–present
13,['Whitney Houston'],['/wiki/Whitney_Houston'],1977–2012
14,['Gin Blossoms'],['/wiki/Gin_Blossoms'],1987
15,['Brandy'],['/wiki/Brandy_Norwood'],1993–present
16,"['2Pac', 'K-Ci and JoJo', 'Dr. Dre', 'Roger Troutman']","['/wiki/2Pac', '/wiki/K-Ci_and_JoJo', '/wiki/Dr._Dre', '/wiki/Roger_Troutman']",1989–1996 1996–present 1985–present 1975–1999
17,['Celine Dion'],['/wiki/Celine_Dion'],1980–present
18,['Eric Clapton'],['/wiki/Eric_Clapton'],1962–present
19,['LL Cool J'],['/wiki/LL_Cool_J'],1984–present
20,['LL Cool J'],['/wiki/LL_Cool_J'],1984–present
21,['Jann Arden'],['/wiki/Jann_Arden'],1992–present
22,['La Bouche'],['/wiki/La_Bouche'],1994–2002 2007–present
23,['Goo Goo Dolls'],['/wiki/Goo_Goo_Dolls'],1986–present
24,['Jewel'],['/wiki/Jewel_(singer)'],1994–present
25,['No Mercy'],['/wiki/No_Mercy_(pop_band)'],1995–present
26,['R. Kelly'],['/wiki/R._Kelly'],1989–2019
27,['Dishwalla'],['/wiki/Dishwalla'],1993–2005 2008–present
28,['Alanis Morissette'],['/wiki/Alanis_Morissette'],1986–present
29,['Joan Osborne'],['/wiki/Joan_Osborne'],1989–present
30,['Natalie Merchant'],['/wiki/Natalie_Merchant'],1981–present
31,['Mary J. Blige'],['/wiki/Mary_J._Blige'],1988–present
32,"['Coolio', 'L.V.']","['/wiki/Coolio', '/wiki/L.V._(singer)']",1987–2022 1990–present
33,"['112', 'The Notorious B.I.G.']","['/wiki/112_(band)', '/wiki/The_Notorious_B.I.G.']",1993–present 1993–present 1992–1997
34,"['R. Kelly', 'Ronald Isley']","['/wiki/R._Kelly', '/wiki/Ronald_Isley']",1989–2019 1954–present
35,['SWV'],['/wiki/SWV'],1988
36,['La Bouche'],['/wiki/La_Bouche'],1994–2002 2007–present
37,['Monica'],['/wiki/Monica_(singer)'],1993–present
38,['Deep Blue Something'],['/wiki/Deep_Blue_Something'],1991–2001 2014–present
39,['Coolio'],['/wiki/Coolio'],1987–2022
40,['Collective Soul'],['/wiki/Collective_Soul'],1992–present
41,"['Blackstreet', 'Dr. Dre']","['/wiki/Blackstreet', '/wiki/Dr._Dre']",1991–2003 2014–present 1985–present
42,['3T'],['/wiki/3T'],1994–2012 2013–present
43,['The Smashing Pumpkins'],['/wiki/The_Smashing_Pumpkins'],1988–2000 2006–present
44,['TLC'],['/wiki/TLC_(band)'],1990–present
45,['Monica'],['/wiki/Monica_(singer)'],1993–present
46,['Total'],['/wiki/Total_(group)'],1994–2001 2014–present
47,"['Whitney Houston', 'CeCe Winans']","['/wiki/Whitney_Houston', '/wiki/CeCe_Winans']",1977–2012 1981–present
48,['Mariah Carey'],['/wiki/Mariah_Carey'],1988–present
49,['Hootie & the Blowfish'],['/wiki/Hootie_%26_the_Blowfish'],1986–2008 2018–present
50,['Madonna'],['/wiki/Madonna'],1979–present
51,['Az Yet'],['/wiki/Az_Yet'],1989–present
52,['Merril Bainbridge'],['/wiki/Merril_Bainbridge'],1977–2003 2015–present
53,['Color Me Badd'],['/wiki/Color_Me_Badd'],1985 1985 1998 2010–2019 2022–present
54,['Joe'],['/wiki/Joe_(singer)'],1992–present
55,['Oasis'],['/wiki/Oasis_(band)'],1991–2009
56,['Busta Rhymes'],['/wiki/Busta_Rhymes'],1986–present
57,['Groove Theory'],['/wiki/Groove_Theory'],1993–2001
58,['Outkast'],['/wiki/Outkast'],1992
59,['Blues Traveler'],['/wiki/Blues_Traveler'],1987–present
60,['LL Cool J'],['/wiki/LL_Cool_J'],1984–present
61,['George Michael'],['/wiki/George_Michael'],1981–2016
62,"['Case', 'Foxy Brown']","['/wiki/Case_(singer)', '/wiki/Foxy_Brown_(rapper)']",1992–present 1994–present
63,['Kris Kross'],['/wiki/Kris_Kross'],1990–2002 2007–2013
64,['Robert Miles'],['/wiki/Robert_Miles'],1984–2017
65,"['Adam Clayton', 'Larry Mullen']","['/wiki/Adam_Clayton', '/wiki/Larry_Mullen,_Jr.']",1976–present 1976–present
66,['BoDeans'],['/wiki/BoDeans'],1983–present
67,['No Doubt'],['/wiki/No_Doubt'],1986–2004 2008–2015
68,['Aaliyah'],['/wiki/Aaliyah'],1989–2001
69,"[""D'Angelo""]",['/wiki/D%27Angelo'],1991–present
70,['John Mellencamp'],['/wiki/John_Mellencamp'],1976–present
71,['Ginuwine'],['/wiki/Ginuwine'],1991–present
72,"['Keith Sweat', 'Athena Cage']","['/wiki/Keith_Sweat', '/wiki/Athena_Cage']",1975–present 1992
73,['Hootie & the Blowfish'],['/wiki/Hootie_%26_the_Blowfish'],1986–2008 2018–present
74,['Sheryl Crow'],['/wiki/Sheryl_Crow'],1987–present
75,['Sophie B. Hawkins'],['/wiki/Sophie_B._Hawkins'],1990–present
76,"['MC Lyte', 'Xscape']","['/wiki/MC_Lyte', '/wiki/Xscape_(band)']",1987–present 1991–1998 2001–2006 2017–present
77,['Natalie Merchant'],['/wiki/Natalie_Merchant'],1981–present
78,['Melissa Etheridge'],['/wiki/Melissa_Etheridge'],1985–present
79,['Deborah Cox'],['/wiki/Deborah_Cox'],1987–present
80,['Toni Braxton'],['/wiki/Toni_Braxton'],1989–present
81,['Amber'],['/wiki/Amber_(performer)'],1990–present
82,['R. Kelly'],['/wiki/R._Kelly'],1989–2019
83,['Janet Jackson'],['/wiki/Janet_Jackson'],1974–present
84,['Planet Soul'],['/wiki/Planet_Soul'],
85,['New Edition'],['/wiki/New_Edition'],1978–1990 1996–1997 2002–present
86,['Total'],['/wiki/Total_(group)'],1994–2001 2014–present
87,"[""Ghost Town DJ's""]",['/wiki/Ghost_Town_DJ%27s'],1995–1997
88,"['Junior M.A.F.I.A.', 'The Notorious B.I.G.']","['/wiki/Junior_M.A.F.I.A.', '/wiki/The_Notorious_B.I.G.']",1994–1997 2004–2007 2019 1992–1997
89,"['Maxi Priest', 'Shaggy']","['/wiki/Maxi_Priest', '/wiki/Shaggy_(musician)']",1984–present 1992–present
90,"['Do or Die', 'Twista']","['/wiki/Do_or_Die_(group)', '/wiki/Twista']",1995–present 1989–present
91,['Metallica'],['/wiki/Metallica'],1981–present
92,['Crucial Conflict'],['/wiki/Crucial_Conflict'],1993–1999 2007–present
93,['Ace of Base'],['/wiki/Ace_of_Base'],1987–present
94,['Take That'],['/wiki/Take_That'],1990
95,['Pearl Jam'],['/wiki/Pearl_Jam'],1990–present
96,['Faith Evans'],['/wiki/Faith_Evans'],1994–present
97,['Los del Río'],['/wiki/Los_del_R%C3%ADo'],1962–present
98,['Hootie & the Blowfish'],['/wiki/Hootie_%26_the_Blowfish'],1986–2008 2018–present
99,['Seal'],['/wiki/Seal_(musician)'],1987–present
