,band_singer,singer_url,active_years
31,['The Moody Blues'],['/wiki/The_Moody_Blues'],1964–1974 1977–2018
32,['Raspberries'],['/wiki/Raspberries_(band)'],1970–1975 1999–2000 2004–2005
33,['Cornelius Brothers & Sister Rose'],['/wiki/Cornelius_Brothers_%26_Sister_Rose'],
34,"[""The O'Jays""]",['/wiki/The_O%27Jays'],1958
35,['The Osmonds'],['/wiki/The_Osmonds'],1970 1962 1982 2007 2018 2019 2007 2023
36,['Jonathan Edwards'],['/wiki/Jonathan_Edwards_(musician)'],1960
37,['Mel and Tim'],['/wiki/Mel_and_Tim'],1969 1974
38,['Badfinger'],['/wiki/Badfinger'],1961–1975 1978–1990
39,['Elton John'],['/wiki/Elton_John'],
40,['Michael Jackson'],['/wiki/Michael_Jackson'],1964 2009
41,['Daniel Boone'],['/wiki/Daniel_Boone_(singer)'],1958
42,['Dennis Coffey'],['/wiki/Dennis_Coffey'],1955
43,['Cat Stevens'],['/wiki/Cat_Stevens'],1965–1980 (as Cat Stevens) 1995–present (as Yusuf Islam or Yusuf) 2017–present (as Yusuf / Cat Stevens)
44,['Arlo Guthrie'],['/wiki/Arlo_Guthrie'],1965 2020 2023
45,['Ricky Nelson'],['/wiki/Ricky_Nelson'],1949 1985
46,['Johnny Nash'],['/wiki/Johnny_Nash'],1956 2020
47,['Elvis Presley'],['/wiki/Elvis_Presley'],1953 1977
48,['Betty Wright'],['/wiki/Betty_Wright'],1956 2020
49,['Argent'],['/wiki/Argent_(band)'],1969 1976 2010 2012 2013
50,['The Chakachas'],['/wiki/The_Chakachas'],
51,['Bread'],['/wiki/Bread_(band)'],1968–1973 1976–1978 1996–1997
52,['The Dramatics'],['/wiki/The_Dramatics'],1964
53,['Al Green'],['/wiki/Al_Green'],1955
54,['Donna Fargo'],['/wiki/Donna_Fargo'],1967
55,['T. Rex'],['/wiki/T._Rex_(band)'],1967 1977
56,['Paul Simon'],['/wiki/Paul_Simon'],1956
57,"['Roberta Flack', 'Donny Hathaway']","['/wiki/Roberta_Flack', '/wiki/Donny_Hathaway']",1968 2022 1967 1979
58,['Al Green'],['/wiki/Al_Green'],1955
59,['Derek and the Dominos'],['/wiki/Derek_and_the_Dominos'],1970 1971
60,['Aretha Franklin'],['/wiki/Aretha_Franklin'],
61,['Cher'],['/wiki/Cher'],
62,['Three Dog Night'],['/wiki/Three_Dog_Night'],1967 1976 1981
63,['Dr. Hook & the Medicine Show'],['/wiki/Dr._Hook_%26_the_Medicine_Show'],1968 1985 1988-2015 2019
64,['The Carpenters'],['/wiki/The_Carpenters'],1965 1983
65,['Harry Nilsson'],['/wiki/Harry_Nilsson'],1958 1992
66,['Donny Osmond'],['/wiki/Donny_Osmond'],1963
67,['Jim Croce'],['/wiki/Jim_Croce'],1964 1973
68,['Commander Cody and His Lost Planet Airmen'],['/wiki/Commander_Cody_and_His_Lost_Planet_Airmen'],1967 1976 1977 2021
69,['Sonny & Cher'],['/wiki/Sonny_%26_Cher'],1964 1977
70,['Apollo 100'],['/wiki/Apollo_100'],1971 1971 1973 1973
71,['Carly Simon'],['/wiki/Carly_Simon'],
72,['Three Dog Night'],['/wiki/Three_Dog_Night'],1967 1976 1981
73,['Charley Pride'],['/wiki/Charley_Pride'],1952 2020
74,['Alice Cooper'],['/wiki/Alice_Cooper_(band)'],1964 1964 1975 1975 1999 2006 2010 2011 2015 2017 2019
75,['Chicago'],['/wiki/Chicago_(band)'],1967
76,['Joe Simon'],['/wiki/Joe_Simon_(musician)'],1959 1990
77,['Bill Withers'],['/wiki/Bill_Withers'],1967 1985
78,['Sly & the Family Stone'],['/wiki/Sly_%26_the_Family_Stone'],1966 1983
79,['The Jimmy Castor Bunch'],['/wiki/The_Jimmy_Castor_Bunch'],
80,['Redbone'],['/wiki/Redbone_(band)'],1969 1977 1997
81,['Curtis Mayfield'],['/wiki/Curtis_Mayfield'],1956 1999
82,['Joe Simon'],['/wiki/Joe_Simon_(musician)'],1959 1990
83,"['Jerry Butler', 'Brenda Lee Eager']","['/wiki/Jerry_Butler', '/wiki/Brenda_Lee_Eager']",1958 1985 2018 1970
84,['Harry Chapin'],['/wiki/Harry_Chapin'],1950 1981
85,['Beverly Bremers'],['/wiki/Beverly_Bremers'],
86,['Bobby Vinton'],['/wiki/Bobby_Vinton'],1958 2015
87,['Todd Rundgren'],['/wiki/Todd_Rundgren'],1966
88,['Sailcat'],['/wiki/Sailcat'],
89,[None],['/wiki/Godspell_(1971_Off-Broadway_Cast)'],
90,['Yes'],['/wiki/Yes_(band)'],1968–1981 1983–2004 2008–present
91,['Jackson Browne'],['/wiki/Jackson_Browne'],1966
92,['The New Seekers'],['/wiki/The_New_Seekers'],1969 1974 1976 2010
93,['Don McLean'],['/wiki/Don_McLean'],1964
94,['The Detroit Emeralds'],['/wiki/The_Detroit_Emeralds'],1968 1978 2019
95,['Rick Springfield'],['/wiki/Rick_Springfield'],
96,['The Hillside Singers'],['/wiki/The_Hillside_Singers'],
97,['Love Unlimited'],['/wiki/Love_Unlimited'],1969 1985
98,['James Brown'],['/wiki/James_Brown'],
99,['The Isley Brothers'],['/wiki/The_Isley_Brothers'],1954
