,band_singer,singer_url,active_years
39,['Michael Martin Murphey'],['/wiki/Michael_Martin_Murphey'],1964–present
40,['Jessi Colter'],['/wiki/Jessi_Colter'],1970–present
41,['Wings'],['/wiki/Paul_McCartney_and_Wings'],1971–1981
42,['10cc'],['/wiki/10cc'],1972–1983 1991–1995 1999–present
43,['Billy Swan'],['/wiki/Billy_Swan'],1962–present
44,"['Hamilton, Joe Frank & Reynolds']","['/wiki/Hamilton,_Joe_Frank_%26_Reynolds']",1968–1976 1986–1988
45,['Morris Albert'],['/wiki/Morris_Albert'],1972–present
46,['Linda Ronstadt'],['/wiki/Linda_Ronstadt'],1967–2011
47,['Sammy Johns'],['/wiki/Sammy_Johns'],1970–2013
48,['Barry White'],['/wiki/Barry_White'],1958–2003
49,['Olivia Newton-John'],['/wiki/Olivia_Newton-John'],1963–2022
50,['Linda Ronstadt'],['/wiki/Linda_Ronstadt'],1967–2011
51,['Bazuka'],['/wiki/Bazuka'],
52,['The Blackbyrds'],['/wiki/The_Blackbyrds'],1973–1981 2012–present
53,['Gladys Knight & the Pips'],['/wiki/Gladys_Knight_%26_the_Pips'],1952–1989
54,['Melissa Manchester'],['/wiki/Melissa_Manchester'],1971–present
55,['Sugarloaf'],['/wiki/Sugarloaf_(band)'],1968–1978 1985 1989–1991 2012
56,['Phoebe Snow'],['/wiki/Phoebe_Snow'],1972–2010
57,['Ace'],['/wiki/Ace_(band)'],1972–1977
58,['B.T. Express'],['/wiki/B.T._Express'],1974–1987
59,"['Earth, Wind & Fire']","['/wiki/Earth,_Wind_%26_Fire']",1969–present
60,['Styx'],['/wiki/Styx_(band)'],1972–1984 1990–1991 1995–present
61,['Grand Funk'],['/wiki/Grand_Funk_Railroad'],1969–1976 1981–1983 1996–1998 2000–present
62,['Alice Cooper'],['/wiki/Alice_Cooper'],1964–present
63,['Carol Douglas'],['/wiki/Carol_Douglas'],
64,['KC and the Sunshine Band'],['/wiki/KC_and_the_Sunshine_Band'],1973
65,"['Paul Anka', 'Odia Coates']","['/wiki/Paul_Anka', '/wiki/Odia_Coates']",1955–present
66,['Joe Cocker'],['/wiki/Joe_Cocker'],1961–2014
67,['Bad Company'],['/wiki/Bad_Company'],1973–1982 1986–1999 2001–2002 2008–present
68,['James Taylor'],['/wiki/James_Taylor'],1966–present
69,['Orleans'],['/wiki/Orleans_(band)'],1972–present
70,['Average White Band'],['/wiki/Average_White_Band'],1972–1983 1989–present
71,['Gloria Gaynor'],['/wiki/Gloria_Gaynor'],1965–present
72,"['Paul Anka', 'Odia Coates']","['/wiki/Paul_Anka', '/wiki/Odia_Coates']",1955–present
73,"['Donny', 'Marie Osmond']","['/wiki/Donny_Osmond', '/wiki/Marie_Osmond']",1963–present 1973–present
74,['The Three Degrees'],['/wiki/The_Three_Degrees'],1963–present
75,['Joe Simon'],['/wiki/Joe_Simon_(musician)'],1959
76,['John Denver'],['/wiki/John_Denver'],1962–1997
77,['Queen'],['/wiki/Queen_(band)'],1970–present
78,['Eddie Kendricks'],['/wiki/Eddie_Kendricks'],1955–1992
79,['B.T. Express'],['/wiki/B.T._Express'],1974–1987
80,['Electric Light Orchestra'],['/wiki/Electric_Light_Orchestra'],1970
81,['Al Green'],['/wiki/Al_Green'],1955–present
82,['America'],['/wiki/America_(band)'],1970–present
83,['Rufus'],['/wiki/Rufus_(band)'],1970–1983 2008–present
84,['Mike Post'],['/wiki/Mike_Post'],1964–present
85,['Tavares'],['/wiki/Tavares_(group)'],1959–present
86,['Ringo Starr'],['/wiki/Ringo_Starr'],1957–present
87,['Paul McCartney & Wings'],['/wiki/Paul_McCartney_and_Wings'],1971–1981
88,['Jethro Tull'],['/wiki/Jethro_Tull_(band)'],1967
89,['Leo Sayer'],['/wiki/Leo_Sayer'],1973–present
90,['Ray Stevens'],['/wiki/Ray_Stevens'],1957–present
91,['Elton John'],['/wiki/Elton_John'],1962–present
92,['Neil Sedaka'],['/wiki/Neil_Sedaka'],1957–present
93,['The Carpenters'],['/wiki/The_Carpenters'],1965–1983
94,['Dwight Twilley Band'],['/wiki/Dwight_Twilley'],1974–present
95,['Ringo Starr'],['/wiki/Ringo_Starr'],1957–present
96,['Amazing Rhythm Aces'],['/wiki/Amazing_Rhythm_Aces'],1974–1981 1994–present
97,['Bachman–Turner Overdrive'],['/wiki/Bachman%E2%80%93Turner_Overdrive'],1973–1980 1983–2005 2009–2018
98,['Frankie Valli'],['/wiki/Frankie_Valli'],1953–present
99,['Disco-Tex and the Sex-O-Lettes'],['/wiki/Disco-Tex_and_the_Sex-O-Lettes'],1974–1976 1981–1982
