,band_singer,singer_url,active_years
0,['Dua Lipa'],['/wiki/Dua_Lipa'],
1,"['The Weeknd', 'Ariana Grande']","['/wiki/The_Weeknd', '/wiki/Ariana_Grande']",
2,['The Weeknd'],['/wiki/The_Weeknd'],
3,"['24kGoldn', 'Iann Dior']","['/wiki/24kGoldn', '/wiki/Iann_Dior']",2016 2019
4,['Olivia Rodrigo'],['/wiki/Olivia_Rodrigo'],
5,"['Doja Cat', 'SZA']","['/wiki/Doja_Cat', '/wiki/SZA']",2012
6,"['Silk Sonic', 'Bruno Mars', 'Anderson .Paak']","['/wiki/Silk_Sonic', '/wiki/Bruno_Mars', '/wiki/Anderson_.Paak']",2021 2007
7,['Olivia Rodrigo'],['/wiki/Olivia_Rodrigo'],
8,['Lil Nas X'],['/wiki/Lil_Nas_X'],
9,"['Justin Bieber', 'Daniel Caesar', 'Giveon']","['/wiki/Justin_Bieber', '/wiki/Daniel_Caesar', '/wiki/Giveon']",2014 2018
10,['BTS'],['/wiki/BTS'],2013
11,"['The Kid Laroi', 'Justin Bieber']","['/wiki/The_Kid_Laroi', '/wiki/Justin_Bieber']",2016
12,['Olivia Rodrigo'],['/wiki/Olivia_Rodrigo'],
13,['Ariana Grande'],['/wiki/Ariana_Grande'],
14,['Ed Sheeran'],['/wiki/Ed_Sheeran'],
15,['Glass Animals'],['/wiki/Glass_Animals'],2010
16,['The Kid Laroi'],['/wiki/The_Kid_Laroi'],2016
17,['Luke Combs'],['/wiki/Luke_Combs'],2014
18,"['Chris Brown', 'Young Thug']","['/wiki/Chris_Brown', '/wiki/Young_Thug']",2010
19,['Masked Wolf'],['/wiki/Masked_Wolf'],2018
20,"['Ariana Grande', 'Doja Cat', 'Megan Thee Stallion']","['/wiki/Ariana_Grande', '/wiki/Doja_Cat', '/wiki/Megan_Thee_Stallion']",2012
21,['Pop Smoke'],['/wiki/Pop_Smoke'],
22,"['Machine Gun Kelly', 'Blackbear']","['/wiki/Machine_Gun_Kelly_(musician)', '/wiki/Blackbear_(musician)']",2006
23,"['Lil Nas X', 'Jack Harlow']","['/wiki/Lil_Nas_X', '/wiki/Jack_Harlow']",2011
24,['Billie Eilish'],['/wiki/Billie_Eilish'],
25,['Cardi B'],['/wiki/Cardi_B'],
26,['Walker Hayes'],['/wiki/Walker_Hayes'],2010
27,"['Bad Bunny', 'Jhay Cortez']","['/wiki/Bad_Bunny', '/wiki/Jhay_Cortez']",2013
28,"['Saweetie', 'Doja Cat']","['/wiki/Saweetie', '/wiki/Doja_Cat']",2012
29,['Polo G'],['/wiki/Polo_G'],2017
30,['Giveon'],['/wiki/Giveon'],2018
31,"['Pop Smoke', 'Lil Baby', 'DaBaby']","['/wiki/Pop_Smoke', '/wiki/Lil_Baby', '/wiki/DaBaby']",2015 2014
32,"['Lil Tjay', '6lack']","['/wiki/Lil_Tjay', '/wiki/6lack']",2016 2011
