,band_singer,singer_url,active_years
55,"['Kenny Rogers', 'Dolly Parton']","['/wiki/Kenny_Rogers', '/wiki/Dolly_Parton']",1956 2017
56,['Pat Benatar'],['/wiki/Pat_Benatar'],1972
57,['Rod Stewart'],['/wiki/Rod_Stewart'],
58,"['Mike Reno', 'Ann Wilson']","['/wiki/Mike_Reno', '/wiki/Ann_Wilson']",1978 1967
59,['ZZ Top'],['/wiki/ZZ_Top'],1969
60,['The Jacksons'],['/wiki/The_Jacksons'],1964 1989 2001 2012
61,['Rick Springfield'],['/wiki/Rick_Springfield'],
62,['Culture Club'],['/wiki/Culture_Club'],1981–1986 1998–2002 2011–present
63,['Huey Lewis and the News'],['/wiki/Huey_Lewis_and_the_News'],1979
64,['The Cars'],['/wiki/The_Cars'],1976–1988 2000 2010–2011 2018[4]
65,['Madonna'],['/wiki/Madonna'],
66,['Bruce Springsteen'],['/wiki/Bruce_Springsteen'],1964
67,['Quiet Riot'],['/wiki/Quiet_Riot'],1973–1980 1982–1989 1993–2003 2004–2007 2010–present
68,['Irene Cara'],['/wiki/Irene_Cara'],
69,['Daryl Hall & John Oates'],['/wiki/Hall_%26_Oates'],1970
70,['Tracey Ullman'],['/wiki/Tracey_Ullman'],1983 1985
71,['Billy Joel'],['/wiki/Billy_Joel'],
72,['Bananarama'],['/wiki/Bananarama'],1981
73,['Wang Chung'],['/wiki/Wang_Chung_(band)'],1980–1990 1997–present
74,['KC and the Sunshine Band'],['/wiki/KC_and_the_Sunshine_Band'],1973–1985 1991–present
75,['The Pointer Sisters'],['/wiki/The_Pointer_Sisters'],1970
76,['Ray Parker Jr.'],['/wiki/Ray_Parker_Jr.'],1963
77,['Michael Jackson'],['/wiki/Michael_Jackson'],1964 2009
78,['Madonna'],['/wiki/Madonna'],
79,['Ollie & Jerry'],['/wiki/Ollie_%26_Jerry'],1984 1985
80,['John Lennon'],['/wiki/John_Lennon'],
81,['Culture Club'],['/wiki/Culture_Club'],1981–1986 1998–2002 2011–present
82,['Christopher Cross'],['/wiki/Christopher_Cross'],1971
83,['DeBarge'],['/wiki/DeBarge'],1979 1989
84,['The Police'],['/wiki/The_Police'],1977–1986 2003 2007–2008
85,['John Cougar Mellencamp'],['/wiki/John_Mellencamp'],1976
86,['Ratt'],['/wiki/Ratt'],1976–1992 1996–2022
87,"[""The Go-Go's""]",['/wiki/The_Go-Go%27s'],1978–1985 1990 1994 1999–2023
88,['Billy Joel'],['/wiki/Billy_Joel'],
89,['Kool & the Gang'],['/wiki/Kool_%26_the_Gang'],1964
90,['Christine McVie'],['/wiki/Christine_McVie'],
91,['Shalamar'],['/wiki/Shalamar'],1977 1991 1996 1997 1999
92,['The Rolling Stones'],['/wiki/The_Rolling_Stones'],1962
93,['John Cafferty and the Beaver Brown Band'],['/wiki/John_Cafferty_and_the_Beaver_Brown_Band'],1972
94,['Duran Duran'],['/wiki/Duran_Duran'],1978
95,['Peter Schilling'],['/wiki/Peter_Schilling'],1976
96,['The Cars'],['/wiki/The_Cars'],1976–1988 2000 2010–2011 2018[4]
97,['Night Ranger'],['/wiki/Night_Ranger'],1979 1989 1991
98,['Billy Squier'],['/wiki/Billy_Squier'],1968
99,"['James Ingram', 'Michael McDonald']","['/wiki/James_Ingram', '/wiki/Michael_McDonald_(singer)']",1973
