,band_singer,singer_url,active_years
37,['Maroon 5'],['/wiki/Maroon_5'],1994–present
38,"['Lil Wayne', 'Drake', 'Future']","['/wiki/Lil_Wayne', '/wiki/Drake_(musician)', '/wiki/Future_(rapper)']",1995–present 2001–present 2011-present
39,['Fall Out Boy'],['/wiki/Fall_Out_Boy'],2001–2009 2013–present
40,"['ASAP Rocky', 'Drake', '2 Chainz', 'Kendrick Lamar']","['/wiki/ASAP_Rocky', '/wiki/Drake_(musician)', '/wiki/2_Chainz', '/wiki/Kendrick_Lamar']",2007–present 2001–present 1997–present 2003–present
41,"['Justin Bieber', 'Nicki Minaj']","['/wiki/Justin_Bieber', '/wiki/Nicki_Minaj']",2007–present 2004–present
42,"['Macklemore & Ryan Lewis', 'Mary Lambert']","['/wiki/Macklemore_%26_Ryan_Lewis', '/wiki/Mary_Lambert_(singer)']",2009–2016 2011–present
43,"['Calvin Harris', 'Florence Welch']","['/wiki/Calvin_Harris', '/wiki/Florence_Welch']",2002–present 2006–present
44,"['Lana Del Rey', 'Cédric Gervais']","['/wiki/Lana_Del_Rey', '/wiki/C%C3%A9dric_Gervais']",2005–present
45,['Phillip Phillips'],['/wiki/Phillip_Phillips'],2012–present
46,['Imagine Dragons'],['/wiki/Imagine_Dragons'],2008–present
47,"['J. Cole', 'Miguel']","['/wiki/J._Cole', '/wiki/Miguel_(singer)']",2007–present 2000–present
48,"['Alicia Keys', 'Nicki Minaj']","['/wiki/Alicia_Keys', '/wiki/Nicki_Minaj']",1993–present 2004–present
49,['Demi Lovato'],['/wiki/Demi_Lovato'],2002–present
50,['Maroon 5'],['/wiki/Maroon_5'],1994–present
51,['Mumford & Sons'],['/wiki/Mumford_%26_Sons'],2007–present
52,['Pink'],['/wiki/Pink_(singer)'],1995–present
53,['Darius Rucker'],['/wiki/Darius_Rucker'],1986–present
54,['Psy'],['/wiki/Psy'],1999–present
55,"['Calvin Harris', 'Ellie Goulding']","['/wiki/Calvin_Harris', '/wiki/Ellie_Goulding']",2002–present 2009–present
56,['Kesha'],['/wiki/Kesha'],2005–present
57,['Fun'],['/wiki/Fun_(band)'],2008–2015
58,"['Wale', 'Tiara Thomas', 'Rihanna']","['/wiki/Wale_(rapper)', '/wiki/Tiara_Thomas', '/wiki/Rihanna']",2005–present 2009–present 2003–present
59,"['Blake Shelton', 'Pistol Annies']","['/wiki/Blake_Shelton', '/wiki/Pistol_Annies']",2001–present 2011–2013 2017–present
60,['Phillip Phillips'],['/wiki/Phillip_Phillips'],2012–present
61,['Imagine Dragons'],['/wiki/Imagine_Dragons'],2008–present
62,['OneRepublic'],['/wiki/OneRepublic'],2002–present
63,['Flo Rida'],['/wiki/Flo_Rida'],2000–present
64,['Of Monsters and Men'],['/wiki/Of_Monsters_and_Men'],2010–present
65,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
66,['Eminem'],['/wiki/Eminem'],1988–present
67,['Kelly Clarkson'],['/wiki/Kelly_Clarkson'],2000–present
68,['Luke Bryan'],['/wiki/Luke_Bryan'],1996–present
69,['Rihanna'],['/wiki/Rihanna'],2003–present
70,['Taylor Swift'],['/wiki/Taylor_Swift'],2004–present
71,['Hunter Hayes'],['/wiki/Hunter_Hayes'],1993–present
72,['Ylvis'],['/wiki/Ylvis'],2000–present
73,['One Direction'],['/wiki/One_Direction'],2010–2016
74,['Ed Sheeran'],['/wiki/Ed_Sheeran'],2004–present
75,['Fun'],['/wiki/Fun_(band)'],2008–2015
76,"['Tim McGraw', 'Taylor Swift', 'Keith Urban']","['/wiki/Tim_McGraw', '/wiki/Taylor_Swift', '/wiki/Keith_Urban']",1990–present 2004–present 1990–present
77,['Luke Bryan'],['/wiki/Luke_Bryan'],1996–present
78,['Kendrick Lamar'],['/wiki/Kendrick_Lamar'],2003–present
79,['Blake Shelton'],['/wiki/Blake_Shelton'],2001–present
80,"['Mariah Carey', 'Miguel']","['/wiki/Mariah_Carey', '/wiki/Miguel_(singer)']",1988–present 2000–present
81,"['Olly Murs', 'Flo Rida']","['/wiki/Olly_Murs', '/wiki/Flo_Rida']",2007–present 2000–present
82,['Ciara'],['/wiki/Ciara'],2003–present
83,['Miguel'],['/wiki/Miguel_(singer)'],2000–present
84,"['The Script', 'will.i.am']","['/wiki/The_Script', '/wiki/Will.i.am']",2001–present 1988–present
85,['Ne-Yo'],['/wiki/Ne-Yo'],1998–present
86,"['Rocko', 'Future', 'Rick Ross']","['/wiki/Rocko_(rapper)', '/wiki/Future_(rapper)', '/wiki/Rick_Ross']",1999–present 2011-present 2000–present
87,['Emeli Sandé'],['/wiki/Emeli_Sand%C3%A9'],2008–present
88,['Miranda Lambert'],['/wiki/Miranda_Lambert'],2000–present
89,['Thomas Rhett'],['/wiki/Thomas_Rhett'],2010–present
90,"['Ace Hood', 'Future', 'Rick Ross']","['/wiki/Ace_Hood', '/wiki/Future_(rapper)', '/wiki/Rick_Ross']",2006–present 2011-present 2000–present
91,['Hunter Hayes'],['/wiki/Hunter_Hayes'],1993–present
92,['Lady Antebellum'],['/wiki/Lady_Antebellum'],2006–present
93,['Florida Georgia Line'],['/wiki/Florida_Georgia_Line'],2010
94,"['will.i.am', 'Justin Bieber']","['/wiki/Will.i.am', '/wiki/Justin_Bieber']",1988–present 2007–present
95,['Sara Bareilles'],['/wiki/Sara_Bareilles'],2002–present
96,['Passenger'],['/wiki/Passenger_(singer)'],2003–present
97,['Randy Houser'],['/wiki/Randy_Houser'],2004–present
98,['2 Chainz'],['/wiki/2_Chainz'],1997–present
99,['Paramore'],['/wiki/Paramore'],2004–present
