,band_singer,singer_url,active_years
0,['Glass Animals'],['/wiki/Glass_Animals'],2010
1,['Harry Styles'],['/wiki/Harry_Styles'],
2,"['The Kid Laroi', 'Justin Bieber']","['/wiki/The_Kid_Laroi', '/wiki/Justin_Bieber']",2016
3,['Adele'],['/wiki/Adele'],
4,['Ed Sheeran'],['/wiki/Ed_Sheeran'],
5,['Jack Harlow'],['/wiki/Jack_Harlow'],2011
6,['Latto'],['/wiki/Latto'],2016
7,['Justin Bieber'],['/wiki/Justin_Bieber'],
8,['Kodak Black'],['/wiki/Kodak_Black'],2009
9,"['Elton John', 'Dua Lipa']","['/wiki/Elton_John', '/wiki/Dua_Lipa']",
10,"['Future', 'Drake', 'Tems']","['/wiki/Future_(rapper)', '/wiki/Drake_(musician)', '/wiki/Tems']",2018
11,['Lizzo'],['/wiki/Lizzo'],
12,['Ed Sheeran'],['/wiki/Ed_Sheeran'],
13,['Lil Nas X'],['/wiki/Lil_Nas_X'],
14,"['Imagine Dragons', 'JID']","['/wiki/Imagine_Dragons', '/wiki/JID']",2008 2010
15,"['Lil Nas X', 'Jack Harlow']","['/wiki/Lil_Nas_X', '/wiki/Jack_Harlow']",2011
16,['Gayle'],['/wiki/Gayle_(singer)'],2011
17,['Doja Cat'],['/wiki/Doja_Cat'],2012
18,['Morgan Wallen'],['/wiki/Morgan_Wallen'],
19,"['Bad Bunny', 'Chencho Corleone']","['/wiki/Bad_Bunny', '/wiki/Chencho_Corleone']",1999
20,['Doja Cat'],['/wiki/Doja_Cat'],2012
21,['Bad Bunny'],['/wiki/Bad_Bunny'],
22,['Kate Bush'],['/wiki/Kate_Bush'],
23,"['Carolina Gaitán', 'Adassa', 'Rhenzy Feliz', 'Diane Guerrero', 'Stephanie Beatriz', 'Encanto']","['/wiki/Carolina_Gait%C3%A1n', '/wiki/Adassa', '/wiki/Rhenzy_Feliz', '/wiki/Diane_Guerrero', '/wiki/Stephanie_Beatriz', '/wiki/Encanto']",2004
24,['Harry Styles'],['/wiki/Harry_Styles'],
25,"['Post Malone', 'Doja Cat']","['/wiki/Post_Malone', '/wiki/Doja_Cat']",2012
26,['Morgan Wallen'],['/wiki/Morgan_Wallen'],
27,['Steve Lacy'],['/wiki/Steve_Lacy_(singer)'],2013
28,['Nicky Youre'],['/wiki/Nicky_Youre'],
29,"['Post Malone', 'the Weeknd']","['/wiki/Post_Malone', '/wiki/The_Weeknd']",
30,['Olivia Rodrigo'],['/wiki/Olivia_Rodrigo'],
31,['Em Beihold'],['/wiki/Em_Beihold'],
32,"['Drake', '21 Savage']","['/wiki/Drake_(musician)', '/wiki/21_Savage']",2013
33,['Cody Johnson'],['/wiki/Cody_Johnson'],2006
34,['Walker Hayes'],['/wiki/Walker_Hayes'],2010
35,['Luke Combs'],['/wiki/Luke_Combs'],2014
