,band_singer,singer_url,active_years
57,"['YG', 'Jeezy', 'Rich Homie Quan']","['/wiki/YG_(rapper)', '/wiki/Jeezy', '/wiki/Rich_Homie_Quan']",2008–present 1997–present 2011–present
58,['Echosmith'],['/wiki/Echosmith'],2009–present
59,['Avicii'],['/wiki/Avicii'],2006–2018
60,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
61,['Maroon 5'],['/wiki/Maroon_5'],1994–present
62,['Jason Aldean'],['/wiki/Jason_Aldean'],1998–present
63,['Luke Bryan'],['/wiki/Luke_Bryan'],1996–present
64,"['Tinashe', 'ScHoolboy Q']","['/wiki/Tinashe', '/wiki/ScHoolboy_Q']",2000–present 2007–present
65,['Florida Georgia Line'],['/wiki/Florida_Georgia_Line'],2010
66,['OneRepublic'],['/wiki/OneRepublic'],2002–present
67,['Brantley Gilbert'],['/wiki/Brantley_Gilbert'],2005–present
68,['Becky G'],['/wiki/Becky_G'],2008–present
69,['Rixton'],['/wiki/Rixton_(band)'],2012–2022
70,['Martin Garrix'],['/wiki/Martin_Garrix'],2012–present
71,"['Rich Gang', 'Young Thug', 'Rich Homie Quan']","['/wiki/Rich_Gang', '/wiki/Young_Thug', '/wiki/Rich_Homie_Quan']",2013–present 2010–present 2011–present
72,['Kenny Chesney'],['/wiki/Kenny_Chesney'],1988–present
73,['Sara Bareilles'],['/wiki/Sara_Bareilles'],2002–present
74,['The Neighbourhood'],['/wiki/The_Neighbourhood'],2011–2022
75,['Sam Hunt'],['/wiki/Sam_Hunt'],2008–present
76,"['Chris Brown', 'Usher', 'Rick Ross']","['/wiki/Chris_Brown', '/wiki/Usher_(musician)', '/wiki/Rick_Ross']",2002–present 1993–present 2000–present
77,"['Michael Jackson', 'Justin Timberlake']","['/wiki/Michael_Jackson', '/wiki/Justin_Timberlake']",1964–2009 1992–present
78,['Dierks Bentley'],['/wiki/Dierks_Bentley'],2001–present
79,['Katy Perry'],['/wiki/Katy_Perry'],2001–present
80,['Lady Antebellum'],['/wiki/Lady_Antebellum'],2006–present
81,"['Naughty Boy', 'Sam Smith']","['/wiki/Naughty_Boy', '/wiki/Sam_Smith_(singer)']",2005–present 2008–present
82,"['Robin Thicke', 'T.I.', 'Pharrell Williams']","['/wiki/Robin_Thicke', '/wiki/T.I.', '/wiki/Pharrell_Williams']",1994–present 1999–present 1990–present
83,"['Lady Gaga', 'R. Kelly']","['/wiki/Lady_Gaga', '/wiki/R._Kelly']",2001–present 1989–2019
84,"['Shakira', 'Rihanna']","['/wiki/Shakira', '/wiki/Rihanna']",1990–present 2003–present
85,['5 Seconds of Summer'],['/wiki/5_Seconds_of_Summer'],2011–present
86,"['T.I.', 'Iggy Azalea']","['/wiki/T.I.', '/wiki/Iggy_Azalea']",1999–present 2011–present
87,['KONGOS'],['/wiki/Kongos_(band)'],2003–present
88,"['Lil Wayne', 'Drake']","['/wiki/Lil_Wayne', '/wiki/Drake_(rapper)']",1995–present 2001–present
89,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']","['/wiki/Mike_Will_Made_It', '/wiki/Miley_Cyrus', '/wiki/Wiz_Khalifa', '/wiki/Juicy_J']",2005–present 2001–present 2005–present 1987–present
90,['Jake Owen'],['/wiki/Jake_Owen'],2005–present
91,"['Macklemore & Ryan Lewis', 'ScHoolboy Q', 'Hollis']","['/wiki/Macklemore_%26_Ryan_Lewis', '/wiki/ScHoolboy_Q', '/wiki/Hollis_(singer)']",2009–2016 2007–present 2013–present
92,['5 Seconds of Summer'],['/wiki/5_Seconds_of_Summer'],2011–present
93,"['Zedd', 'Hayley Williams']","['/wiki/Zedd', '/wiki/Hayley_Williams']",2002–present 2003–present
94,['Beyoncé'],['/wiki/Beyonc%C3%A9'],1997–present
95,"['ScHoolboy Q', 'BJ the Chicago Kid']","['/wiki/ScHoolboy_Q', '/wiki/BJ_the_Chicago_Kid']",2007–present 2001–present
96,['Drake'],['/wiki/Drake_(rapper)'],2001–present
97,['Lee Brice'],['/wiki/Lee_Brice'],2007–present
98,"['Miranda Lambert', 'Carrie Underwood']","['/wiki/Miranda_Lambert', '/wiki/Carrie_Underwood']",2000–present 2005–present
99,['Miley Cyrus'],['/wiki/Miley_Cyrus'],2001–present
