,band_singer,singer_url,active_years
0,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961
1,['Skeeter Davis'],['/wiki/Skeeter_Davis'],1947 2004
2,['The Cascades'],['/wiki/The_Cascades_(band)'],1960–1975 1995 2004 2012
3,['The Chiffons'],['/wiki/The_Chiffons'],1960
4,['Bobby Vinton'],['/wiki/Bobby_Vinton'],1958 2015
5,['Paul & Paula'],['/wiki/Paul_%26_Paula'],
6,['Little Stevie Wonder'],['/wiki/Stevie_Wonder'],
7,['Andy Williams'],['/wiki/Andy_Williams'],1938 2012
8,['The Angels'],['/wiki/The_Angels_(American_group)'],1958 1969
9,['Kyu Sakamoto'],['/wiki/Kyu_Sakamoto'],1958–1959 (The Drifters) 1959–1960 (Danny Iida and the Paradise King) 1961–1985 (solo)
10,['The Tymes'],['/wiki/The_Tymes'],1956
11,"['Peter, Paul and Mary']","['/wiki/Peter,_Paul_and_Mary']",1961 (1961)–1970 (1970)1978 (1978)–2009 (2009)
12,"['Peter, Paul and Mary']","['/wiki/Peter,_Paul_and_Mary']",1961 (1961)–1970 (1970)1978 (1978)–2009 (2009)
13,['The Surfaris'],['/wiki/The_Surfaris'],1962 1966 1973 1976 1981 2017 2000
14,['Al Martino'],['/wiki/Al_Martino'],1948 2009
15,['The Rebels'],['/wiki/The_Rebels_(surf_band)'],
16,['Bobby Darin'],['/wiki/Bobby_Darin'],
17,['The Four Seasons'],['/wiki/The_Four_Seasons_(band)'],1960 1977 1979
18,['Inez and Charlie Foxx'],['/wiki/Inez_and_Charlie_Foxx'],1963 1971
19,['Little Peggy March'],['/wiki/Peggy_March'],
20,['The Chantays'],['/wiki/The_Chantays'],1961
21,['Jan and Dean'],['/wiki/Jan_and_Dean'],1958 1968 1973 1976 2004
22,['Lesley Gore'],['/wiki/Lesley_Gore'],
23,['Eydie Gormé'],['/wiki/Eydie_Gorm%C3%A9'],1950 2009
24,['The Dovells'],['/wiki/The_Dovells'],
25,['Martha and the Vandellas'],['/wiki/Martha_and_the_Vandellas'],1957 1972
26,['Randy & the Rainbows'],['/wiki/Randy_%26_the_Rainbows'],1962 1962
27,['The Rooftop Singers'],['/wiki/The_Rooftop_Singers'],1962 1967
28,['Jimmy Soul'],['/wiki/Jimmy_Soul'],
29,['Trini Lopez'],['/wiki/Trini_Lopez'],1959 2020
30,['The Essex'],['/wiki/The_Essex'],
31,['Dion'],['/wiki/Dion_DiMucci'],1957
32,['Ruby & the Romantics'],['/wiki/Ruby_%26_the_Romantics'],
33,['Barbara Lewis'],['/wiki/Barbara_Lewis'],1962 2017
34,['The Ronettes'],['/wiki/The_Ronettes'],1957 1967 1973 1974
35,['The Orlons'],['/wiki/The_Orlons'],1960
36,['Henry Mancini'],['/wiki/Henry_Mancini'],1946 1994
37,['Major Lance'],['/wiki/Major_Lance'],
38,['The Four Seasons'],['/wiki/The_Four_Seasons_(band)'],1960 1977 1979
39,['Jimmy Gilmer and the Fireballs'],['/wiki/The_Fireballs'],1957 1969
40,['Bill Anderson'],['/wiki/Bill_Anderson_(singer)'],
41,['Bobby Vinton'],['/wiki/Bobby_Vinton'],1958 2015
42,['Garnet Mimms'],['/wiki/Garnet_Mimms'],1953 1978
43,['Lou Christie'],['/wiki/Lou_Christie'],1962
44,['Ray Charles'],['/wiki/Ray_Charles'],
45,['The Crystals'],['/wiki/The_Crystals'],1960 1967
46,['The Shirelles'],['/wiki/The_Shirelles'],1957 1982
47,['Lonnie Mack'],['/wiki/Lonnie_Mack'],1954 2004
48,['Roy Orbison'],['/wiki/Roy_Orbison'],1953 1988
49,['Kai Winding'],['/wiki/Kai_Winding'],1940 1983
50,['Skeeter Davis'],['/wiki/Skeeter_Davis'],1947 2004
51,['Brenda Lee'],['/wiki/Brenda_Lee'],
52,['Roy Orbison'],['/wiki/Roy_Orbison'],1953 1988
53,['Bill Pursell'],['/wiki/Bill_Pursell'],
54,['Tony Bennett'],['/wiki/Tony_Bennett'],
55,['The Miracles'],['/wiki/The_Miracles'],1955 1983 1993 2011
56,['The Jaynetts'],['/wiki/The_Jaynetts'],
57,['Elvis Presley'],['/wiki/Elvis_Presley'],1953 1977
58,['Nat King Cole'],['/wiki/Nat_King_Cole'],1934 1965
59,['Jackie Wilson'],['/wiki/Jackie_Wilson'],1953 1975
60,['Marvin Gaye'],['/wiki/Marvin_Gaye'],
61,['Nino Tempo & April Stevens'],['/wiki/Nino_Tempo_%26_April_Stevens'],1960
62,['Ned Miller'],['/wiki/Ned_Miller'],1956 1970
63,['The Drifters'],['/wiki/The_Drifters'],1953
64,['Johnny Mathis'],['/wiki/Johnny_Mathis'],1956
65,['Jan Bradley'],['/wiki/Jan_Bradley'],1962 1971
66,['Bobby Vee'],['/wiki/Bobby_Vee'],1959 2014
67,['The Cookies'],['/wiki/The_Cookies'],1954 1958 1962 1967
68,['Johnny Cash'],['/wiki/Johnny_Cash'],
69,['Doris Troy'],['/wiki/Doris_Troy'],1962 1974
70,['Allan Sherman'],['/wiki/Allan_Sherman'],
71,['Lesley Gore'],['/wiki/Lesley_Gore'],
72,['Rolf Harris'],['/wiki/Rolf_Harris'],
73,['Rick Nelson'],['/wiki/Ricky_Nelson'],1949 1985
74,['The Village Stompers'],['/wiki/The_Village_Stompers'],
75,['Dion'],['/wiki/Dion_DiMucci'],1957
76,['Nat King Cole'],['/wiki/Nat_King_Cole'],1934 1965
77,['Sam Cooke'],['/wiki/Sam_Cooke'],1951 1964
78,['Al Martino'],['/wiki/Al_Martino'],1948 2009
79,['Steve Lawrence'],['/wiki/Steve_Lawrence'],1953 2019
80,['Ray Charles'],['/wiki/Ray_Charles'],
81,['Sunny & the Sunglows'],['/wiki/Sunny_%26_the_Sunglows'],
82,['Martha and the Vandellas'],['/wiki/Martha_and_the_Vandellas'],1957 1972
83,['Dee Dee Sharp'],['/wiki/Dee_Dee_Sharp'],1961
84,['The Impressions'],['/wiki/The_Impressions'],1958 2018
85,['The Beach Boys'],['/wiki/The_Beach_Boys'],1961
86,['The Chiffons'],['/wiki/The_Chiffons'],1960
87,['Del Shannon'],['/wiki/Del_Shannon'],1958 1989
88,['Joe Harnell'],['/wiki/Joe_Harnell'],1950 2002
89,['The Kingston Trio'],['/wiki/The_Kingston_Trio'],1957
90,['The Dartells'],['/wiki/The_Dartells'],
91,['The Ran-Dells'],['/wiki/The_Ran-Dells'],
92,['The Tymes'],['/wiki/The_Tymes'],1956
93,['George Hamilton IV'],['/wiki/George_Hamilton_IV'],1956 2014
94,['Little Johnny Taylor'],['/wiki/Little_Johnny_Taylor'],
95,['Los Indios Tabajaras'],['/wiki/Los_Indios_Tabajaras'],
96,['Bobby Bare'],['/wiki/Bobby_Bare'],1956
97,['Chubby Checker'],['/wiki/Chubby_Checker'],1958
98,['The New Christy Minstrels'],['/wiki/The_New_Christy_Minstrels'],1961 1971 1976
99,['Freddie Scott'],['/wiki/Freddie_Scott'],1956 2003
