,band_singer,singer_url,active_years
0,['Faith Hill'],['/wiki/Faith_Hill'],
1,"['Santana', 'Rob Thomas']","['/wiki/Santana_(band)', '/wiki/Rob_Thomas_(musician)']",1966 1990
2,"['Santana', 'The Product G&B']","['/wiki/Santana_(band)', '/wiki/The_Product_G%26B']",1966 1998
3,['Joe'],['/wiki/Joe_(singer)'],1992
4,['Vertical Horizon'],['/wiki/Vertical_Horizon'],1991
5,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990 2006
6,['Savage Garden'],['/wiki/Savage_Garden'],1993 1993 2001 2001
7,['Lonestar'],['/wiki/Lonestar'],1992
8,['Matchbox Twenty'],['/wiki/Matchbox_Twenty'],1995–2004 2007–present
9,['Toni Braxton'],['/wiki/Toni_Braxton'],
10,['Creed'],['/wiki/Creed_(band)'],1994–2004 2009–2012 (hiatus)
11,['Aaliyah'],['/wiki/Aaliyah'],
12,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990 2006
13,['Sisqó'],['/wiki/Sisq%C3%B3'],1995
14,['3 Doors Down'],['/wiki/3_Doors_Down'],1996
15,['Pink'],['/wiki/Pink_(singer)'],
16,['Madonna'],['/wiki/Madonna'],
17,['Janet Jackson'],['/wiki/Janet_Jackson'],
18,['Christina Aguilera'],['/wiki/Christina_Aguilera'],
19,['Brian McKnight'],['/wiki/Brian_McKnight'],
20,"[""'N Sync""]",['/wiki/NSYNC'],1995 2002
21,['Marc Anthony'],['/wiki/Marc_Anthony'],
22,['Marc Anthony'],['/wiki/Marc_Anthony'],
23,['Montell Jordan'],['/wiki/Montell_Jordan'],1991
24,['Sisqó'],['/wiki/Sisq%C3%B3'],1995
25,['Macy Gray'],['/wiki/Macy_Gray'],1990
26,"[""'N Sync""]",['/wiki/NSYNC'],1995 2002
27,['Celine Dion'],['/wiki/Celine_Dion'],
28,['Nelly'],['/wiki/Nelly'],
29,['Blaque'],['/wiki/Blaque'],1996 2008 2012 2019
30,['Backstreet Boys'],['/wiki/Backstreet_Boys'],1993
31,"['Missy Elliott', 'Nas', 'Eve', 'Q-Tip']","['/wiki/Missy_Elliott', '/wiki/Nas', '/wiki/Eve_(rapper)', '/wiki/Q-Tip_(musician)']",1985
32,['BBMak'],['/wiki/BBMak'],1996–2003 2018–present
33,['Sonique'],['/wiki/Sonique_(musician)'],1985
34,['Nine Days'],['/wiki/Nine_Days'],1994
35,['Creed'],['/wiki/Creed_(band)'],1994–2004 2009–2012 (hiatus)
36,['Enrique Iglesias'],['/wiki/Enrique_Iglesias'],
37,['Christina Aguilera'],['/wiki/Christina_Aguilera'],
38,['Ruff Endz'],['/wiki/Ruff_Endz'],1994 1994
39,['Blink 182'],['/wiki/Blink_182'],1992–2005 2009–present
40,['Faith Hill'],['/wiki/Faith_Hill'],
41,['Christina Aguilera'],['/wiki/Christina_Aguilera'],
42,['Third Eye Blind'],['/wiki/Third_Eye_Blind'],1993
43,['LeAnn Rimes'],['/wiki/LeAnn_Rimes'],1990
44,"['Mariah Carey', 'Joe', '98 Degrees']","['/wiki/Mariah_Carey', '/wiki/Joe_(singer)', '/wiki/98_Degrees']","1992 1996–2002, 2012–present"
45,['Jagged Edge'],['/wiki/Jagged_Edge_(American_group)'],1995
46,['Whitney Houston'],['/wiki/Whitney_Houston'],
47,['Smash Mouth'],['/wiki/Smash_Mouth'],1994
48,['Eiffel 65'],['/wiki/Eiffel_65'],1997–2005 2010–present
49,"['Sting', 'Cheb Mami']","['/wiki/Sting_(musician)', '/wiki/Cheb_Mami']",1982
50,['Eminem'],['/wiki/Eminem'],
51,['Pink'],['/wiki/Pink_(singer)'],
52,['Next'],['/wiki/Next_(American_band)'],1992
53,['Everclear'],['/wiki/Everclear_(band)'],1991
54,['Britney Spears'],['/wiki/Britney_Spears'],
55,['Jessica Simpson'],['/wiki/Jessica_Simpson'],
56,['98 Degrees'],['/wiki/98_Degrees'],"1996–2002, 2012–present"
57,['Filter'],['/wiki/Filter_(band)'],1993–2003 2007–present
58,['Red Hot Chili Peppers'],['/wiki/Red_Hot_Chili_Peppers'],1982 1982
59,"['Jay-Z', 'UGK']","['/wiki/Jay-Z', '/wiki/UGK']",1987 2007
60,['Son by Four'],['/wiki/Son_by_Four'],1997–2001 2003–present
61,['Jagged Edge'],['/wiki/Jagged_Edge_(American_group)'],1995
62,['Avant'],['/wiki/Avant_(singer)'],1999
63,['Carl Thomas'],['/wiki/Carl_Thomas_(singer)'],1997
64,['Donell Jones'],['/wiki/Donell_Jones'],1996
65,"['soulDecision', 'Thrust']","['/wiki/SoulDecision', '/wiki/Thrust_(rapper)']",1993 2005 1996
66,['Kid Rock'],['/wiki/Kid_Rock'],1988
67,['Mystikal'],['/wiki/Mystikal'],1991–2004 2010–present
68,['Erykah Badu'],['/wiki/Erykah_Badu'],
69,['Train'],['/wiki/Train_(band)'],1993
70,['DMX'],['/wiki/DMX_(rapper)'],
71,['Mýa'],['/wiki/M%C3%BDa'],1996
72,"['Dr. Dre', 'Eminem']","['/wiki/Dr._Dre', '/wiki/Eminem']",
73,['Jo Dee Messina'],['/wiki/Jo_Dee_Messina'],1995
74,['Westlife'],['/wiki/Westlife'],1998–2012 2018–present
75,"['Dr. Dre', 'Snoop Dogg']","['/wiki/Dr._Dre', '/wiki/Snoop_Dogg']",
76,['Britney Spears'],['/wiki/Britney_Spears'],
77,['Savage Garden'],['/wiki/Savage_Garden'],1993 1993 2001 2001
78,['Chad Brock'],['/wiki/Chad_Brock'],1998
79,['George Strait'],['/wiki/George_Strait'],1976
80,['Donell Jones'],['/wiki/Donell_Jones'],1996
81,['Toby Keith'],['/wiki/Toby_Keith'],1993
82,['Tim McGraw'],['/wiki/Tim_McGraw'],
83,['Goo Goo Dolls'],['/wiki/Goo_Goo_Dolls'],1986
84,"['Da Brat', 'Tyrese']","['/wiki/Da_Brat', '/wiki/Tyrese_Gibson']",
85,['Kandi'],['/wiki/Kandi_Burruss'],
86,"['Lee Ann Womack', 'Sons of the Desert']","['/wiki/Lee_Ann_Womack', '/wiki/Sons_of_the_Desert_(band)']",1996 1989 2004
87,['Alice Deejay'],['/wiki/Alice_Deejay'],1999–2002 2021–present
88,['Debelah Morgan'],['/wiki/Debelah_Morgan'],1994
89,['Lonestar'],['/wiki/Lonestar'],1992
90,['Sammie'],['/wiki/Sammie'],1999
91,['Kevon Edmonds'],['/wiki/Kevon_Edmonds'],1987
92,['LFO'],['/wiki/LFO_(group)'],1995–2002 2009–2010 2017–2018
93,"[""Lil' Bow Wow"", 'Xscape']","['/wiki/Bow_Wow_(rapper)', '/wiki/Xscape_(band)']",1993 1991–1998 2001–2006 2017–present
94,['Dixie Chicks'],['/wiki/Dixie_Chicks'],1989
95,['Aaliyah'],['/wiki/Aaliyah'],
96,"[""Destiny's Child""]",['/wiki/Destiny%27s_Child'],1990 2006
