,band_singer,singer_url,active_years
0,"['Dionne Warwick', 'Gladys Knight', 'Elton John', 'Stevie Wonder']","['/wiki/Dionne_Warwick', '/wiki/Gladys_Knight', '/wiki/Elton_John', '/wiki/Stevie_Wonder']",1948
1,['Lionel Richie'],['/wiki/Lionel_Richie'],
2,['Klymaxx'],['/wiki/Klymaxx'],1979 1994 2003
3,"['Patti LaBelle', 'Michael McDonald']","['/wiki/Patti_LaBelle', '/wiki/Michael_McDonald_(singer)']",1960 1973
4,['Mr. Mister'],['/wiki/Mr._Mister'],1982 1990
5,['Whitney Houston'],['/wiki/Whitney_Houston'],
6,['Eddie Murphy'],['/wiki/Eddie_Murphy'],1976
7,['Survivor'],['/wiki/Survivor_(band)'],1978 1988 1993
8,['Mr. Mister'],['/wiki/Mr._Mister'],1982 1990
9,['Robert Palmer'],['/wiki/Robert_Palmer_(singer)'],1964 2003
10,['Whitney Houston'],['/wiki/Whitney_Houston'],
11,['Atlantic Starr'],['/wiki/Atlantic_Starr'],1976
12,"['Gloria Loring', 'Carl Anderson']","['/wiki/Gloria_Loring', '/wiki/Carl_Anderson_(singer)']",
13,['Peter Cetera'],['/wiki/Peter_Cetera'],1962 2019
14,['Pet Shop Boys'],['/wiki/Pet_Shop_Boys'],1981
15,['Billy Ocean'],['/wiki/Billy_Ocean'],1969
16,['Simple Minds'],['/wiki/Simple_Minds'],1977
17,['Heart'],['/wiki/Heart_(band)'],1973 1998 2002 2016 2019
18,"['Prince', 'The Revolution']","['/wiki/Prince_(musician)', '/wiki/The_Revolution_(band)']",1979 1986 2012 2016
19,['Steve Winwood'],['/wiki/Steve_Winwood'],1961
20,['Huey Lewis and the News'],['/wiki/Huey_Lewis_and_the_News'],1979
21,['Simply Red'],['/wiki/Simply_Red'],1985–2010 2015–present
22,['Peter Gabriel'],['/wiki/Peter_Gabriel'],1967
23,['Starship'],['/wiki/Starship_(band)'],1984
24,['The Human League'],['/wiki/The_Human_League'],1977
25,['Nu Shooz'],['/wiki/Nu_Shooz'],1979
26,['Berlin'],['/wiki/Berlin_(band)'],1978–1987 1997–present
27,['Falco'],['/wiki/Falco_(musician)'],1975 1998
28,['Madonna'],['/wiki/Madonna'],
29,['Bon Jovi'],['/wiki/Bon_Jovi'],1983
30,['Billy Ocean'],['/wiki/Billy_Ocean'],1969
31,['Janet Jackson'],['/wiki/Janet_Jackson'],
32,['Heart'],['/wiki/Heart_(band)'],1973 1998 2002 2016 2019
33,['Glass Tiger'],['/wiki/Glass_Tiger'],1983 1993 2003
34,['Madonna'],['/wiki/Madonna'],
35,['Belinda Carlisle'],['/wiki/Belinda_Carlisle'],
36,['Level 42'],['/wiki/Level_42'],1979–1994 2001–present
37,['Bananarama'],['/wiki/Bananarama'],1981
38,['Lionel Richie'],['/wiki/Lionel_Richie'],
39,['Miami Sound Machine'],['/wiki/Gloria_Estefan'],1975
40,['Cyndi Lauper'],['/wiki/Cyndi_Lauper'],
41,['Kenny Loggins'],['/wiki/Kenny_Loggins'],1968
42,['Janet Jackson'],['/wiki/Janet_Jackson'],
43,['Howard Jones'],['/wiki/Howard_Jones_(musician)'],1982
44,['Sly Fox'],['/wiki/Sly_Fox_(band)'],1985–1988 1989
45,['Robert Palmer'],['/wiki/Robert_Palmer_(singer)'],1964 2003
46,['Miami Sound Machine'],['/wiki/Gloria_Estefan'],1975
47,['The Bangles'],['/wiki/The_Bangles'],1981 1989 1998
48,['Dire Straits'],['/wiki/Dire_Straits'],1977 (1977)–1988 (1988) 1990 (1990)–1995 (1995)
49,['Boston'],['/wiki/Boston_(band)'],1975
50,['Stacey Q'],['/wiki/Stacey_Q'],1981 2011
51,['The Jets'],['/wiki/The_Jets_(Minnesota_band)'],1985
52,['Orchestral Manoeuvres in the Dark'],['/wiki/Orchestral_Manoeuvres_in_the_Dark'],1978–1996 2006–present
53,['Genesis'],['/wiki/Genesis_(band)'],1967–2000 2006–2007 2020–2022
54,['Sade'],['/wiki/Sade_(band)'],1982
55,['INXS'],['/wiki/INXS'],1977 2012
56,['Stevie Nicks'],['/wiki/Stevie_Nicks'],
57,['Janet Jackson'],['/wiki/Janet_Jackson'],
58,['Eddie Money'],['/wiki/Eddie_Money'],
59,['Jermaine Stewart'],['/wiki/Jermaine_Stewart'],1977 1997
60,['Lisa Lisa and Cult Jam'],['/wiki/Lisa_Lisa_and_Cult_Jam'],1984 1991
61,['The Outfield'],['/wiki/The_Outfield'],1984–2014[4]
62,['Wham!'],['/wiki/Wham!'],1981 1986
63,['Scritti Politti'],['/wiki/Scritti_Politti'],1977–1991 1999–present
64,['James Brown'],['/wiki/James_Brown'],
65,['John Cougar Mellencamp'],['/wiki/John_Mellencamp'],1976
66,['El DeBarge'],['/wiki/El_DeBarge'],1979
67,['Cameo'],['/wiki/Cameo_(band)'],1974 2001 2016
68,['Van Halen'],['/wiki/Van_Halen'],1973 2020
69,['Mike + The Mechanics'],['/wiki/Mike_and_the_Mechanics'],1985 2004 2010
70,['Tina Turner'],['/wiki/Tina_Turner'],
71,['John Cougar Mellencamp'],['/wiki/John_Mellencamp'],1976
72,['Baltimora'],['/wiki/Baltimora'],1984 1987
73,['Mike + The Mechanics'],['/wiki/Mike_and_the_Mechanics'],1985 2004 2010
74,['Michael McDonald'],['/wiki/Michael_McDonald_(singer)'],1973
75,['Madonna'],['/wiki/Madonna'],
76,['Timex Social Club'],['/wiki/Timex_Social_Club'],1985 1987 2011
77,['Dream Academy'],['/wiki/Dream_Academy'],"1983 (1983)–1991 (1991) 2014, 2016–2017"
78,['Miami Sound Machine'],['/wiki/Gloria_Estefan'],1975
79,['ZZ Top'],['/wiki/ZZ_Top'],1969
80,['The Cars'],['/wiki/The_Cars'],1976–1988 2000 2010–2011 2018[4]
81,['Rod Stewart'],['/wiki/Rod_Stewart'],
82,['Sheila E.'],['/wiki/Sheila_E.'],
83,['Genesis'],['/wiki/Genesis_(band)'],1967–2000 2006–2007 2020–2022
84,['Regina'],['/wiki/Regina_Richards'],1978 1993
85,['Arcadia'],['/wiki/Arcadia_(band)'],1985 1986
86,['Elton John'],['/wiki/Elton_John'],
87,['Phil Collins'],['/wiki/Phil_Collins'],
88,"['Run–D.M.C.', 'Aerosmith']","['/wiki/Run%E2%80%93D.M.C.', '/wiki/Aerosmith']",1983 2002 2012 1970
89,['Anita Baker'],['/wiki/Anita_Baker'],1979 2017
90,['Moody Blues'],['/wiki/Moody_Blues'],1964–1974 1977–2018
91,['Paul McCartney'],['/wiki/Paul_McCartney'],
92,['Starpoint'],['/wiki/Starpoint'],1978
93,['Daryl Hall'],['/wiki/Daryl_Hall'],1965
94,['Force MDs'],['/wiki/Force_MDs'],1981
95,['Thompson Twins'],['/wiki/Thompson_Twins'],1977 1993
96,['Lionel Richie'],['/wiki/Lionel_Richie'],
97,['George Michael'],['/wiki/George_Michael'],
98,['Toto'],['/wiki/Toto_(band)'],1977–2008 2010–2019[1] 2020–present
99,['Stevie Wonder'],['/wiki/Stevie_Wonder'],
