,band_singer,singer_url,active_years
0,['Adele'],['/wiki/Adele'],2006–present
1,"['LMFAO', 'Lauren Bennett', 'GoonRock']","['/wiki/LMFAO', '/wiki/Lauren_Bennett', '/wiki/GoonRock']",2006–2012 2007–present 2009–present
2,['Katy Perry'],['/wiki/Katy_Perry'],2001–present
3,"['Katy Perry', 'Kanye West']","['/wiki/Katy_Perry', '/wiki/Kanye_West']",2001–present 1996–present
4,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']","['/wiki/Pitbull_(rapper)', '/wiki/Ne-Yo', '/wiki/Afrojack', '/wiki/Nayer']",2000–present 1998–present 2007–present 2011-present
5,['Bruno Mars'],['/wiki/Bruno_Mars'],2004–present
6,['CeeLo Green'],['/wiki/CeeLo_Green'],1991–present
7,['Nicki Minaj'],['/wiki/Nicki_Minaj'],2004–present
8,"['Maroon 5', 'Christina Aguilera']","['/wiki/Maroon_5', '/wiki/Christina_Aguilera']",1994–present 1993–present
9,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
10,"['Jennifer Lopez', 'Pitbull']","['/wiki/Jennifer_Lopez', '/wiki/Pitbull_(rapper)']",1986–present 2000–present
11,['Rihanna'],['/wiki/Rihanna'],2003–present
12,['Foster the People'],['/wiki/Foster_the_People'],2009–present
13,['Katy Perry'],['/wiki/Katy_Perry'],2001–present
14,['Bruno Mars'],['/wiki/Bruno_Mars'],2004–present
15,"['Enrique Iglesias', 'Ludacris', 'DJ Frank E']","['/wiki/Enrique_Iglesias', '/wiki/Ludacris', '/wiki/DJ_Frank_E']",1995–present 1998–present 2002
16,['Pink'],['/wiki/Pink_(singer)'],1995–present
17,['Lady Gaga'],['/wiki/Lady_Gaga'],2001–present
18,['Pink'],['/wiki/Pink_(singer)'],1995–present
19,"['Rihanna', 'Drake']","['/wiki/Rihanna', '/wiki/Drake_(musician)']",2003–present 2001–present
20,"['Chris Brown', 'Lil Wayne', 'Busta Rhymes']","['/wiki/Chris_Brown', '/wiki/Lil_Wayne', '/wiki/Busta_Rhymes']",2002–present 1995–present 1986–present
21,"['Jeremih', '50 Cent']","['/wiki/Jeremih', '/wiki/50_Cent']",2008–present 1996 1996
22,['Lil Wayne'],['/wiki/Lil_Wayne'],1995–present
23,['Adele'],['/wiki/Adele'],2006–present
24,['OneRepublic'],['/wiki/OneRepublic'],2002–present
25,['Bruno Mars'],['/wiki/Bruno_Mars'],2004–present
26,['Britney Spears'],['/wiki/Britney_Spears'],1992–present
27,['Lupe Fiasco'],['/wiki/Lupe_Fiasco'],2000–present
28,['Lady Gaga'],['/wiki/Lady_Gaga'],2001–present
29,['Kesha'],['/wiki/Kesha'],2005–present
30,['Wiz Khalifa'],['/wiki/Wiz_Khalifa'],2005–present
31,['Hot Chelle Rae'],['/wiki/Hot_Chelle_Rae'],2005–2014 2018–present
32,['Kesha'],['/wiki/Kesha'],2005–present
33,"['Bad Meets Evil', 'Bruno Mars']","['/wiki/Bad_Meets_Evil', '/wiki/Bruno_Mars']",1998 2004–present
34,['The Band Perry'],['/wiki/The_Band_Perry'],2005–2023
35,"['Gym Class Heroes', 'Adam Levine']","['/wiki/Gym_Class_Heroes', '/wiki/Adam_Levine']",1997–2012 2018–2019 2023 1994–present
36,['The Black Eyed Peas'],['/wiki/The_Black_Eyed_Peas'],1995–2011 2015–present
37,"['Diddy – Dirty Money', 'Skylar Grey']","['/wiki/Diddy_%E2%80%93_Dirty_Money', '/wiki/Skylar_Grey']",2009–2012 2004–present
38,"['Pitbull', 'T-Pain']","['/wiki/Pitbull_(rapper)', '/wiki/T-Pain']",2000–present 1999–present
39,['Rihanna'],['/wiki/Rihanna'],2003–present
40,"['Lil Wayne', 'Cory Gunz']","['/wiki/Lil_Wayne', '/wiki/Cory_Gunz']",1995–present 2003–present
41,['Lady Antebellum'],['/wiki/Lady_Antebellum'],2006–present
42,['Jason Aldean'],['/wiki/Jason_Aldean'],1998–present
43,['Taio Cruz'],['/wiki/Taio_Cruz'],2003–present
44,"['Waka Flocka Flame', 'Wale', 'Roscoe Dash']","['/wiki/Waka_Flocka_Flame', '/wiki/Wale_(rapper)', '/wiki/Roscoe_Dash']",2008–present 2005–present 2008–present
45,['Britney Spears'],['/wiki/Britney_Spears'],1992–present
46,"['DJ Khaled', 'Drake', 'Rick Ross', 'Lil Wayne']","['/wiki/DJ_Khaled', '/wiki/Drake_(musician)', '/wiki/Rick_Ross', '/wiki/Lil_Wayne']",1998–present 2001–present 2000–present 1995–present
47,"['Cobra Starship', 'Sabi']","['/wiki/Cobra_Starship', '/wiki/Sabi_(singer)']",2005–2015 2021 2008–present
48,['Chris Brown'],['/wiki/Chris_Brown'],2002–present
49,"['Nicki Minaj', 'Drake']","['/wiki/Nicki_Minaj', '/wiki/Drake_(musician)']",2004–present 2001–present
50,"['Dr. Dre', 'Eminem', 'Skylar Grey']","['/wiki/Dr._Dre', '/wiki/Eminem', '/wiki/Skylar_Grey']",1985–present 1988–present 2004–present
51,['Nelly'],['/wiki/Nelly'],1993–present
52,"['Kelly Rowland', 'Lil Wayne']","['/wiki/Kelly_Rowland', '/wiki/Lil_Wayne']",1997–present 1995–present
53,"['Edward Maya', 'Vika Jigulina']","['/wiki/Edward_Maya', '/wiki/Vika_Jigulina']",2006–present 2000–present
54,['Christina Perri'],['/wiki/Christina_Perri'],
55,['Wiz Khalifa'],['/wiki/Wiz_Khalifa'],2005–present
56,['LMFAO'],['/wiki/LMFAO'],2006–2012
57,"['Far East Movement', 'Ryan Tedder']","['/wiki/Far_East_Movement', '/wiki/Ryan_Tedder']",2003–present 1996–present
58,['Kanye West'],['/wiki/Kanye_West'],1996–present
59,['Britney Spears'],['/wiki/Britney_Spears'],1992–present
60,['Usher'],['/wiki/Usher_(musician)'],1993–present
61,['Avril Lavigne'],['/wiki/Avril_Lavigne'],1999–present
62,"['Tinie Tempah', 'Eric Turner']","['/wiki/Tinie_Tempah', '/wiki/Eric_Turner_(singer)']",2005–present 2007–present
63,"['Trey Songz', 'Nicki Minaj']","['/wiki/Trey_Songz', '/wiki/Nicki_Minaj']",2003–present 2004–present
64,"['Usher', 'Pitbull']","['/wiki/Usher_(musician)', '/wiki/Pitbull_(rapper)']",1993–present 2000–present
65,['The Script'],['/wiki/The_Script'],2001–present
66,['Blake Shelton'],['/wiki/Blake_Shelton'],2001–present
67,"['Jason Aldean', 'Kelly Clarkson']","['/wiki/Jason_Aldean', '/wiki/Kelly_Clarkson']",1998–present 2000–present
68,"['Rihanna', 'Calvin Harris']","['/wiki/Rihanna', '/wiki/Calvin_Harris']",2003–present 2002–present
69,['Keri Hilson'],['/wiki/Keri_Hilson'],2002–present
70,['Lady Gaga'],['/wiki/Lady_Gaga'],2001–present
71,"['Far East Movement', 'The Cataracs', 'Dev']","['/wiki/Far_East_Movement', '/wiki/The_Cataracs', '/wiki/Dev_(singer)']",2003–present 2003–2014 2009–present
72,"['David Guetta', 'Usher']","['/wiki/David_Guetta', '/wiki/Usher_(musician)']",1986–present 1993–present
73,['Taylor Swift'],['/wiki/Taylor_Swift'],2004–present
74,['Katy Perry'],['/wiki/Katy_Perry'],2001–present
75,['Eli Young Band'],['/wiki/Eli_Young_Band'],2000–present
76,['Rihanna'],['/wiki/Rihanna'],2003–present
77,['Selena Gomez & the Scene'],['/wiki/Selena_Gomez_%26_the_Scene'],2008–2012
78,['Jake Owen'],['/wiki/Jake_Owen'],2005–present
79,"['Zac Brown Band', 'Jimmy Buffett']","['/wiki/Zac_Brown_Band', '/wiki/Jimmy_Buffett']",2002–present 1964–present
80,['Luke Bryan'],['/wiki/Luke_Bryan'],1996–present
81,"['Brad Paisley', 'Carrie Underwood']","['/wiki/Brad_Paisley', '/wiki/Carrie_Underwood']",1998–present 2005–present
82,['Dev'],['/wiki/Dev_(singer)'],2009–present
83,"['New Boyz', 'The Cataracs', 'Dev']","['/wiki/New_Boyz', '/wiki/The_Cataracs', '/wiki/Dev_(singer)']",2008–2013 2003–2014 2009–present
84,['Drake'],['/wiki/Drake_(musician)'],2001–present
85,['Beyoncé'],['/wiki/Beyonc%C3%A9'],1997–present
86,['Jason Derulo'],['/wiki/Jason_Derulo'],2006–present
87,"['David Guetta', 'Flo Rida', 'Nicki Minaj']","['/wiki/David_Guetta', '/wiki/Flo_Rida', '/wiki/Nicki_Minaj']",1986–present 2000–present 2004–present
88,['Chris Brown'],['/wiki/Chris_Brown'],2002–present
89,['Rodney Atkins'],['/wiki/Rodney_Atkins'],1996–present
90,['Mike Posner'],['/wiki/Mike_Posner'],2007–present
91,['Miguel'],['/wiki/Miguel_(singer)'],2000–present
92,"['Jessie J', 'B.o.B']","['/wiki/Jessie_J', '/wiki/B.o.B']",2005–present 2006–present
93,['Blake Shelton'],['/wiki/Blake_Shelton'],2001–present
94,"['Lil Wayne', 'Drake']","['/wiki/Lil_Wayne', '/wiki/Drake_(musician)']",1995–present 2001–present
95,['Thompson Square'],['/wiki/Thompson_Square'],2002–present
96,['Neon Trees'],['/wiki/Neon_Trees'],2005–present
97,"['Kenny Chesney', 'Grace Potter']","['/wiki/Kenny_Chesney', '/wiki/Grace_Potter_and_the_Nocturnals']",1988–present 2002 2002
98,['Zac Brown Band'],['/wiki/Zac_Brown_Band'],2002–present
99,"['Big Sean', 'Chris Brown']","['/wiki/Big_Sean', '/wiki/Chris_Brown']",2007–present 2002–present
