,band_singer,singer_url,active_years
79,"[""Lil' Kim"", 'Puff Daddy']","['/wiki/Lil%27_Kim', '/wiki/Sean_Combs']",
80,['Luscious Jackson'],['/wiki/Luscious_Jackson'],1991 2000 2011 2017
81,['Los del Río'],['/wiki/Los_del_R%C3%ADo'],1962
82,['Erykah Badu'],['/wiki/Erykah_Badu'],
83,['Joe'],['/wiki/Joe_(singer)'],1992
84,['Warren G'],['/wiki/Warren_G'],1992
85,"['Brian McKnight', 'Mase']","['/wiki/Brian_McKnight', '/wiki/Mase']",1993 1999 2003 2006 2009
86,['Madonna'],['/wiki/Madonna'],
87,"['SWV', 'Puff Daddy']","['/wiki/SWV', '/wiki/Sean_Combs']",1988 1998
88,['Michael Bolton'],['/wiki/Michael_Bolton'],1975
89,['Real McCoy'],['/wiki/Real_McCoy_(band)'],1989 1997 1999-2001 2005-2009 2016
90,['Next'],['/wiki/Next_(American_group)'],1992
91,['Mr. President'],['/wiki/Mr._President_(band)'],1991 2008
92,['Keith Sweat'],['/wiki/Keith_Sweat'],1975
93,['Aqua'],['/wiki/Aqua_(band)'],1989–2001 2008–2012 2016–present
94,['The Cranberries'],['/wiki/The_Cranberries'],1989–2003 2009–2019[1]
95,['DJ Kool'],['/wiki/DJ_Kool'],1979
96,['The Blackout All-Stars'],['/wiki/The_Blackout_All-Stars'],1994
97,['Toni Braxton'],['/wiki/Toni_Braxton'],
98,['Madonna'],['/wiki/Madonna'],
99,['Ray J'],['/wiki/Ray_J'],
